"Step","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"5436","","","","0.8515","0.8515","0.8515","0.4225","0.4225","0.4225"
"5437","","","","0.8795","0.8795","0.8795","0.4185","0.4185","0.4185"
"5438","","","","0.8675","0.8675","0.8675","0.421","0.421","0.421"
"5439","","","","0.8625","0.8625","0.8625","0.4245","0.4245","0.4245"
"5440","","","","0.883","0.883","0.883","0.425","0.425","0.425"
"5441","","","","0.871","0.871","0.871","0.4255","0.4255","0.4255"
"5442","","","","0.8835","0.8835","0.8835","0.427","0.427","0.427"
"5443","","","","0.8895","0.8895","0.8895","0.429","0.429","0.429"
"5444","","","","0.8705","0.8705","0.8705","0.4275","0.4275","0.4275"
"5445","","","","0.885","0.885","0.885","0.43","0.43","0.43"
"5446","","","","0.885","0.885","0.885","0.427","0.427","0.427"
"5447","","","","0.8785","0.8785","0.8785","0.429","0.429","0.429"
"5448","","","","0.8635","0.8635","0.8635","0.4325","0.4325","0.4325"
"5449","","","","0.8695","0.8695","0.8695","0.433","0.433","0.433"
"5450","","","","0","0","0","0.1715","0.1715","0.1715"
"5451","","","","0.8785","0.8785","0.8785","0.3625","0.3625","0.3625"
"5452","","","","0.8945","0.8945","0.8945","0.438","0.438","0.438"
"5453","","","","0.8855","0.8855","0.8855","0.4615","0.4615","0.4615"
"5454","","","","0.889","0.889","0.889","0.481","0.481","0.481"
"5455","","","","0.916","0.916","0.916","0.487","0.487","0.487"
"5456","","","","0.9135","0.9135","0.9135","0.496","0.496","0.496"
"5457","","","","0.8955","0.8955","0.8955","0.5005","0.5005","0.5005"
"5458","","","","0.919","0.919","0.919","0.5075","0.5075","0.5075"
"5459","","","","0.9225","0.9225","0.9225","0.514","0.514","0.514"
"5460","","","","0.9105","0.9105","0.9105","0.511","0.511","0.511"
"5461","","","","0.881","0.881","0.881","0.5165","0.5165","0.5165"
"5462","","","","0.901","0.901","0.901","0.513","0.513","0.513"
"5463","","","","0.9185","0.9185","0.9185","0.5185","0.5185","0.5185"
"5464","","","","0.906","0.906","0.906","0.516","0.516","0.516"
"5465","","","","0.9015","0.9015","0.9015","0.519","0.519","0.519"
"5466","","","","0.9205","0.9205","0.9205","0.521","0.521","0.521"
"5467","","","","0.907","0.907","0.907","0.52","0.52","0.52"
"5468","","","","0.9115","0.9115","0.9115","0.525","0.525","0.525"
"5469","","","","0.914","0.914","0.914","0.521","0.521","0.521"
"5470","","","","0.9165","0.9165","0.9165","0.518","0.518","0.518"
"5471","","","","0.9215","0.9215","0.9215","0.5165","0.5165","0.5165"
"5472","","","","0.9225","0.9225","0.9225","0.5205","0.5205","0.5205"
"5473","","","","0.9165","0.9165","0.9165","0.5205","0.5205","0.5205"
"5474","","","","0.9185","0.9185","0.9185","0.5175","0.5175","0.5175"
"5475","","","","0","0","0","0.2065","0.2065","0.2065"
"5476","","","","0.809","0.809","0.809","0.34","0.34","0.34"
"5477","","","","0.8285","0.8285","0.8285","0.3805","0.3805","0.3805"
"5478","","","","0.842","0.842","0.842","0.411","0.411","0.411"
"5479","","","","0.859","0.859","0.859","0.4205","0.4205","0.4205"
"5480","","","","0.8505","0.8505","0.8505","0.4205","0.4205","0.4205"
"5481","","","","0.8095","0.8095","0.8095","0.425","0.425","0.425"
"5482","","","","0.8465","0.8465","0.8465","0.428","0.428","0.428"
"5483","","","","0.8445","0.8445","0.8445","0.429","0.429","0.429"
"5484","","","","0.853","0.853","0.853","0.435","0.435","0.435"
"5485","","","","0.853","0.853","0.853","0.4395","0.4395","0.4395"
"5486","","","","0.843","0.843","0.843","0.4415","0.4415","0.4415"
"5487","","","","0.877","0.877","0.877","0.441","0.441","0.441"
"5488","","","","0.8725","0.8725","0.8725","0.446","0.446","0.446"
"5489","","","","0.879","0.879","0.879","0.444","0.444","0.444"
"5490","","","","0.8555","0.8555","0.8555","0.4465","0.4465","0.4465"
"5491","","","","0.881","0.881","0.881","0.4415","0.4415","0.4415"
"5492","","","","0.8625","0.8625","0.8625","0.443","0.443","0.443"
"5493","","","","0.855","0.855","0.855","0.4495","0.4495","0.4495"
"5494","","","","0.86","0.86","0.86","0.448","0.448","0.448"
"5495","","","","0.8675","0.8675","0.8675","0.4495","0.4495","0.4495"
"5496","","","","0.863","0.863","0.863","0.451","0.451","0.451"
"5497","","","","0.866","0.866","0.866","0.449","0.449","0.449"
"5498","","","","0.874","0.874","0.874","0.453","0.453","0.453"
"5499","","","","0.8675","0.8675","0.8675","0.4525","0.4525","0.4525"
"5500","","","","0","0","0","0.078","0.078","0.078"
"5501","","","","0.7635","0.7635","0.7635","0.2605","0.2605","0.2605"
"5502","","","","0.807","0.807","0.807","0.324","0.324","0.324"
"5503","","","","0.818","0.818","0.818","0.3495","0.3495","0.3495"
"5504","","","","0.8045","0.8045","0.8045","0.3695","0.3695","0.3695"
"5505","","","","0.8315","0.8315","0.8315","0.378","0.378","0.378"
"5506","","","","0.827","0.827","0.827","0.3895","0.3895","0.3895"
"5507","","","","0.838","0.838","0.838","0.3955","0.3955","0.3955"
"5508","","","","0.8455","0.8455","0.8455","0.395","0.395","0.395"
"5509","","","","0.8375","0.8375","0.8375","0.397","0.397","0.397"
"5510","","","","0.8375","0.8375","0.8375","0.4025","0.4025","0.4025"
"5511","","","","0.8315","0.8315","0.8315","0.41","0.41","0.41"
"5512","","","","0.8595","0.8595","0.8595","0.41","0.41","0.41"
"5513","","","","0.8435","0.8435","0.8435","0.411","0.411","0.411"
"5514","","","","0.8605","0.8605","0.8605","0.4115","0.4115","0.4115"
"5515","","","","0.85","0.85","0.85","0.41","0.41","0.41"
"5516","","","","0.8415","0.8415","0.8415","0.413","0.413","0.413"
"5517","","","","0.856","0.856","0.856","0.412","0.412","0.412"
"5518","","","","0.858","0.858","0.858","0.416","0.416","0.416"
"5519","","","","0.861","0.861","0.861","0.4155","0.4155","0.4155"
"5520","","","","0.852","0.852","0.852","0.415","0.415","0.415"
"5521","","","","0.844","0.844","0.844","0.4205","0.4205","0.4205"
"5522","","","","0.8285","0.8285","0.8285","0.414","0.414","0.414"
"5523","","","","0.861","0.861","0.861","0.421","0.421","0.421"
"5524","","","","0.8575","0.8575","0.8575","0.4185","0.4185","0.4185"
"5525","","","","0","0","0","0.1235","0.1235","0.1235"
"5526","","","","0.834","0.834","0.834","0.3115","0.3115","0.3115"
"5527","","","","0.8485","0.8485","0.8485","0.372","0.372","0.372"
"5528","","","","0.8465","0.8465","0.8465","0.4095","0.4095","0.4095"
"5529","","","","0.86","0.86","0.86","0.4195","0.4195","0.4195"
"5530","","","","0.846","0.846","0.846","0.4325","0.4325","0.4325"
"5531","","","","0.858","0.858","0.858","0.438","0.438","0.438"
"5532","","","","0.867","0.867","0.867","0.4365","0.4365","0.4365"
"5533","","","","0.8445","0.8445","0.8445","0.4425","0.4425","0.4425"
"5534","","","","0.8665","0.8665","0.8665","0.4405","0.4405","0.4405"
"5535","","","","0.8575","0.8575","0.8575","0.441","0.441","0.441"
"5536","","","","0.8555","0.8555","0.8555","0.445","0.445","0.445"
"5537","","","","0.864","0.864","0.864","0.4455","0.4455","0.4455"
"5538","","","","0.8695","0.8695","0.8695","0.446","0.446","0.446"
"5539","","","","0.8485","0.8485","0.8485","0.447","0.447","0.447"
"5540","","","","0.853","0.853","0.853","0.449","0.449","0.449"
"5541","","","","0.8575","0.8575","0.8575","0.453","0.453","0.453"
"5542","","","","0.8585","0.8585","0.8585","0.451","0.451","0.451"
"5543","","","","0.8775","0.8775","0.8775","0.45","0.45","0.45"
"5544","","","","0.8615","0.8615","0.8615","0.453","0.453","0.453"
"5545","","","","0.869","0.869","0.869","0.4535","0.4535","0.4535"
"5546","","","","0.8645","0.8645","0.8645","0.4555","0.4555","0.4555"
"5547","","","","0.875","0.875","0.875","0.4535","0.4535","0.4535"
"5548","","","","0.8625","0.8625","0.8625","0.456","0.456","0.456"
"5549","","","","0.8575","0.8575","0.8575","0.4595","0.4595","0.4595"
"5550","","","","0","0","0","0.0615","0.0615","0.0615"
"5551","","","","0.853","0.853","0.853","0.3005","0.3005","0.3005"
"5552","","","","0.8705","0.8705","0.8705","0.3845","0.3845","0.3845"
"5553","","","","0.8645","0.8645","0.8645","0.4255","0.4255","0.4255"
"5554","","","","0.8955","0.8955","0.8955","0.443","0.443","0.443"
"5555","","","","0.898","0.898","0.898","0.448","0.448","0.448"
"5556","","","","0.899","0.899","0.899","0.455","0.455","0.455"
"5557","","","","0.8965","0.8965","0.8965","0.46","0.46","0.46"
"5558","","","","0.89","0.89","0.89","0.465","0.465","0.465"
"5559","","","","0.912","0.912","0.912","0.4625","0.4625","0.4625"
"5560","","","","0.9055","0.9055","0.9055","0.461","0.461","0.461"
"5561","","","","0.909","0.909","0.909","0.465","0.465","0.465"
"5562","","","","0.899","0.899","0.899","0.4705","0.4705","0.4705"
"5563","","","","0.8995","0.8995","0.8995","0.466","0.466","0.466"
"5564","","","","0.904","0.904","0.904","0.4735","0.4735","0.4735"
"5565","","","","0.884","0.884","0.884","0.474","0.474","0.474"
"5566","","","","0.9025","0.9025","0.9025","0.4745","0.4745","0.4745"
"5567","","","","0.9075","0.9075","0.9075","0.474","0.474","0.474"
"5568","","","","0.901","0.901","0.901","0.476","0.476","0.476"
"5569","","","","0.8985","0.8985","0.8985","0.473","0.473","0.473"
"5570","","","","0.9075","0.9075","0.9075","0.4745","0.4745","0.4745"
"5571","","","","0.91","0.91","0.91","0.4745","0.4745","0.4745"
"5572","","","","0.9025","0.9025","0.9025","0.473","0.473","0.473"
"5573","","","","0.9135","0.9135","0.9135","0.4745","0.4745","0.4745"
"5574","","","","0.913","0.913","0.913","0.478","0.478","0.478"
"5575","","","","0","0","0","0.095","0.095","0.095"
"5576","","","","0.852","0.852","0.852","0.2265","0.2265","0.2265"
"5577","","","","0.8625","0.8625","0.8625","0.3115","0.3115","0.3115"
"5578","","","","0.8665","0.8665","0.8665","0.3445","0.3445","0.3445"
"5579","","","","0.887","0.887","0.887","0.364","0.364","0.364"
"5580","","","","0.889","0.889","0.889","0.376","0.376","0.376"
"5581","","","","0.885","0.885","0.885","0.389","0.389","0.389"
"5582","","","","0.9015","0.9015","0.9015","0.3945","0.3945","0.3945"
"5583","","","","0.8815","0.8815","0.8815","0.401","0.401","0.401"
"5584","","","","0.8935","0.8935","0.8935","0.402","0.402","0.402"
"5585","","","","0.8885","0.8885","0.8885","0.406","0.406","0.406"
"5586","","","","0.894","0.894","0.894","0.404","0.404","0.404"
"5587","","","","0.8955","0.8955","0.8955","0.4085","0.4085","0.4085"
"5588","","","","0.8915","0.8915","0.8915","0.408","0.408","0.408"
"5589","","","","0.8995","0.8995","0.8995","0.4085","0.4085","0.4085"
"5590","","","","0.899","0.899","0.899","0.4115","0.4115","0.4115"
"5591","","","","0.8785","0.8785","0.8785","0.4115","0.4115","0.4115"
"5592","","","","0.8925","0.8925","0.8925","0.4145","0.4145","0.4145"
"5593","","","","0.905","0.905","0.905","0.4095","0.4095","0.4095"
"5594","","","","0.905","0.905","0.905","0.4115","0.4115","0.4115"
"5595","","","","0.909","0.909","0.909","0.4135","0.4135","0.4135"
"5596","","","","0.907","0.907","0.907","0.4145","0.4145","0.4145"
"5597","","","","0.895","0.895","0.895","0.4145","0.4145","0.4145"
"5598","","","","0.895","0.895","0.895","0.417","0.417","0.417"
"5599","","","","0.905","0.905","0.905","0.423","0.423","0.423"
"5600","","","","0","0","0","0.163","0.163","0.163"
"5601","","","","0.863","0.863","0.863","0.295","0.295","0.295"
"5602","","","","0.891","0.891","0.891","0.333","0.333","0.333"
"5603","","","","0.871","0.871","0.871","0.357","0.357","0.357"
"5604","","","","0.8865","0.8865","0.8865","0.377","0.377","0.377"
"5605","","","","0.898","0.898","0.898","0.3825","0.3825","0.3825"
"5606","","","","0.8905","0.8905","0.8905","0.3895","0.3895","0.3895"
"5607","","","","0.892","0.892","0.892","0.3995","0.3995","0.3995"
"5608","","","","0.897","0.897","0.897","0.3965","0.3965","0.3965"
"5609","","","","0.8845","0.8845","0.8845","0.3995","0.3995","0.3995"
"5610","","","","0.8875","0.8875","0.8875","0.405","0.405","0.405"
"5611","","","","0.885","0.885","0.885","0.4065","0.4065","0.4065"
"5612","","","","0.897","0.897","0.897","0.4075","0.4075","0.4075"
"5613","","","","0.8945","0.8945","0.8945","0.4085","0.4085","0.4085"
"5614","","","","0.9095","0.9095","0.9095","0.4075","0.4075","0.4075"
"5615","","","","0.9015","0.9015","0.9015","0.413","0.413","0.413"
"5616","","","","0.9035","0.9035","0.9035","0.4065","0.4065","0.4065"
"5617","","","","0.901","0.901","0.901","0.4105","0.4105","0.4105"
"5618","","","","0.909","0.909","0.909","0.4155","0.4155","0.4155"
"5619","","","","0.8965","0.8965","0.8965","0.4175","0.4175","0.4175"
"5620","","","","0.897","0.897","0.897","0.4135","0.4135","0.4135"
"5621","","","","0.9","0.9","0.9","0.4165","0.4165","0.4165"
"5622","","","","0.9045","0.9045","0.9045","0.4155","0.4155","0.4155"
"5623","","","","0.905","0.905","0.905","0.4185","0.4185","0.4185"
"5624","","","","0.905","0.905","0.905","0.4145","0.4145","0.4145"
"5625","","","","0","0","0","0.0555","0.0555","0.0555"
"5626","","","","0.8905","0.8905","0.8905","0.255","0.255","0.255"
"5627","","","","0.908","0.908","0.908","0.3325","0.3325","0.3325"
"5628","","","","0.908","0.908","0.908","0.371","0.371","0.371"
"5629","","","","0.907","0.907","0.907","0.389","0.389","0.389"
"5630","","","","0.9145","0.9145","0.9145","0.4","0.4","0.4"
"5631","","","","0.908","0.908","0.908","0.4135","0.4135","0.4135"
"5632","","","","0.9255","0.9255","0.9255","0.4155","0.4155","0.4155"
"5633","","","","0.917","0.917","0.917","0.4235","0.4235","0.4235"
"5634","","","","0.904","0.904","0.904","0.427","0.427","0.427"
"5635","","","","0.917","0.917","0.917","0.429","0.429","0.429"
"5636","","","","0.9195","0.9195","0.9195","0.429","0.429","0.429"
"5637","","","","0.9215","0.9215","0.9215","0.436","0.436","0.436"
"5638","","","","0.9245","0.9245","0.9245","0.4305","0.4305","0.4305"
"5639","","","","0.927","0.927","0.927","0.4375","0.4375","0.4375"
"5640","","","","0.9285","0.9285","0.9285","0.436","0.436","0.436"
"5641","","","","0.915","0.915","0.915","0.4395","0.4395","0.4395"
"5642","","","","0.925","0.925","0.925","0.441","0.441","0.441"
"5643","","","","0.9235","0.9235","0.9235","0.442","0.442","0.442"
"5644","","","","0.93","0.93","0.93","0.443","0.443","0.443"
"5645","","","","0.931","0.931","0.931","0.4435","0.4435","0.4435"
"5646","","","","0.9275","0.9275","0.9275","0.4465","0.4465","0.4465"
"5647","","","","0.92","0.92","0.92","0.445","0.445","0.445"
"5648","","","","0.931","0.931","0.931","0.448","0.448","0.448"
"5649","","","","0.926","0.926","0.926","0.45","0.45","0.45"
"5650","","","","0","0","0","0.113","0.113","0.113"
"5651","","","","0.8615","0.8615","0.8615","0.2455","0.2455","0.2455"
"5652","","","","0.876","0.876","0.876","0.296","0.296","0.296"
"5653","","","","0.896","0.896","0.896","0.322","0.322","0.322"
"5654","","","","0.904","0.904","0.904","0.341","0.341","0.341"
"5655","","","","0.884","0.884","0.884","0.353","0.353","0.353"
"5656","","","","0.908","0.908","0.908","0.3605","0.3605","0.3605"
"5657","","","","0.8875","0.8875","0.8875","0.3665","0.3665","0.3665"
"5658","","","","0.9","0.9","0.9","0.3685","0.3685","0.3685"
"5659","","","","0.895","0.895","0.895","0.3805","0.3805","0.3805"
"5660","","","","0.877","0.877","0.877","0.3775","0.3775","0.3775"
"5661","","","","0.8975","0.8975","0.8975","0.3805","0.3805","0.3805"
"5662","","","","0.8675","0.8675","0.8675","0.386","0.386","0.386"
"5663","","","","0.909","0.909","0.909","0.382","0.382","0.382"
"5664","","","","0.8985","0.8985","0.8985","0.388","0.388","0.388"
"5665","","","","0.8855","0.8855","0.8855","0.3835","0.3835","0.3835"
"5666","","","","0.8965","0.8965","0.8965","0.3895","0.3895","0.3895"
"5667","","","","0.9065","0.9065","0.9065","0.3885","0.3885","0.3885"
"5668","","","","0.8815","0.8815","0.8815","0.3915","0.3915","0.3915"
"5669","","","","0.912","0.912","0.912","0.394","0.394","0.394"
"5670","","","","0.897","0.897","0.897","0.3925","0.3925","0.3925"
"5671","","","","0.916","0.916","0.916","0.394","0.394","0.394"
"5672","","","","0.9005","0.9005","0.9005","0.4035","0.4035","0.4035"
"5673","","","","0.9065","0.9065","0.9065","0.3935","0.3935","0.3935"
"5674","","","","0.87","0.87","0.87","0.398","0.398","0.398"
"5675","","","","0","0","0","0.113","0.113","0.113"
"5676","","","","0.821","0.821","0.821","0.305","0.305","0.305"
"5677","","","","0.8235","0.8235","0.8235","0.3705","0.3705","0.3705"
"5678","","","","0.864","0.864","0.864","0.4075","0.4075","0.4075"
"5679","","","","0.8215","0.8215","0.8215","0.41","0.41","0.41"
"5680","","","","0.831","0.831","0.831","0.4165","0.4165","0.4165"
"5681","","","","0.874","0.874","0.874","0.435","0.435","0.435"
"5682","","","","0.8425","0.8425","0.8425","0.4405","0.4405","0.4405"
"5683","","","","0.8855","0.8855","0.8855","0.45","0.45","0.45"
"5684","","","","0.8775","0.8775","0.8775","0.4485","0.4485","0.4485"
"5685","","","","0.8585","0.8585","0.8585","0.45","0.45","0.45"
"5686","","","","0.8775","0.8775","0.8775","0.456","0.456","0.456"
"5687","","","","0.8885","0.8885","0.8885","0.455","0.455","0.455"
"5688","","","","0.865","0.865","0.865","0.454","0.454","0.454"
"5689","","","","0.885","0.885","0.885","0.456","0.456","0.456"
"5690","","","","0.892","0.892","0.892","0.457","0.457","0.457"
"5691","","","","0.874","0.874","0.874","0.457","0.457","0.457"
"5692","","","","0.889","0.889","0.889","0.4585","0.4585","0.4585"
"5693","","","","0.8915","0.8915","0.8915","0.4615","0.4615","0.4615"
"5694","","","","0.8855","0.8855","0.8855","0.46","0.46","0.46"
"5695","","","","0.8665","0.8665","0.8665","0.455","0.455","0.455"
"5696","","","","0.8865","0.8865","0.8865","0.459","0.459","0.459"
"5697","","","","0.8925","0.8925","0.8925","0.4565","0.4565","0.4565"
"5698","","","","0.8765","0.8765","0.8765","0.46","0.46","0.46"
"5699","","","","0.8725","0.8725","0.8725","0.4575","0.4575","0.4575"
"5700","","","","0","0","0","0.125","0.125","0.125"
"5701","","","","0.838","0.838","0.838","0.306","0.306","0.306"
"5702","","","","0.893","0.893","0.893","0.371","0.371","0.371"
"5703","","","","0.8805","0.8805","0.8805","0.399","0.399","0.399"
"5704","","","","0.8875","0.8875","0.8875","0.414","0.414","0.414"
"5705","","","","0.905","0.905","0.905","0.4225","0.4225","0.4225"
"5706","","","","0.902","0.902","0.902","0.433","0.433","0.433"
"5707","","","","0.8985","0.8985","0.8985","0.435","0.435","0.435"
"5708","","","","0.9145","0.9145","0.9145","0.438","0.438","0.438"
"5709","","","","0.9155","0.9155","0.9155","0.4385","0.4385","0.4385"
"5710","","","","0.9025","0.9025","0.9025","0.445","0.445","0.445"
"5711","","","","0.9125","0.9125","0.9125","0.446","0.446","0.446"
"5712","","","","0.9165","0.9165","0.9165","0.443","0.443","0.443"
"5713","","","","0.9205","0.9205","0.9205","0.4465","0.4465","0.4465"
"5714","","","","0.919","0.919","0.919","0.4485","0.4485","0.4485"
"5715","","","","0.925","0.925","0.925","0.4505","0.4505","0.4505"
"5716","","","","0.915","0.915","0.915","0.4465","0.4465","0.4465"
"5717","","","","0.911","0.911","0.911","0.449","0.449","0.449"
"5718","","","","0.911","0.911","0.911","0.451","0.451","0.451"
"5719","","","","0.9195","0.9195","0.9195","0.4515","0.4515","0.4515"
"5720","","","","0.9125","0.9125","0.9125","0.458","0.458","0.458"
"5721","","","","0.9215","0.9215","0.9215","0.455","0.455","0.455"
"5722","","","","0.9205","0.9205","0.9205","0.456","0.456","0.456"
"5723","","","","0.92","0.92","0.92","0.4505","0.4505","0.4505"
"5724","","","","0.919","0.919","0.919","0.452","0.452","0.452"
"5725","","","","0","0","0","0.035","0.035","0.035"
"5726","","","","0.869","0.869","0.869","0.3545","0.3545","0.3545"
"5727","","","","0.8735","0.8735","0.8735","0.4215","0.4215","0.4215"
"5728","","","","0.9075","0.9075","0.9075","0.4585","0.4585","0.4585"
"5729","","","","0.8975","0.8975","0.8975","0.4785","0.4785","0.4785"
"5730","","","","0.9075","0.9075","0.9075","0.485","0.485","0.485"
"5731","","","","0.8805","0.8805","0.8805","0.486","0.486","0.486"
"5732","","","","0.9035","0.9035","0.9035","0.488","0.488","0.488"
"5733","","","","0.9","0.9","0.9","0.4895","0.4895","0.4895"
"5734","","","","0.8875","0.8875","0.8875","0.486","0.486","0.486"
"5735","","","","0.906","0.906","0.906","0.493","0.493","0.493"
"5736","","","","0.9135","0.9135","0.9135","0.4995","0.4995","0.4995"
"5737","","","","0.9055","0.9055","0.9055","0.502","0.502","0.502"
"5738","","","","0.897","0.897","0.897","0.505","0.505","0.505"
"5739","","","","0.9015","0.9015","0.9015","0.5045","0.5045","0.5045"
"5740","","","","0.8985","0.8985","0.8985","0.5045","0.5045","0.5045"
"5741","","","","0.9175","0.9175","0.9175","0.501","0.501","0.501"
"5742","","","","0.907","0.907","0.907","0.506","0.506","0.506"
"5743","","","","0.9025","0.9025","0.9025","0.507","0.507","0.507"
"5744","","","","0.8945","0.8945","0.8945","0.5095","0.5095","0.5095"
"5745","","","","0.905","0.905","0.905","0.511","0.511","0.511"
"5746","","","","0.9025","0.9025","0.9025","0.511","0.511","0.511"
"5747","","","","0.919","0.919","0.919","0.5105","0.5105","0.5105"
"5748","","","","0.912","0.912","0.912","0.512","0.512","0.512"
"5749","","","","0.881","0.881","0.881","0.5115","0.5115","0.5115"
"5750","","","","0","0","0","0.048","0.048","0.048"
"5751","","","","0.921","0.921","0.921","0.346","0.346","0.346"
"5752","","","","0.935","0.935","0.935","0.413","0.413","0.413"
"5753","","","","0.9395","0.9395","0.9395","0.4535","0.4535","0.4535"
"5754","","","","0.931","0.931","0.931","0.4765","0.4765","0.4765"
"5755","","","","0.9395","0.9395","0.9395","0.491","0.491","0.491"
"5756","","","","0.94","0.94","0.94","0.4935","0.4935","0.4935"
"5757","","","","0.9445","0.9445","0.9445","0.5075","0.5075","0.5075"
"5758","","","","0.946","0.946","0.946","0.5025","0.5025","0.5025"
"5759","","","","0.9515","0.9515","0.9515","0.512","0.512","0.512"
"5760","","","","0.951","0.951","0.951","0.5155","0.5155","0.5155"
"5761","","","","0.9415","0.9415","0.9415","0.516","0.516","0.516"
"5762","","","","0.9515","0.9515","0.9515","0.511","0.511","0.511"
"5763","","","","0.95","0.95","0.95","0.519","0.519","0.519"
"5764","","","","0.9505","0.9505","0.9505","0.513","0.513","0.513"
"5765","","","","0.9455","0.9455","0.9455","0.5205","0.5205","0.5205"
"5766","","","","0.946","0.946","0.946","0.518","0.518","0.518"
"5767","","","","0.952","0.952","0.952","0.525","0.525","0.525"
"5768","","","","0.954","0.954","0.954","0.5125","0.5125","0.5125"
"5769","","","","0.954","0.954","0.954","0.52","0.52","0.52"
"5770","","","","0.9515","0.9515","0.9515","0.521","0.521","0.521"
"5771","","","","0.953","0.953","0.953","0.5295","0.5295","0.5295"
"5772","","","","0.9495","0.9495","0.9495","0.5185","0.5185","0.5185"
"5773","","","","0.956","0.956","0.956","0.5225","0.5225","0.5225"
"5774","","","","0.9515","0.9515","0.9515","0.517","0.517","0.517"
"5775","","","","0","0","0","0.1995","0.1995","0.1995"
"5776","","","","0.8235","0.8235","0.8235","0.326","0.326","0.326"
"5777","","","","0.8665","0.8665","0.8665","0.3925","0.3925","0.3925"
"5778","","","","0.8495","0.8495","0.8495","0.4265","0.4265","0.4265"
"5779","","","","0.8655","0.8655","0.8655","0.4435","0.4435","0.4435"
"5780","","","","0.8955","0.8955","0.8955","0.449","0.449","0.449"
"5781","","","","0.8645","0.8645","0.8645","0.4625","0.4625","0.4625"
"5782","","","","0.884","0.884","0.884","0.459","0.459","0.459"
"5783","","","","0.8815","0.8815","0.8815","0.465","0.465","0.465"
"5784","","","","0.8955","0.8955","0.8955","0.4695","0.4695","0.4695"
"5785","","","","0.8875","0.8875","0.8875","0.4635","0.4635","0.4635"
"5786","","","","0.89","0.89","0.89","0.4645","0.4645","0.4645"
"5787","","","","0.878","0.878","0.878","0.469","0.469","0.469"
"5788","","","","0.885","0.885","0.885","0.466","0.466","0.466"
"5789","","","","0.8805","0.8805","0.8805","0.4665","0.4665","0.4665"
"5790","","","","0.8955","0.8955","0.8955","0.471","0.471","0.471"
"5791","","","","0.884","0.884","0.884","0.47","0.47","0.47"
"5792","","","","0.891","0.891","0.891","0.4705","0.4705","0.4705"
"5793","","","","0.89","0.89","0.89","0.4685","0.4685","0.4685"
"5794","","","","0.8915","0.8915","0.8915","0.47","0.47","0.47"
"5795","","","","0.895","0.895","0.895","0.4695","0.4695","0.4695"
"5796","","","","0.902","0.902","0.902","0.47","0.47","0.47"
"5797","","","","0.9035","0.9035","0.9035","0.4675","0.4675","0.4675"
"5798","","","","0.905","0.905","0.905","0.467","0.467","0.467"
"5799","","","","0.898","0.898","0.898","0.472","0.472","0.472"
"5800","","","","0","0","0","0.111","0.111","0.111"
"5801","","","","0.848","0.848","0.848","0.336","0.336","0.336"
"5802","","","","0.865","0.865","0.865","0.4115","0.4115","0.4115"
"5803","","","","0.8715","0.8715","0.8715","0.4495","0.4495","0.4495"
"5804","","","","0.8815","0.8815","0.8815","0.47","0.47","0.47"
"5805","","","","0.857","0.857","0.857","0.4805","0.4805","0.4805"
"5806","","","","0.8735","0.8735","0.8735","0.4815","0.4815","0.4815"
"5807","","","","0.8865","0.8865","0.8865","0.4915","0.4915","0.4915"
"5808","","","","0.894","0.894","0.894","0.492","0.492","0.492"
"5809","","","","0.8985","0.8985","0.8985","0.4945","0.4945","0.4945"
"5810","","","","0.887","0.887","0.887","0.4985","0.4985","0.4985"
"5811","","","","0.877","0.877","0.877","0.5045","0.5045","0.5045"
"5812","","","","0.896","0.896","0.896","0.502","0.502","0.502"
"5813","","","","0.894","0.894","0.894","0.505","0.505","0.505"
"5814","","","","0.893","0.893","0.893","0.507","0.507","0.507"
"5815","","","","0.899","0.899","0.899","0.5095","0.5095","0.5095"
"5816","","","","0.9055","0.9055","0.9055","0.5125","0.5125","0.5125"
"5817","","","","0.9035","0.9035","0.9035","0.518","0.518","0.518"
"5818","","","","0.9015","0.9015","0.9015","0.5115","0.5115","0.5115"
"5819","","","","0.904","0.904","0.904","0.5125","0.5125","0.5125"
"5820","","","","0.906","0.906","0.906","0.5175","0.5175","0.5175"
"5821","","","","0.9115","0.9115","0.9115","0.516","0.516","0.516"
"5822","","","","0.8945","0.8945","0.8945","0.518","0.518","0.518"
"5823","","","","0.9065","0.9065","0.9065","0.522","0.522","0.522"
"5824","","","","0.902","0.902","0.902","0.519","0.519","0.519"
"5825","","","","0","0","0","0.1525","0.1525","0.1525"
"5826","","","","0.875","0.875","0.875","0.3235","0.3235","0.3235"
