"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"45585","","","","0.366","0.366","0.366","0.3965","0.3965","0.3965"
"45586","","","","0.367","0.367","0.367","","",""
"45588","0.3845","0.3845","0.3845","","","","","",""
"45592","","","","0.3785","0.3785","0.3785","0.418","0.418","0.418"
"45593","","","","","","","0.4195","0.4195","0.4195"
"45594","0.392","0.392","0.392","","","","","",""
"45597","0.3985","0.3985","0.3985","0.39","0.39","0.39","","",""
"45598","","","","","","","0.405","0.405","0.405"
"45603","","","","0.346","0.346","0.346","","",""
"45607","0.432","0.432","0.432","0.4565","0.4565","0.4565","","",""
"45609","","","","0.4655","0.4655","0.4655","","",""
"45614","0.4665","0.4665","0.4665","","","","","",""
"45616","0.4775","0.4775","0.4775","","","","","",""
"45620","0.4765","0.4765","0.4765","","","","","",""
"45622","0.4815","0.4815","0.4815","","","","","",""
"45625","0.0095","0.0095","0.0095","0.0165","0.0165","0.0165","","",""
"45628","","","","0.348","0.348","0.348","","",""
"45632","","","","0.452","0.452","0.452","","",""
"45634","","","","0.468","0.468","0.468","","",""
"45635","","","","","","","0.485","0.485","0.485"
"45637","","","","0.482","0.482","0.482","","",""
"45638","0.4895","0.4895","0.4895","","","","","",""
"45639","","","","0.487","0.487","0.487","","",""
"45640","","","","0.4885","0.4885","0.4885","","",""
"45641","","","","","","","0.4975","0.4975","0.4975"
"45643","","","","0.4955","0.4955","0.4955","","",""
"45646","0.501","0.501","0.501","","","","","",""
"45647","0.504","0.504","0.504","","","","","",""
"45649","","","","","","","0.5165","0.5165","0.5165"
"45651","","","","","","","0.2435","0.2435","0.2435"
"45653","0.283","0.283","0.283","","","","","",""
"45657","0.3825","0.3825","0.3825","","","","0.386","0.386","0.386"
"45660","","","","0.4065","0.4065","0.4065","","",""
"45661","0.406","0.406","0.406","","","","","",""
"45665","","","","","","","0.4325","0.4325","0.4325"
"45666","","","","","","","0.44","0.44","0.44"
"45668","","","","","","","0.4395","0.4395","0.4395"
"45669","0.4175","0.4175","0.4175","0.4305","0.4305","0.4305","","",""
"45671","","","","","","","0.4385","0.4385","0.4385"
"45672","","","","","","","0.44","0.44","0.44"
"45673","0.427","0.427","0.427","0.433","0.433","0.433","0.4445","0.4445","0.4445"
"45677","","","","","","","0.2905","0.2905","0.2905"
"45680","","","","","","","0.371","0.371","0.371"
"45683","","","","0.4","0.4","0.4","","",""
"45686","","","","0.4135","0.4135","0.4135","","",""
"45689","0.4115","0.4115","0.4115","0.4205","0.4205","0.4205","","",""
"45690","0.4125","0.4125","0.4125","","","","0.443","0.443","0.443"
"45693","","","","","","","0.4485","0.4485","0.4485"
"45697","0.426","0.426","0.426","","","","","",""
"45700","0.014","0.014","0.014","","","","","",""
"45701","0.134","0.134","0.134","","","","","",""
"45704","","","","0.364","0.364","0.364","","",""
"45705","","","","0.386","0.386","0.386","0.3905","0.3905","0.3905"
"45710","0.4055","0.4055","0.4055","","","","0.4335","0.4335","0.4335"
"45711","","","","0.4235","0.4235","0.4235","","",""
"45715","0.413","0.413","0.413","","","","","",""
"45717","","","","0.427","0.427","0.427","","",""
"45719","","","","","","","0.4595","0.4595","0.4595"
"45720","0.424","0.424","0.424","0.4295","0.4295","0.4295","","",""
"45721","","","","","","","0.4585","0.4585","0.4585"
"45724","","","","0.433","0.433","0.433","","",""
"45725","0.0115","0.0115","0.0115","","","","","",""
"45730","","","","0.3655","0.3655","0.3655","","",""
"45733","0.414","0.414","0.414","","","","","",""
"45734","","","","","","","0.4425","0.4425","0.4425"
"45736","0.438","0.438","0.438","","","","","",""
"45737","","","","0.437","0.437","0.437","","",""
"45739","0.453","0.453","0.453","","","","","",""
"45742","","","","","","","0.465","0.465","0.465"
"45743","0.4575","0.4575","0.4575","","","","","",""
"45747","","","","","","","0.469","0.469","0.469"
"45749","","","","","","","0.476","0.476","0.476"
"45752","0.1775","0.1775","0.1775","","","","","",""
"45755","0.367","0.367","0.367","","","","","",""
"45756","","","","0.382","0.382","0.382","","",""
"45759","","","","0.4145","0.4145","0.4145","","",""
"45760","","","","0.42","0.42","0.42","0.4455","0.4455","0.4455"
"45767","","","","","","","0.4585","0.4585","0.4585"
"45771","0.4465","0.4465","0.4465","","","","","",""
"45772","","","","","","","0.4605","0.4605","0.4605"
"45773","","","","","","","0.4625","0.4625","0.4625"
"45774","","","","0.437","0.437","0.437","","",""
"45777","","","","","","","0.2655","0.2655","0.2655"
"45781","","","","0.342","0.342","0.342","","",""
"45784","0.383","0.383","0.383","","","","0.4085","0.4085","0.4085"
"45786","","","","0.3765","0.3765","0.3765","","",""
"45788","","","","","","","0.417","0.417","0.417"
"45795","0.4015","0.4015","0.4015","","","","","",""
"45801","0.131","0.131","0.131","","","","","",""
"45803","0.31","0.31","0.31","","","","0.3245","0.3245","0.3245"
"45804","","","","0.352","0.352","0.352","","",""
"45805","","","","0.3785","0.3785","0.3785","","",""
"45806","","","","","","","0.3945","0.3945","0.3945"
"45807","","","","0.3965","0.3965","0.3965","0.411","0.411","0.411"
"45809","","","","","","","0.43","0.43","0.43"
"45813","","","","","","","0.442","0.442","0.442"
"45817","","","","0.4435","0.4435","0.4435","","",""
"45820","","","","","","","0.4595","0.4595","0.4595"
"45824","0.443","0.443","0.443","0.445","0.445","0.445","","",""
"45829","","","","","","","0.3855","0.3855","0.3855"
"45830","0.37","0.37","0.37","","","","","",""
"45834","","","","0.4065","0.4065","0.4065","","",""
"45836","0.4105","0.4105","0.4105","","","","","",""
"45838","","","","","","","0.466","0.466","0.466"
"45842","","","","","","","0.471","0.471","0.471"
"45845","","","","","","","0.4795","0.4795","0.4795"
"45851","0.12","0.12","0.12","","","","","",""
"45853","","","","0.3","0.3","0.3","","",""
"45857","","","","0.4455","0.4455","0.4455","","",""
"45860","","","","0.4665","0.4665","0.4665","","",""
"45865","","","","0.484","0.484","0.484","","",""
"45866","0.4675","0.4675","0.4675","","","","","",""
"45867","","","","","","","0.5065","0.5065","0.5065"
"45868","","","","0.484","0.484","0.484","","",""
"45871","","","","0.485","0.485","0.485","","",""
"45877","","","","","","","0.392","0.392","0.392"
"45882","","","","0.458","0.458","0.458","0.4915","0.4915","0.4915"
"45883","0.48","0.48","0.48","","","","","",""
"45886","","","","0.4815","0.4815","0.4815","0.5215","0.5215","0.5215"
"45892","0.501","0.501","0.501","","","","","",""
"45894","","","","0.4985","0.4985","0.4985","0.5405","0.5405","0.5405"
"45896","","","","","","","0.54","0.54","0.54"
"45897","0.5075","0.5075","0.5075","","","","","",""
"45899","","","","0.509","0.509","0.509","","",""
"45906","0.41","0.41","0.41","","","","","",""
"45908","","","","0.447","0.447","0.447","","",""
"45909","","","","0.451","0.451","0.451","","",""
"45910","0.4505","0.4505","0.4505","","","","","",""
"45911","","","","","","","0.491","0.491","0.491"
"45912","","","","","","","0.491","0.491","0.491"
"45913","","","","0.463","0.463","0.463","","",""
"45914","0.466","0.466","0.466","","","","","",""
"45915","0.4635","0.4635","0.4635","0.471","0.471","0.471","","",""
"45916","","","","0.476","0.476","0.476","","",""
"45920","0.47","0.47","0.47","","","","","",""
"45921","0.468","0.468","0.468","","","","","",""
"45923","","","","0.4835","0.4835","0.4835","","",""
"45924","","","","0.4835","0.4835","0.4835","","",""
"45925","","","","0.0095","0.0095","0.0095","","",""
"45927","0.243","0.243","0.243","","","","","",""
"45931","","","","0.4645","0.4645","0.4645","","",""
"45933","0.457","0.457","0.457","0.473","0.473","0.473","","",""
"45934","0.4675","0.4675","0.4675","","","","","",""
"45937","","","","","","","0.5045","0.5045","0.5045"
"45940","","","","0.492","0.492","0.492","0.5035","0.5035","0.5035"
"45941","0.484","0.484","0.484","","","","","",""
"45942","0.484","0.484","0.484","","","","","",""
"45943","","","","","","","0.5115","0.5115","0.5115"
"45944","","","","0.4975","0.4975","0.4975","0.513","0.513","0.513"
"45945","","","","0.4985","0.4985","0.4985","","",""
"45946","0.4885","0.4885","0.4885","","","","","",""
"45951","0.173","0.173","0.173","","","","0.3455","0.3455","0.3455"
"45953","0.357","0.357","0.357","","","","","",""
"45955","0.411","0.411","0.411","0.409","0.409","0.409","","",""
"45959","","","","","","","0.474","0.474","0.474"
"45964","","","","","","","0.49","0.49","0.49"
"45967","","","","0.4685","0.4685","0.4685","0.4955","0.4955","0.4955"
"45968","","","","","","","0.495","0.495","0.495"
"45969","0.4675","0.4675","0.4675","","","","","",""
"45970","","","","","","","0.4985","0.4985","0.4985"
"45971","0.468","0.468","0.468","","","","","",""
"45973","","","","","","","0.503","0.503","0.503"
"45974","","","","","","","0.508","0.508","0.508"
"45975","","","","0.0285","0.0285","0.0285","0.0295","0.0295","0.0295"
"45976","0.13","0.13","0.13","","","","","",""
"45980","0.393","0.393","0.393","","","","","",""
"45981","0.408","0.408","0.408","0.4345","0.4345","0.4345","","",""
"45987","","","","","","","0.473","0.473","0.473"
"45988","","","","0.469","0.469","0.469","","",""
"45993","0.455","0.455","0.455","","","","0.482","0.482","0.482"
"45996","","","","","","","0.4865","0.4865","0.4865"
"45998","","","","0.4775","0.4775","0.4775","0.484","0.484","0.484"
"45999","","","","","","","0.4895","0.4895","0.4895"
"46003","0.238","0.238","0.238","0.238","0.238","0.238","","",""
"46004","","","","0.2795","0.2795","0.2795","","",""
"46006","0.3135","0.3135","0.3135","","","","","",""
"46009","","","","0.3335","0.3335","0.3335","","",""
"46011","","","","0.343","0.343","0.343","","",""
"46012","","","","0.3445","0.3445","0.3445","","",""
"46013","","","","0.345","0.345","0.345","","",""
"46018","","","","","","","0.384","0.384","0.384"
"46019","","","","","","","0.387","0.387","0.387"
"46023","0.3605","0.3605","0.3605","","","","0.3935","0.3935","0.3935"
"46025","0.0195","0.0195","0.0195","0.0125","0.0125","0.0125","","",""
"46026","","","","","","","0.2835","0.2835","0.2835"
"46029","0.369","0.369","0.369","","","","","",""
"46030","0.3865","0.3865","0.3865","","","","","",""
"46033","","","","0.4215","0.4215","0.4215","0.4375","0.4375","0.4375"
"46036","","","","","","","0.4625","0.4625","0.4625"
"46037","0.4335","0.4335","0.4335","","","","","",""
"46038","0.4345","0.4345","0.4345","0.4385","0.4385","0.4385","","",""
"46051","0.0675","0.0675","0.0675","0.0685","0.0685","0.0685","","",""
"46055","","","","0.3215","0.3215","0.3215","","",""
"46056","0.3605","0.3605","0.3605","","","","","",""
"46058","0.372","0.372","0.372","","","","","",""
"46059","0.3815","0.3815","0.3815","","","","","",""
"46060","","","","","","","0.4155","0.4155","0.4155"
"46062","0.393","0.393","0.393","","","","","",""
"46063","","","","0.3995","0.3995","0.3995","","",""
"46064","","","","","","","0.417","0.417","0.417"
"46066","","","","0.4065","0.4065","0.4065","0.421","0.421","0.421"
"46074","","","","","","","0.422","0.422","0.422"
"46075","","","","","","","0.0125","0.0125","0.0125"
"46077","","","","0.2295","0.2295","0.2295","","",""
"46080","","","","","","","0.436","0.436","0.436"
"46082","0.439","0.439","0.439","","","","","",""
"46086","","","","0.457","0.457","0.457","","",""
"46088","","","","0.4635","0.4635","0.4635","","",""
"46091","0.469","0.469","0.469","0.4645","0.4645","0.4645","","",""
"46092","","","","","","","0.503","0.503","0.503"
"46097","","","","","","","0.5075","0.5075","0.5075"
"46099","","","","","","","0.507","0.507","0.507"
"46101","","","","0.099","0.099","0.099","","",""
"46104","","","","","","","0.423","0.423","0.423"
"46105","0.415","0.415","0.415","","","","","",""
"46107","0.4515","0.4515","0.4515","","","","","",""
"46109","0.476","0.476","0.476","","","","","",""
"46112","","","","0.5045","0.5045","0.5045","","",""
"46118","0.503","0.503","0.503","","","","","",""
"46119","0.5035","0.5035","0.5035","","","","","",""
"46121","","","","0.5155","0.5155","0.5155","","",""
"46123","","","","0.5185","0.5185","0.5185","","",""
"46126","0.111","0.111","0.111","","","","","",""
"46133","","","","0.379","0.379","0.379","","",""
"46136","0.395","0.395","0.395","","","","0.422","0.422","0.422"
"46138","0.4035","0.4035","0.4035","","","","","",""
"46139","","","","","","","0.4375","0.4375","0.4375"
"46149","","","","0.4245","0.4245","0.4245","","",""
"46150","0.007","0.007","0.007","","","","0.0095","0.0095","0.0095"
"46161","","","","","","","0.432","0.432","0.432"
"46162","0.406","0.406","0.406","","","","","",""
"46164","0.408","0.408","0.408","","","","0.437","0.437","0.437"
"46166","0.411","0.411","0.411","","","","","",""
"46171","0.4175","0.4175","0.4175","","","","","",""
"46172","0.4145","0.4145","0.4145","0.4205","0.4205","0.4205","","",""
"46173","0.418","0.418","0.418","","","","0.4455","0.4455","0.4455"
"46176","0.1575","0.1575","0.1575","","","","","",""
"46178","","","","0.324","0.324","0.324","","",""
"46181","","","","0.405","0.405","0.405","","",""
"46184","","","","0.4365","0.4365","0.4365","","",""
"46185","0.461","0.461","0.461","","","","","",""
"46189","","","","0.4525","0.4525","0.4525","0.494","0.494","0.494"
"46191","","","","","","","0.497","0.497","0.497"
"46192","0.4735","0.4735","0.4735","","","","","",""
"46194","","","","","","","0.4885","0.4885","0.4885"
"46195","","","","0.4655","0.4655","0.4655","","",""
"46205","0.366","0.366","0.366","","","","","",""
"46212","","","","0.3975","0.3975","0.3975","","",""
"46214","0.411","0.411","0.411","","","","","",""
"46217","","","","0.405","0.405","0.405","","",""
"46219","","","","0.4145","0.4145","0.4145","","",""
"46221","0.4175","0.4175","0.4175","","","","","",""
"46222","","","","0.415","0.415","0.415","","",""
"46223","","","","0.421","0.421","0.421","","",""
"46224","0.4215","0.4215","0.4215","","","","","",""
"46227","","","","","","","0.301","0.301","0.301"
"46228","0.2715","0.2715","0.2715","","","","","",""
"46229","0.3065","0.3065","0.3065","","","","","",""
"46231","0.346","0.346","0.346","","","","","",""
"46238","0.3785","0.3785","0.3785","","","","","",""
"46241","","","","","","","0.4195","0.4195","0.4195"
"46242","","","","0.393","0.393","0.393","","",""
"46249","0.3915","0.3915","0.3915","0.3975","0.3975","0.3975","","",""
"46253","","","","0.3375","0.3375","0.3375","","",""
"46256","","","","","","","0.447","0.447","0.447"
"46258","0.452","0.452","0.452","","","","","",""
"46261","","","","0.485","0.485","0.485","","",""
"46270","","","","","","","0.49","0.49","0.49"
"46271","0.49","0.49","0.49","0.4945","0.4945","0.4945","","",""
"46272","0.496","0.496","0.496","0.4945","0.4945","0.4945","","",""
"46275","0.012","0.012","0.012","","","","","",""
"46276","0.1605","0.1605","0.1605","","","","","",""
"46280","","","","","","","0.4475","0.4475","0.4475"
"46285","0.484","0.484","0.484","0.4665","0.4665","0.4665","","",""
"46288","0.4975","0.4975","0.4975","","","","0.5205","0.5205","0.5205"
"46291","","","","","","","0.5235","0.5235","0.5235"
"46294","0.497","0.497","0.497","0.492","0.492","0.492","0.5295","0.5295","0.5295"
"46297","","","","0.4905","0.4905","0.4905","","",""
"46298","0.5015","0.5015","0.5015","","","","","",""
"46300","","","","","","","0.0195","0.0195","0.0195"
"46303","","","","","","","0.402","0.402","0.402"
"46304","0.391","0.391","0.391","","","","","",""
"46313","0.474","0.474","0.474","","","","","",""
"46317","","","","0.487","0.487","0.487","","",""
"46320","0.4875","0.4875","0.4875","0.489","0.489","0.489","","",""
"46321","","","","","","","0.5295","0.5295","0.5295"
"46322","0.485","0.485","0.485","","","","","",""
"46334","","","","","","","0.4265","0.4265","0.4265"
"46336","","","","","","","0.439","0.439","0.439"
"46339","","","","0.4115","0.4115","0.4115","","",""
"46340","","","","0.415","0.415","0.415","","",""
"46346","","","","","","","0.456","0.456","0.456"
"46351","","","","","","","0.234","0.234","0.234"
"46356","","","","","","","0.4025","0.4025","0.4025"
"46357","0.3995","0.3995","0.3995","","","","","",""
"46358","","","","","","","0.4195","0.4195","0.4195"
"46362","0.4235","0.4235","0.4235","","","","","",""
"46363","0.428","0.428","0.428","","","","","",""
"46364","0.4295","0.4295","0.4295","","","","","",""
"46368","","","","","","","0.444","0.444","0.444"
"46369","","","","","","","0.4545","0.4545","0.4545"
"46370","0.4455","0.4455","0.4455","","","","","",""
"46371","","","","0.442","0.442","0.442","","",""
"46372","0.453","0.453","0.453","0.4415","0.4415","0.4415","0.4565","0.4565","0.4565"
"46373","","","","","","","0.4565","0.4565","0.4565"
"46376","","","","0.1205","0.1205","0.1205","","",""
"46378","0.293","0.293","0.293","","","","","",""
"46380","","","","0.375","0.375","0.375","","",""
"46381","","","","0.3995","0.3995","0.3995","0.415","0.415","0.415"
"46384","0.4135","0.4135","0.4135","0.421","0.421","0.421","0.4295","0.4295","0.4295"
"46386","","","","0.424","0.424","0.424","","",""
"46389","0.4285","0.4285","0.4285","","","","","",""
"46391","","","","0.437","0.437","0.437","","",""
"46396","","","","0.4425","0.4425","0.4425","","",""
"46398","","","","","","","0.4515","0.4515","0.4515"
"46399","","","","0.4465","0.4465","0.4465","","",""
"46402","","","","","","","0.313","0.313","0.313"
"46403","","","","","","","0.3445","0.3445","0.3445"
"46407","0.409","0.409","0.409","","","","","",""
"46410","","","","0.424","0.424","0.424","","",""
"46411","","","","0.43","0.43","0.43","","",""
"46412","","","","","","","0.452","0.452","0.452"
"46415","0.4405","0.4405","0.4405","","","","","",""
"46416","","","","0.445","0.445","0.445","","",""
"46419","","","","0.4465","0.4465","0.4465","","",""
"46422","0.4495","0.4495","0.4495","","","","","",""
"46424","0.4465","0.4465","0.4465","","","","","",""
"46427","0.208","0.208","0.208","","","","0.275","0.275","0.275"
"46428","","","","0.275","0.275","0.275","","",""
"46430","0.3575","0.3575","0.3575","","","","","",""
"46434","","","","0.398","0.398","0.398","0.4125","0.4125","0.4125"
"46438","0.4095","0.4095","0.4095","","","","0.4365","0.4365","0.4365"
"46439","","","","","","","0.4305","0.4305","0.4305"
"46440","","","","","","","0.4315","0.4315","0.4315"
"46442","","","","","","","0.4395","0.4395","0.4395"
"46443","0.4195","0.4195","0.4195","","","","","",""
"46450","","","","","","","0.019","0.019","0.019"
"46451","","","","0.1225","0.1225","0.1225","","",""
"46452","0.2885","0.2885","0.2885","","","","","",""
"46453","0.3745","0.3745","0.3745","","","","","",""
"46454","","","","","","","0.4305","0.4305","0.4305"
"46455","","","","","","","0.466","0.466","0.466"
"46456","0.486","0.486","0.486","0.4675","0.4675","0.4675","","",""
"46457","0.5005","0.5005","0.5005","","","","","",""
"46458","","","","0.489","0.489","0.489","","",""
"46460","","","","","","","0.5335","0.5335","0.5335"
"46462","","","","0.518","0.518","0.518","","",""
"46463","0.53","0.53","0.53","","","","","",""
"46468","","","","0.534","0.534","0.534","","",""
"46469","","","","0.5325","0.5325","0.5325","","",""
"46471","0.539","0.539","0.539","","","","","",""
"46477","0.2465","0.2465","0.2465","","","","","",""
"46479","0.3825","0.3825","0.3825","","","","","",""
"46481","","","","0.4355","0.4355","0.4355","","",""
"46482","","","","0.4425","0.4425","0.4425","","",""
"46484","","","","","","","0.4785","0.4785","0.4785"
"46485","0.4765","0.4765","0.4765","0.46","0.46","0.46","0.482","0.482","0.482"
"46487","","","","","","","0.4915","0.4915","0.4915"
"46490","","","","","","","0.4955","0.4955","0.4955"
"46491","","","","0.4845","0.4845","0.4845","0.497","0.497","0.497"
"46493","0.5065","0.5065","0.5065","","","","","",""
"46495","0.5045","0.5045","0.5045","","","","","",""
"46497","","","","0.495","0.495","0.495","","",""
"46505","","","","","","","0.3995","0.3995","0.3995"
"46509","","","","0.4385","0.4385","0.4385","","",""
"46510","0.436","0.436","0.436","","","","","",""
"46511","0.4395","0.4395","0.4395","","","","","",""
"46516","","","","","","","0.4685","0.4685","0.4685"
"46519","","","","0.4595","0.4595","0.4595","","",""
"46521","0.4595","0.4595","0.4595","","","","","",""
"46522","0.463","0.463","0.463","","","","","",""
"46529","","","","","","","0.3785","0.3785","0.3785"
"46534","","","","","","","0.4385","0.4385","0.4385"
"46536","0.4335","0.4335","0.4335","","","","","",""
"46541","","","","0.425","0.425","0.425","","",""
"46548","","","","","","","0.4605","0.4605","0.4605"
"46551","","","","0.1305","0.1305","0.1305","","",""
"46552","","","","","","","0.3305","0.3305","0.3305"
"46555","","","","","","","0.4305","0.4305","0.4305"
"46556","0.422","0.422","0.422","","","","","",""
"46558","0.4445","0.4445","0.4445","","","","","",""
"46559","","","","","","","0.478","0.478","0.478"
"46564","","","","0.491","0.491","0.491","","",""
"46567","","","","0.4955","0.4955","0.4955","0.5085","0.5085","0.5085"
"46570","","","","","","","0.507","0.507","0.507"
"46573","0.473","0.473","0.473","","","","0.5105","0.5105","0.5105"
"46574","0.4715","0.4715","0.4715","","","","","",""
"46575","","","","0.019","0.019","0.019","","",""
"46576","","","","","","","0.24","0.24","0.24"
"46577","","","","0.153","0.153","0.153","","",""
"46580","0.3065","0.3065","0.3065","","","","0.368","0.368","0.368"
"46582","0.327","0.327","0.327","","","","","",""
"46590","","","","0.365","0.365","0.365","0.416","0.416","0.416"
"46591","","","","","","","0.4115","0.4115","0.4115"
"46593","0.3535","0.3535","0.3535","","","","","",""
"46594","","","","0.362","0.362","0.362","","",""
"46595","","","","0.363","0.363","0.363","","",""
"46596","","","","","","","0.4235","0.4235","0.4235"
"46597","","","","","","","0.425","0.425","0.425"
"46599","0.3625","0.3625","0.3625","","","","0.423","0.423","0.423"
"46600","","","","","","","0.01","0.01","0.01"
"46604","","","","0.379","0.379","0.379","0.4065","0.4065","0.4065"
"46607","0.442","0.442","0.442","","","","","",""
"46610","","","","0.4535","0.4535","0.4535","","",""
"46611","0.473","0.473","0.473","","","","","",""
"46612","0.4765","0.4765","0.4765","","","","","",""
"46613","0.484","0.484","0.484","","","","","",""
"46617","","","","0.4715","0.4715","0.4715","","",""
"46618","","","","","","","0.5175","0.5175","0.5175"
"46619","","","","0.47","0.47","0.47","","",""
"46620","0.4965","0.4965","0.4965","","","","0.521","0.521","0.521"
"46626","0.077","0.077","0.077","","","","","",""
"46627","","","","0.162","0.162","0.162","0.276","0.276","0.276"
"46629","0.292","0.292","0.292","","","","","",""
"46630","","","","0.3255","0.3255","0.3255","0.3735","0.3735","0.3735"
"46631","","","","0.3415","0.3415","0.3415","0.39","0.39","0.39"
"46632","","","","0.358","0.358","0.358","","",""
"46633","","","","","","","0.409","0.409","0.409"
"46637","0.386","0.386","0.386","","","","","",""
"46639","","","","","","","0.4285","0.4285","0.4285"
"46642","0.404","0.404","0.404","0.3985","0.3985","0.3985","","",""
"46646","0.402","0.402","0.402","","","","","",""
"46648","","","","0.408","0.408","0.408","","",""
"46649","0.4105","0.4105","0.4105","","","","","",""
"46650","","","","0.041","0.041","0.041","0.0445","0.0445","0.0445"
"46652","0.227","0.227","0.227","","","","0.327","0.327","0.327"
"46654","0.3435","0.3435","0.3435","","","","","",""
"46655","","","","","","","0.408","0.408","0.408"
"46657","0.395","0.395","0.395","","","","","",""
"46658","","","","0.4185","0.4185","0.4185","","",""
"46659","","","","0.423","0.423","0.423","","",""
"46660","","","","","","","0.455","0.455","0.455"
"46663","","","","","","","0.455","0.455","0.455"
"46666","","","","","","","0.462","0.462","0.462"
"46668","","","","","","","0.4625","0.4625","0.4625"
"46669","0.425","0.425","0.425","","","","","",""
"46670","","","","","","","0.462","0.462","0.462"
"46672","","","","0.454","0.454","0.454","","",""
"46674","","","","0.452","0.452","0.452","","",""
"46675","0.008","0.008","0.008","","","","","",""
"46676","0.0815","0.0815","0.0815","","","","","",""
"46677","","","","0.203","0.203","0.203","","",""
"46679","0.3365","0.3365","0.3365","","","","","",""
"46682","","","","0.412","0.412","0.412","0.4325","0.4325","0.4325"
"46684","","","","","","","0.4485","0.4485","0.4485"
"46685","0.416","0.416","0.416","","","","","",""
"46689","","","","","","","0.4635","0.4635","0.4635"
"46693","0.442","0.442","0.442","","","","","",""
"46700","0.03","0.03","0.03","","","","","",""
"46701","","","","0.1105","0.1105","0.1105","","",""
"46702","","","","","","","0.334","0.334","0.334"
"46705","0.3885","0.3885","0.3885","","","","","",""
"46707","0.4105","0.4105","0.4105","","","","","",""
"46708","0.4155","0.4155","0.4155","","","","","",""
"46709","0.417","0.417","0.417","","","","","",""
"46713","","","","0.442","0.442","0.442","","",""
"46716","0.4395","0.4395","0.4395","","","","","",""
"46717","","","","","","","0.478","0.478","0.478"
"46718","0.4445","0.4445","0.4445","","","","","",""
"46719","0.4445","0.4445","0.4445","0.4655","0.4655","0.4655","","",""
"46721","","","","","","","0.491","0.491","0.491"
"46722","","","","","","","0.491","0.491","0.491"
"46723","","","","0.4625","0.4625","0.4625","","",""
"46727","0.2275","0.2275","0.2275","","","","","",""
"46730","0.411","0.411","0.411","","","","0.417","0.417","0.417"
"46731","","","","","","","0.4375","0.4375","0.4375"
"46732","","","","","","","0.439","0.439","0.439"
"46734","","","","","","","0.46","0.46","0.46"
"46737","","","","0.4785","0.4785","0.4785","","",""
"46738","","","","0.4795","0.4795","0.4795","","",""
"46743","0.478","0.478","0.478","","","","","",""
"46745","0.481","0.481","0.481","0.4835","0.4835","0.4835","","",""
"46748","0.4865","0.4865","0.4865","","","","","",""
"46753","0.2845","0.2845","0.2845","","","","","",""
"46755","","","","","","","0.387","0.387","0.387"
"46757","0.4005","0.4005","0.4005","","","","","",""
"46758","0.413","0.413","0.413","","","","","",""
"46760","","","","","","","0.437","0.437","0.437"
"46761","","","","0.4255","0.4255","0.4255","","",""
"46762","0.4275","0.4275","0.4275","","","","","",""
"46768","0.4355","0.4355","0.4355","0.434","0.434","0.434","","",""
"46773","0.439","0.439","0.439","","","","","",""
"46777","","","","","","","0.296","0.296","0.296"
"46778","","","","","","","0.329","0.329","0.329"
"46781","","","","0.388","0.388","0.388","","",""
"46788","0.4185","0.4185","0.4185","","","","0.428","0.428","0.428"
"46789","","","","","","","0.4295","0.4295","0.4295"
"46791","","","","","","","0.434","0.434","0.434"
"46797","","","","0.4345","0.4345","0.4345","","",""
"46799","","","","0.436","0.436","0.436","0.4475","0.4475","0.4475"
"46804","","","","0.3725","0.3725","0.3725","","",""
"46811","","","","","","","0.4645","0.4645","0.4645"
"46812","0.458","0.458","0.458","","","","","",""
"46816","0.4615","0.4615","0.4615","","","","","",""
"46817","","","","","","","0.4805","0.4805","0.4805"
"46819","0.4695","0.4695","0.4695","","","","","",""
"46821","0.4715","0.4715","0.4715","","","","0.4715","0.4715","0.4715"
"46822","","","","","","","0.476","0.476","0.476"
"46823","","","","","","","0.484","0.484","0.484"
"46824","","","","","","","0.4795","0.4795","0.4795"
"46830","","","","0.4055","0.4055","0.4055","0.4205","0.4205","0.4205"
"46840","0.476","0.476","0.476","","","","","",""
"46842","","","","0.465","0.465","0.465","","",""
"46847","0.486","0.486","0.486","","","","0.5155","0.5155","0.5155"
"46848","","","","0.4695","0.4695","0.4695","","",""
"46850","","","","","","","0.0135","0.0135","0.0135"
"46857","0.4075","0.4075","0.4075","","","","","",""
"46860","","","","","","","0.455","0.455","0.455"
"46861","","","","0.4435","0.4435","0.4435","","",""
"46864","0.4365","0.4365","0.4365","","","","","",""
"46867","","","","0.459","0.459","0.459","","",""
"46868","0.442","0.442","0.442","","","","","",""
"46872","0.44","0.44","0.44","","","","0.4805","0.4805","0.4805"
