"Step","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MIN","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MAX"
"2285","0.5685","0.5685","0.5685"
"2286","0.6025","0.6025","0.6025"
"2287","0.6295","0.6295","0.6295"
"2288","0.646","0.646","0.646"
"2289","0.631","0.631","0.631"
"2290","0.001","0.001","0.001"
"2291","0.393","0.393","0.393"
"2292","0.5145","0.5145","0.5145"
"2293","0.5135","0.5135","0.5135"
"2294","0.511","0.511","0.511"
"2295","0.5805","0.5805","0.5805"
"2296","0.5305","0.5305","0.5305"
"2297","0.61","0.61","0.61"
"2298","0.5845","0.5845","0.5845"
"2299","0.544","0.544","0.544"
"2300","0","0","0"
"2301","0.4675","0.4675","0.4675"
"2302","0.513","0.513","0.513"
"2303","0.571","0.571","0.571"
"2304","0.5325","0.5325","0.5325"
"2305","0.5595","0.5595","0.5595"
"2306","0.506","0.506","0.506"
"2307","0.5165","0.5165","0.5165"
"2308","0.5225","0.5225","0.5225"
"2309","0.5155","0.5155","0.5155"
"2310","0.15","0.15","0.15"
"2311","0.4635","0.4635","0.4635"
"2312","0.5165","0.5165","0.5165"
"2313","0.5015","0.5015","0.5015"
"2314","0.578","0.578","0.578"
"2315","0.562","0.562","0.562"
"2316","0.602","0.602","0.602"
"2317","0.5955","0.5955","0.5955"
"2318","0.6125","0.6125","0.6125"
"2319","0.583","0.583","0.583"
"2320","0.001","0.001","0.001"
"2321","0.49","0.49","0.49"
"2322","0.4975","0.4975","0.4975"
"2323","0.55","0.55","0.55"
"2324","0.542","0.542","0.542"
"2325","0.485","0.485","0.485"
"2326","0.6315","0.6315","0.6315"
"2327","0.5935","0.5935","0.5935"
"2328","0.651","0.651","0.651"
"2329","0.6415","0.6415","0.6415"
"2330","0.007","0.007","0.007"
"2331","0.5005","0.5005","0.5005"
"2332","0.4695","0.4695","0.4695"
"2333","0.5135","0.5135","0.5135"
"2334","0.5525","0.5525","0.5525"
"2335","0.5075","0.5075","0.5075"
"2336","0.5225","0.5225","0.5225"
"2337","0.563","0.563","0.563"
"2338","0.5825","0.5825","0.5825"
"2339","0.5565","0.5565","0.5565"
"2340","0.0995","0.0995","0.0995"
"2341","0.572","0.572","0.572"
"2342","0.582","0.582","0.582"
"2343","0.595","0.595","0.595"
"2344","0.594","0.594","0.594"
"2345","0.476","0.476","0.476"
"2346","0.5475","0.5475","0.5475"
"2347","0.511","0.511","0.511"
"2348","0.632","0.632","0.632"
"2349","0.406","0.406","0.406"
"2350","0.082","0.082","0.082"
"2351","0.514","0.514","0.514"
"2352","0.5775","0.5775","0.5775"
"2353","0.599","0.599","0.599"
"2354","0.624","0.624","0.624"
"2355","0.6095","0.6095","0.6095"
"2356","0.6305","0.6305","0.6305"
"2357","0.619","0.619","0.619"
"2358","0.601","0.601","0.601"
"2359","0.5525","0.5525","0.5525"
"2360","0.085","0.085","0.085"
"2361","0.4665","0.4665","0.4665"
"2362","0.565","0.565","0.565"
"2363","0.5465","0.5465","0.5465"
"2364","0.5625","0.5625","0.5625"
"2365","0.5955","0.5955","0.5955"
"2366","0.563","0.563","0.563"
"2367","0.6015","0.6015","0.6015"
"2368","0.5935","0.5935","0.5935"
"2369","0.6585","0.6585","0.6585"
"2370","0.078","0.078","0.078"
"2371","0.4865","0.4865","0.4865"
"2372","0.5425","0.5425","0.5425"
"2373","0.5465","0.5465","0.5465"
"2374","0.536","0.536","0.536"
"2375","0.5975","0.5975","0.5975"
"2376","0.619","0.619","0.619"
"2377","0.6145","0.6145","0.6145"
"2378","0.6245","0.6245","0.6245"
"2379","0.609","0.609","0.609"
"2380","0.066","0.066","0.066"
"2381","0.4405","0.4405","0.4405"
"2382","0.446","0.446","0.446"
"2383","0.5385","0.5385","0.5385"
"2384","0.4625","0.4625","0.4625"
"2385","0.5425","0.5425","0.5425"
"2386","0.4845","0.4845","0.4845"
"2387","0.521","0.521","0.521"
"2388","0.3835","0.3835","0.3835"
"2389","0.482","0.482","0.482"
"2390","0.199","0.199","0.199"
"2391","0.3","0.3","0.3"
"2392","0.4535","0.4535","0.4535"
"2393","0.35","0.35","0.35"
"2394","0.502","0.502","0.502"
"2395","0.4","0.4","0.4"
"2396","0.376","0.376","0.376"
"2397","0.397","0.397","0.397"
"2398","0.4725","0.4725","0.4725"
"2399","0.4515","0.4515","0.4515"
"2400","0.226","0.226","0.226"
"2401","0.545","0.545","0.545"
"2402","0.515","0.515","0.515"
"2403","0.513","0.513","0.513"
"2404","0.6215","0.6215","0.6215"
"2405","0.591","0.591","0.591"
"2406","0.64","0.64","0.64"
"2407","0.693","0.693","0.693"
"2408","0.683","0.683","0.683"
"2409","0.709","0.709","0.709"
"2410","0.0805","0.0805","0.0805"
"2411","0.5595","0.5595","0.5595"
"2412","0.5895","0.5895","0.5895"
"2413","0.545","0.545","0.545"
"2414","0.6425","0.6425","0.6425"
"2415","0.5555","0.5555","0.5555"
"2416","0.6395","0.6395","0.6395"
"2417","0.5845","0.5845","0.5845"
"2418","0.61","0.61","0.61"
"2419","0.637","0.637","0.637"
"2420","0.045","0.045","0.045"
"2421","0.4835","0.4835","0.4835"
"2422","0.515","0.515","0.515"
"2423","0.501","0.501","0.501"
"2424","0.531","0.531","0.531"
"2425","0.398","0.398","0.398"
"2426","0.414","0.414","0.414"
"2427","0.4","0.4","0.4"
"2428","0.454","0.454","0.454"
"2429","0.4735","0.4735","0.4735"
"2430","0.151","0.151","0.151"
"2431","0.326","0.326","0.326"
"2432","0.4645","0.4645","0.4645"
"2433","0.522","0.522","0.522"
"2434","0.476","0.476","0.476"
"2435","0.592","0.592","0.592"
"2436","0.549","0.549","0.549"
"2437","0.4905","0.4905","0.4905"
"2438","0.461","0.461","0.461"
"2439","0.494","0.494","0.494"
"2440","0.0565","0.0565","0.0565"
"2441","0.431","0.431","0.431"
"2442","0.515","0.515","0.515"
"2443","0.5125","0.5125","0.5125"
"2444","0.5365","0.5365","0.5365"
"2445","0.471","0.471","0.471"
"2446","0.529","0.529","0.529"
"2447","0.4595","0.4595","0.4595"
"2448","0.574","0.574","0.574"
"2449","0.487","0.487","0.487"
"2450","0.05","0.05","0.05"
"2451","0.3975","0.3975","0.3975"
"2452","0.4945","0.4945","0.4945"
"2453","0.5595","0.5595","0.5595"
"2454","0.5645","0.5645","0.5645"
"2455","0.5075","0.5075","0.5075"
"2456","0.5585","0.5585","0.5585"
"2457","0.509","0.509","0.509"
"2458","0.5355","0.5355","0.5355"
"2459","0.4435","0.4435","0.4435"
"2460","0.049","0.049","0.049"
"2461","0.4175","0.4175","0.4175"
"2462","0.5","0.5","0.5"
"2463","0.4965","0.4965","0.4965"
"2464","0.452","0.452","0.452"
"2465","0.5245","0.5245","0.5245"
"2466","0.475","0.475","0.475"
"2467","0.5845","0.5845","0.5845"
"2468","0.608","0.608","0.608"
"2469","0.4725","0.4725","0.4725"
"2470","0.0255","0.0255","0.0255"
"2471","0.461","0.461","0.461"
"2472","0.5455","0.5455","0.5455"
"2473","0.551","0.551","0.551"
"2474","0.533","0.533","0.533"
"2475","0.5625","0.5625","0.5625"
"2476","0.554","0.554","0.554"
"2477","0.5685","0.5685","0.5685"
"2478","0.6035","0.6035","0.6035"
"2479","0.524","0.524","0.524"
"2480","0.0455","0.0455","0.0455"
"2481","0.448","0.448","0.448"
"2482","0.4945","0.4945","0.4945"
"2483","0.4245","0.4245","0.4245"
"2484","0.4925","0.4925","0.4925"
"2485","0.4885","0.4885","0.4885"
"2486","0.4635","0.4635","0.4635"
"2487","0.5035","0.5035","0.5035"
"2488","0.5","0.5","0.5"
"2489","0.4195","0.4195","0.4195"
"2490","0.052","0.052","0.052"
"2491","0.3775","0.3775","0.3775"
"2492","0.506","0.506","0.506"
"2493","0.479","0.479","0.479"
"2494","0.4445","0.4445","0.4445"
"2495","0.487","0.487","0.487"
"2496","0.4725","0.4725","0.4725"
"2497","0.412","0.412","0.412"
"2498","0.4515","0.4515","0.4515"
"2499","0.4815","0.4815","0.4815"
"2500","0.152","0.152","0.152"
"2501","0.5","0.5","0.5"
"2502","0.5035","0.5035","0.5035"
"2503","0.5155","0.5155","0.5155"
"2504","0.559","0.559","0.559"
"2505","0.5565","0.5565","0.5565"
"2506","0.5545","0.5545","0.5545"
"2507","0.6235","0.6235","0.6235"
"2508","0.621","0.621","0.621"
"2509","0.57","0.57","0.57"
"2510","0.0135","0.0135","0.0135"
"2511","0.43","0.43","0.43"
"2512","0.524","0.524","0.524"
"2513","0.513","0.513","0.513"
"2514","0.5395","0.5395","0.5395"
"2515","0.482","0.482","0.482"
"2516","0.5495","0.5495","0.5495"
"2517","0.5105","0.5105","0.5105"
"2518","0.531","0.531","0.531"
"2519","0.4905","0.4905","0.4905"
"2520","0.0525","0.0525","0.0525"
"2521","0.4985","0.4985","0.4985"
"2522","0.5035","0.5035","0.5035"
"2523","0.507","0.507","0.507"
"2524","0.522","0.522","0.522"
"2525","0.4915","0.4915","0.4915"
"2526","0.5335","0.5335","0.5335"
"2527","0.5305","0.5305","0.5305"
"2528","0.532","0.532","0.532"
"2529","0.5605","0.5605","0.5605"
"2530","0.1735","0.1735","0.1735"
"2531","0.378","0.378","0.378"
"2532","0.536","0.536","0.536"
"2533","0.506","0.506","0.506"
"2534","0.5485","0.5485","0.5485"
"2535","0.5345","0.5345","0.5345"
"2536","0.542","0.542","0.542"
"2537","0.509","0.509","0.509"
"2538","0.6115","0.6115","0.6115"
"2539","0.616","0.616","0.616"
"2540","0.059","0.059","0.059"
"2541","0.526","0.526","0.526"
"2542","0.513","0.513","0.513"
"2543","0.4315","0.4315","0.4315"
"2544","0.56","0.56","0.56"
"2545","0.5265","0.5265","0.5265"
"2546","0.4965","0.4965","0.4965"
"2547","0.5585","0.5585","0.5585"
"2548","0.5075","0.5075","0.5075"
"2549","0.551","0.551","0.551"
"2550","0.0175","0.0175","0.0175"
"2551","0.4485","0.4485","0.4485"
"2552","0.5925","0.5925","0.5925"
"2553","0.5645","0.5645","0.5645"
"2554","0.55","0.55","0.55"
"2555","0.6035","0.6035","0.6035"
"2556","0.5905","0.5905","0.5905"
"2557","0.6325","0.6325","0.6325"
"2558","0.6145","0.6145","0.6145"
"2559","0.6815","0.6815","0.6815"
"2560","0.085","0.085","0.085"
"2561","0.52","0.52","0.52"
"2562","0.542","0.542","0.542"
"2563","0.5915","0.5915","0.5915"
"2564","0.6235","0.6235","0.6235"
"2565","0.609","0.609","0.609"
"2566","0.6235","0.6235","0.6235"
"2567","0.6155","0.6155","0.6155"
"2568","0.6205","0.6205","0.6205"
"2569","0.621","0.621","0.621"
"2570","0.0695","0.0695","0.0695"
"2571","0.461","0.461","0.461"
"2572","0.593","0.593","0.593"
"2573","0.599","0.599","0.599"
"2574","0.5925","0.5925","0.5925"
"2575","0.6195","0.6195","0.6195"
"2576","0.5885","0.5885","0.5885"
"2577","0.5675","0.5675","0.5675"
"2578","0.5685","0.5685","0.5685"
"2579","0.556","0.556","0.556"
"2580","0.0985","0.0985","0.0985"
"2581","0.427","0.427","0.427"
"2582","0.5185","0.5185","0.5185"
"2583","0.515","0.515","0.515"
"2584","0.5695","0.5695","0.5695"
"2585","0.503","0.503","0.503"
"2586","0.609","0.609","0.609"
"2587","0.55","0.55","0.55"
"2588","0.457","0.457","0.457"
"2589","0.462","0.462","0.462"
"2590","0.0335","0.0335","0.0335"
"2591","0.4555","0.4555","0.4555"
"2592","0.409","0.409","0.409"
"2593","0.4625","0.4625","0.4625"
"2594","0.502","0.502","0.502"
"2595","0.512","0.512","0.512"
"2596","0.488","0.488","0.488"
"2597","0.5845","0.5845","0.5845"
"2598","0.5705","0.5705","0.5705"
"2599","0.522","0.522","0.522"
"2600","0.039","0.039","0.039"
"2601","0.5","0.5","0.5"
"2602","0.5115","0.5115","0.5115"
"2603","0.4995","0.4995","0.4995"
"2604","0.5415","0.5415","0.5415"
"2605","0.517","0.517","0.517"
"2606","0.5195","0.5195","0.5195"
"2607","0.533","0.533","0.533"
"2608","0.5725","0.5725","0.5725"
"2609","0.5815","0.5815","0.5815"
"2610","0.098","0.098","0.098"
"2611","0.4635","0.4635","0.4635"
"2612","0.551","0.551","0.551"
"2613","0.582","0.582","0.582"
"2614","0.564","0.564","0.564"
"2615","0.534","0.534","0.534"
"2616","0.554","0.554","0.554"
"2617","0.5255","0.5255","0.5255"
"2618","0.6005","0.6005","0.6005"
"2619","0.567","0.567","0.567"
"2620","0.105","0.105","0.105"
"2621","0.4385","0.4385","0.4385"
"2622","0.567","0.567","0.567"
"2623","0.527","0.527","0.527"
"2624","0.5745","0.5745","0.5745"
"2625","0.621","0.621","0.621"
"2626","0.5965","0.5965","0.5965"
"2627","0.6025","0.6025","0.6025"
"2628","0.5645","0.5645","0.5645"
"2629","0.522","0.522","0.522"
"2630","0.1525","0.1525","0.1525"
"2631","0.4555","0.4555","0.4555"
"2632","0.565","0.565","0.565"
"2633","0.5475","0.5475","0.5475"
"2634","0.4775","0.4775","0.4775"
"2635","0.443","0.443","0.443"
"2636","0.4885","0.4885","0.4885"
"2637","0.4995","0.4995","0.4995"
"2638","0.5105","0.5105","0.5105"
"2639","0.5225","0.5225","0.5225"
"2640","0.141","0.141","0.141"
"2641","0.4625","0.4625","0.4625"
"2642","0.57","0.57","0.57"
"2643","0.5195","0.5195","0.5195"
"2644","0.5055","0.5055","0.5055"
"2645","0.5835","0.5835","0.5835"
"2646","0.596","0.596","0.596"
"2647","0.5155","0.5155","0.5155"
"2648","0.637","0.637","0.637"
"2649","0.521","0.521","0.521"
"2650","0.095","0.095","0.095"
"2651","0.4375","0.4375","0.4375"
"2652","0.5475","0.5475","0.5475"
"2653","0.533","0.533","0.533"
"2654","0.6265","0.6265","0.6265"
"2655","0.5785","0.5785","0.5785"
"2656","0.5775","0.5775","0.5775"
"2657","0.6","0.6","0.6"
"2658","0.5605","0.5605","0.5605"
"2659","0.602","0.602","0.602"
"2660","0.113","0.113","0.113"
"2661","0.5135","0.5135","0.5135"
"2662","0.4715","0.4715","0.4715"
"2663","0.559","0.559","0.559"
"2664","0.5465","0.5465","0.5465"
"2665","0.5495","0.5495","0.5495"
"2666","0.5495","0.5495","0.5495"
"2667","0.574","0.574","0.574"
"2668","0.612","0.612","0.612"
"2669","0.5635","0.5635","0.5635"
"2670","0.1315","0.1315","0.1315"
"2671","0.519","0.519","0.519"
"2672","0.5475","0.5475","0.5475"
"2673","0.6","0.6","0.6"
"2674","0.552","0.552","0.552"
"2675","0.546","0.546","0.546"
"2676","0.5445","0.5445","0.5445"
"2677","0.484","0.484","0.484"
"2678","0.5015","0.5015","0.5015"
"2679","0.616","0.616","0.616"
"2680","0.05","0.05","0.05"
"2681","0.4305","0.4305","0.4305"
"2682","0.502","0.502","0.502"
"2683","0.4765","0.4765","0.4765"
"2684","0.545","0.545","0.545"
"2685","0.507","0.507","0.507"
"2686","0.6065","0.6065","0.6065"
"2687","0.5525","0.5525","0.5525"
"2688","0.576","0.576","0.576"
"2689","0.569","0.569","0.569"
"2690","0.0865","0.0865","0.0865"
"2691","0.351","0.351","0.351"
"2692","0.492","0.492","0.492"
"2693","0.516","0.516","0.516"
"2694","0.485","0.485","0.485"
"2695","0.5695","0.5695","0.5695"
"2696","0.4795","0.4795","0.4795"
"2697","0.6065","0.6065","0.6065"
"2698","0.558","0.558","0.558"
"2699","0.503","0.503","0.503"
"2700","0.0415","0.0415","0.0415"
"2701","0.532","0.532","0.532"
"2702","0.581","0.581","0.581"
"2703","0.5395","0.5395","0.5395"
"2704","0.546","0.546","0.546"
"2705","0.5425","0.5425","0.5425"
"2706","0.5485","0.5485","0.5485"
"2707","0.5425","0.5425","0.5425"
"2708","0.574","0.574","0.574"
"2709","0.564","0.564","0.564"
"2710","0.2735","0.2735","0.2735"
"2711","0.478","0.478","0.478"
"2712","0.553","0.553","0.553"
"2713","0.554","0.554","0.554"
"2714","0.44","0.44","0.44"
"2715","0.537","0.537","0.537"
"2716","0.54","0.54","0.54"
"2717","0.532","0.532","0.532"
"2718","0.4895","0.4895","0.4895"
"2719","0.5195","0.5195","0.5195"
"2720","0.1005","0.1005","0.1005"
"2721","0.4395","0.4395","0.4395"
"2722","0.5415","0.5415","0.5415"
"2723","0.567","0.567","0.567"
"2724","0.6235","0.6235","0.6235"
"2725","0.5915","0.5915","0.5915"
"2726","0.685","0.685","0.685"
"2727","0.5485","0.5485","0.5485"
"2728","0.692","0.692","0.692"
"2729","0.582","0.582","0.582"
"2730","0.0055","0.0055","0.0055"
"2731","0.5675","0.5675","0.5675"
"2732","0.5465","0.5465","0.5465"
"2733","0.5645","0.5645","0.5645"
"2734","0.5825","0.5825","0.5825"
"2735","0.565","0.565","0.565"
"2736","0.5965","0.5965","0.5965"
"2737","0.618","0.618","0.618"
"2738","0.621","0.621","0.621"
"2739","0.573","0.573","0.573"
"2740","0.079","0.079","0.079"
"2741","0.5055","0.5055","0.5055"
"2742","0.5335","0.5335","0.5335"
"2743","0.542","0.542","0.542"
"2744","0.5975","0.5975","0.5975"
"2745","0.5705","0.5705","0.5705"
"2746","0.631","0.631","0.631"
"2747","0.636","0.636","0.636"
"2748","0.576","0.576","0.576"
"2749","0.572","0.572","0.572"
"2750","0.122","0.122","0.122"
"2751","0.5365","0.5365","0.5365"
"2752","0.518","0.518","0.518"
"2753","0.549","0.549","0.549"
"2754","0.484","0.484","0.484"
"2755","0.474","0.474","0.474"
"2756","0.501","0.501","0.501"
"2757","0.4695","0.4695","0.4695"
"2758","0.4655","0.4655","0.4655"
"2759","0.4505","0.4505","0.4505"
"2760","0.196","0.196","0.196"
"2761","0.4305","0.4305","0.4305"
"2762","0.529","0.529","0.529"
"2763","0.5355","0.5355","0.5355"
"2764","0.4565","0.4565","0.4565"
"2765","0.541","0.541","0.541"
"2766","0.576","0.576","0.576"
"2767","0.4965","0.4965","0.4965"
"2768","0.544","0.544","0.544"
"2769","0.428","0.428","0.428"
"2770","0.05","0.05","0.05"
"2771","0.498","0.498","0.498"
"2772","0.4085","0.4085","0.4085"
"2773","0.5025","0.5025","0.5025"
"2774","0.545","0.545","0.545"
"2775","0.529","0.529","0.529"
"2776","0.53","0.53","0.53"
"2777","0.534","0.534","0.534"
"2778","0.53","0.53","0.53"
"2779","0.538","0.538","0.538"
"2780","0.099","0.099","0.099"
"2781","0.5","0.5","0.5"
"2782","0.518","0.518","0.518"
"2783","0.3945","0.3945","0.3945"
"2784","0.5","0.5","0.5"
"2785","0.5055","0.5055","0.5055"
"2786","0.511","0.511","0.511"
"2787","0.5055","0.5055","0.5055"
"2788","0.479","0.479","0.479"
"2789","0.5545","0.5545","0.5545"
"2790","0.08","0.08","0.08"
"2791","0.4255","0.4255","0.4255"
"2792","0.4775","0.4775","0.4775"
"2793","0.5185","0.5185","0.5185"
"2794","0.5065","0.5065","0.5065"
"2795","0.5195","0.5195","0.5195"
"2796","0.5185","0.5185","0.5185"
"2797","0.507","0.507","0.507"
"2798","0.5","0.5","0.5"
"2799","0.484","0.484","0.484"
"2800","0.05","0.05","0.05"
"2801","0.5125","0.5125","0.5125"
"2802","0.5415","0.5415","0.5415"
"2803","0.5005","0.5005","0.5005"
"2804","0.557","0.557","0.557"
"2805","0.524","0.524","0.524"
"2806","0.5605","0.5605","0.5605"
"2807","0.6065","0.6065","0.6065"
"2808","0.6025","0.6025","0.6025"
"2809","0.545","0.545","0.545"
"2810","0.15","0.15","0.15"
"2811","0.503","0.503","0.503"
"2812","0.4495","0.4495","0.4495"
"2813","0.4855","0.4855","0.4855"
"2814","0.4825","0.4825","0.4825"
"2815","0.5545","0.5545","0.5545"
"2816","0.5515","0.5515","0.5515"
"2817","0.492","0.492","0.492"
"2818","0.56","0.56","0.56"
"2819","0.5355","0.5355","0.5355"
"2820","0.1","0.1","0.1"
"2821","0.513","0.513","0.513"
"2822","0.547","0.547","0.547"
"2823","0.516","0.516","0.516"
"2824","0.5255","0.5255","0.5255"
"2825","0.516","0.516","0.516"
"2826","0.551","0.551","0.551"
"2827","0.553","0.553","0.553"
"2828","0.5805","0.5805","0.5805"
"2829","0.526","0.526","0.526"
"2830","0.0525","0.0525","0.0525"
"2831","0.5315","0.5315","0.5315"
"2832","0.563","0.563","0.563"
"2833","0.548","0.548","0.548"
"2834","0.573","0.573","0.573"
"2835","0.5765","0.5765","0.5765"
"2836","0.5665","0.5665","0.5665"
"2837","0.568","0.568","0.568"
"2838","0.5925","0.5925","0.5925"
"2839","0.5365","0.5365","0.5365"
"2840","0.029","0.029","0.029"
"2841","0.5085","0.5085","0.5085"
"2842","0.5115","0.5115","0.5115"
"2843","0.5","0.5","0.5"
"2844","0.5125","0.5125","0.5125"
"2845","0.5","0.5","0.5"
"2846","0.403","0.403","0.403"
"2847","0.5","0.5","0.5"
"2848","0.524","0.524","0.524"
"2849","0.505","0.505","0.505"
"2850","0.193","0.193","0.193"
"2851","0.499","0.499","0.499"
"2852","0.35","0.35","0.35"
"2853","0.5","0.5","0.5"
"2854","0.504","0.504","0.504"
"2855","0.5025","0.5025","0.5025"
"2856","0.434","0.434","0.434"
"2857","0.4165","0.4165","0.4165"
"2858","0.464","0.464","0.464"
"2859","0.434","0.434","0.434"
"2860","0.1","0.1","0.1"
"2861","0.5","0.5","0.5"
"2862","0.5095","0.5095","0.5095"
"2863","0.5395","0.5395","0.5395"
"2864","0.534","0.534","0.534"
"2865","0.532","0.532","0.532"
"2866","0.582","0.582","0.582"
"2867","0.5495","0.5495","0.5495"
"2868","0.541","0.541","0.541"
"2869","0.5295","0.5295","0.5295"
"2870","0.057","0.057","0.057"
"2871","0.375","0.375","0.375"
"2872","0.534","0.534","0.534"
"2873","0.5435","0.5435","0.5435"
"2874","0.5705","0.5705","0.5705"
"2875","0.598","0.598","0.598"
"2876","0.6035","0.6035","0.6035"
"2877","0.6255","0.6255","0.6255"
"2878","0.6195","0.6195","0.6195"
"2879","0.595","0.595","0.595"
"2880","0.05","0.05","0.05"
"2881","0.289","0.289","0.289"
"2882","0.5325","0.5325","0.5325"
"2883","0.45","0.45","0.45"
"2884","0.5105","0.5105","0.5105"
"2885","0.518","0.518","0.518"
"2886","0.529","0.529","0.529"
"2887","0.5445","0.5445","0.5445"
"2888","0.565","0.565","0.565"
"2889","0.551","0.551","0.551"
"2890","0.0525","0.0525","0.0525"
"2891","0.524","0.524","0.524"
"2892","0.354","0.354","0.354"
"2893","0.547","0.547","0.547"
"2894","0.5105","0.5105","0.5105"
"2895","0.458","0.458","0.458"
"2896","0.4855","0.4855","0.4855"
"2897","0.498","0.498","0.498"
"2898","0.534","0.534","0.534"
"2899","0.5805","0.5805","0.5805"
"2900","0.031","0.031","0.031"
"2901","0.46","0.46","0.46"
"2902","0.5305","0.5305","0.5305"
"2903","0.515","0.515","0.515"
"2904","0.533","0.533","0.533"
"2905","0.531","0.531","0.531"
"2906","0.531","0.531","0.531"
"2907","0.4895","0.4895","0.4895"
"2908","0.514","0.514","0.514"
"2909","0.437","0.437","0.437"
"2910","0.05","0.05","0.05"
"2911","0.301","0.301","0.301"
"2912","0.501","0.501","0.501"
"2913","0.5","0.5","0.5"
"2914","0.543","0.543","0.543"
"2915","0.5055","0.5055","0.5055"
"2916","0.2885","0.2885","0.2885"
"2917","0.5815","0.5815","0.5815"
"2918","0.581","0.581","0.581"
"2919","0.491","0.491","0.491"
"2920","0.05","0.05","0.05"
"2921","0.386","0.386","0.386"
"2922","0.5265","0.5265","0.5265"
"2923","0.499","0.499","0.499"
"2924","0.5725","0.5725","0.5725"
"2925","0.529","0.529","0.529"
"2926","0.544","0.544","0.544"
"2927","0.5185","0.5185","0.5185"
"2928","0.559","0.559","0.559"
"2929","0.5275","0.5275","0.5275"
"2930","0.092","0.092","0.092"
"2931","0.501","0.501","0.501"
"2932","0.5015","0.5015","0.5015"
"2933","0.467","0.467","0.467"
"2934","0.506","0.506","0.506"
"2935","0.5125","0.5125","0.5125"
"2936","0.4705","0.4705","0.4705"
"2937","0.52","0.52","0.52"
"2938","0.477","0.477","0.477"
"2939","0.566","0.566","0.566"
"2940","0.0595","0.0595","0.0595"
"2941","0.43","0.43","0.43"
"2942","0.5705","0.5705","0.5705"
"2943","0.5095","0.5095","0.5095"
"2944","0.547","0.547","0.547"
"2945","0.515","0.515","0.515"
"2946","0.518","0.518","0.518"
"2947","0.59","0.59","0.59"
"2948","0.598","0.598","0.598"
"2949","0.6265","0.6265","0.6265"
"2950","0.0345","0.0345","0.0345"
"2951","0.4935","0.4935","0.4935"
"2952","0.5145","0.5145","0.5145"
"2953","0.602","0.602","0.602"
"2954","0.5075","0.5075","0.5075"
"2955","0.57","0.57","0.57"
"2956","0.5295","0.5295","0.5295"
"2957","0.5655","0.5655","0.5655"
"2958","0.5785","0.5785","0.5785"
"2959","0.619","0.619","0.619"
"2960","0.1155","0.1155","0.1155"
"2961","0.3625","0.3625","0.3625"
"2962","0.5425","0.5425","0.5425"
"2963","0.5035","0.5035","0.5035"
"2964","0.488","0.488","0.488"
"2965","0.4835","0.4835","0.4835"
"2966","0.461","0.461","0.461"
"2967","0.477","0.477","0.477"
"2968","0.5785","0.5785","0.5785"
"2969","0.4595","0.4595","0.4595"
"2970","0.0495","0.0495","0.0495"
"2971","0.5255","0.5255","0.5255"
"2972","0.482","0.482","0.482"
"2973","0.5115","0.5115","0.5115"
"2974","0.526","0.526","0.526"
"2975","0.5335","0.5335","0.5335"
"2976","0.5445","0.5445","0.5445"
"2977","0.6125","0.6125","0.6125"
"2978","0.6335","0.6335","0.6335"
"2979","0.6375","0.6375","0.6375"
"2980","0.115","0.115","0.115"
"2981","0.5395","0.5395","0.5395"
"2982","0.4895","0.4895","0.4895"
"2983","0.5575","0.5575","0.5575"
"2984","0.549","0.549","0.549"
"2985","0.582","0.582","0.582"
"2986","0.5675","0.5675","0.5675"
"2987","0.586","0.586","0.586"
"2988","0.5535","0.5535","0.5535"
"2989","0.3755","0.3755","0.3755"
"2990","0.1285","0.1285","0.1285"
"2991","0.449","0.449","0.449"
"2992","0.529","0.529","0.529"
"2993","0.54","0.54","0.54"
"2994","0.546","0.546","0.546"
"2995","0.547","0.547","0.547"
"2996","0.6","0.6","0.6"
"2997","0.566","0.566","0.566"
"2998","0.565","0.565","0.565"
"2999","0.5555","0.5555","0.5555"
"3000","0.0145","0.0145","0.0145"
"3001","0.5235","0.5235","0.5235"
"3002","0.534","0.534","0.534"
"3003","0.504","0.504","0.504"
"3004","0.552","0.552","0.552"
"3005","0.5115","0.5115","0.5115"
"3006","0.526","0.526","0.526"
"3007","0.518","0.518","0.518"
"3008","0.5325","0.5325","0.5325"
"3009","0.5255","0.5255","0.5255"
"3010","0.2195","0.2195","0.2195"
"3011","0.3465","0.3465","0.3465"
"3012","0.573","0.573","0.573"
"3013","0.5965","0.5965","0.5965"
"3014","0.666","0.666","0.666"
"3015","0.643","0.643","0.643"
"3016","0.5925","0.5925","0.5925"
"3017","0.605","0.605","0.605"
"3018","0.515","0.515","0.515"
"3019","0.565","0.565","0.565"
"3020","0.085","0.085","0.085"
"3021","0.5175","0.5175","0.5175"
"3022","0.5235","0.5235","0.5235"
"3023","0.4645","0.4645","0.4645"
"3024","0.5405","0.5405","0.5405"
"3025","0.537","0.537","0.537"
"3026","0.5585","0.5585","0.5585"
"3027","0.53","0.53","0.53"
"3028","0.4675","0.4675","0.4675"
"3029","0.571","0.571","0.571"
"3030","0.0875","0.0875","0.0875"
"3031","0.449","0.449","0.449"
"3032","0.5","0.5","0.5"
"3033","0.4615","0.4615","0.4615"
