"Step","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MIN","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MAX"
"4539","0.5115","0.5115","0.5115"
"4540","0.1","0.1","0.1"
"4541","0.464","0.464","0.464"
"4542","0.5035","0.5035","0.5035"
"4543","0.4995","0.4995","0.4995"
"4544","0.5095","0.5095","0.5095"
"4545","0.423","0.423","0.423"
"4546","0.546","0.546","0.546"
"4547","0.5345","0.5345","0.5345"
"4548","0.5365","0.5365","0.5365"
"4549","0.5875","0.5875","0.5875"
"4550","0.05","0.05","0.05"
"4551","0.427","0.427","0.427"
"4552","0.518","0.518","0.518"
"4553","0.5025","0.5025","0.5025"
"4554","0.5265","0.5265","0.5265"
"4555","0.5465","0.5465","0.5465"
"4556","0.5345","0.5345","0.5345"
"4557","0.542","0.542","0.542"
"4558","0.5575","0.5575","0.5575"
"4559","0.5735","0.5735","0.5735"
"4560","0.051","0.051","0.051"
"4561","0.421","0.421","0.421"
"4562","0.527","0.527","0.527"
"4563","0.5375","0.5375","0.5375"
"4564","0.562","0.562","0.562"
"4565","0.5715","0.5715","0.5715"
"4566","0.5655","0.5655","0.5655"
"4567","0.608","0.608","0.608"
"4568","0.6435","0.6435","0.6435"
"4569","0.631","0.631","0.631"
"4570","0.1175","0.1175","0.1175"
"4571","0.5125","0.5125","0.5125"
"4572","0.5445","0.5445","0.5445"
"4573","0.5485","0.5485","0.5485"
"4574","0.592","0.592","0.592"
"4575","0.554","0.554","0.554"
"4576","0.569","0.569","0.569"
"4577","0.485","0.485","0.485"
"4578","0.5435","0.5435","0.5435"
"4579","0.544","0.544","0.544"
"4580","0.1375","0.1375","0.1375"
"4581","0.45","0.45","0.45"
"4582","0.5135","0.5135","0.5135"
"4583","0.5","0.5","0.5"
"4584","0.5","0.5","0.5"
"4585","0.527","0.527","0.527"
"4586","0.5355","0.5355","0.5355"
"4587","0.53","0.53","0.53"
"4588","0.508","0.508","0.508"
"4589","0.524","0.524","0.524"
"4590","0.004","0.004","0.004"
"4591","0.33","0.33","0.33"
"4592","0.514","0.514","0.514"
"4593","0.5025","0.5025","0.5025"
"4594","0.477","0.477","0.477"
"4595","0.512","0.512","0.512"
"4596","0.513","0.513","0.513"
"4597","0.498","0.498","0.498"
"4598","0.4545","0.4545","0.4545"
"4599","0.5","0.5","0.5"
"4600","0.288","0.288","0.288"
"4601","0.263","0.263","0.263"
"4602","0.5105","0.5105","0.5105"
"4603","0.545","0.545","0.545"
"4604","0.472","0.472","0.472"
"4605","0.5685","0.5685","0.5685"
"4606","0.4575","0.4575","0.4575"
"4607","0.5525","0.5525","0.5525"
"4608","0.559","0.559","0.559"
"4609","0.482","0.482","0.482"
"4610","0.0455","0.0455","0.0455"
"4611","0.518","0.518","0.518"
"4612","0.5235","0.5235","0.5235"
"4613","0.506","0.506","0.506"
"4614","0.5065","0.5065","0.5065"
"4615","0.5","0.5","0.5"
"4616","0.5275","0.5275","0.5275"
"4617","0.5135","0.5135","0.5135"
"4618","0.5515","0.5515","0.5515"
"4619","0.5055","0.5055","0.5055"
"4620","0.05","0.05","0.05"
"4621","0.354","0.354","0.354"
"4622","0.503","0.503","0.503"
"4623","0.49","0.49","0.49"
"4624","0.468","0.468","0.468"
"4625","0.4985","0.4985","0.4985"
"4626","0.45","0.45","0.45"
"4627","0.494","0.494","0.494"
"4628","0.4205","0.4205","0.4205"
"4629","0.4605","0.4605","0.4605"
"4630","0.05","0.05","0.05"
"4631","0.5425","0.5425","0.5425"
"4632","0.3915","0.3915","0.3915"
"4633","0.5","0.5","0.5"
"4634","0.517","0.517","0.517"
"4635","0.5645","0.5645","0.5645"
"4636","0.6025","0.6025","0.6025"
"4637","0.6025","0.6025","0.6025"
"4638","0.5665","0.5665","0.5665"
"4639","0.591","0.591","0.591"
"4640","0.142","0.142","0.142"
"4641","0.4855","0.4855","0.4855"
"4642","0.518","0.518","0.518"
"4643","0.5085","0.5085","0.5085"
"4644","0.594","0.594","0.594"
"4645","0.515","0.515","0.515"
"4646","0.515","0.515","0.515"
"4647","0.564","0.564","0.564"
"4648","0.454","0.454","0.454"
"4649","0.525","0.525","0.525"
"4650","0.1495","0.1495","0.1495"
"4651","0.506","0.506","0.506"
"4652","0.531","0.531","0.531"
"4653","0.5335","0.5335","0.5335"
"4654","0.5","0.5","0.5"
"4655","0.4","0.4","0.4"
"4656","0.521","0.521","0.521"
"4657","0.45","0.45","0.45"
"4658","0.5075","0.5075","0.5075"
"4659","0.502","0.502","0.502"
"4660","0","0","0"
"4661","0.499","0.499","0.499"
"4662","0.397","0.397","0.397"
"4663","0.5035","0.5035","0.5035"
"4664","0.5","0.5","0.5"
"4665","0.5245","0.5245","0.5245"
"4666","0.529","0.529","0.529"
"4667","0.4505","0.4505","0.4505"
"4668","0.4895","0.4895","0.4895"
"4669","0.399","0.399","0.399"
"4670","0.098","0.098","0.098"
"4671","0.3","0.3","0.3"
"4672","0.474","0.474","0.474"
"4673","0.5075","0.5075","0.5075"
"4674","0.3605","0.3605","0.3605"
"4675","0.3775","0.3775","0.3775"
"4676","0.5215","0.5215","0.5215"
"4677","0.4065","0.4065","0.4065"
"4678","0.455","0.455","0.455"
"4679","0.538","0.538","0.538"
"4680","0.05","0.05","0.05"
"4681","0.285","0.285","0.285"
"4682","0.4755","0.4755","0.4755"
"4683","0.4905","0.4905","0.4905"
"4684","0.536","0.536","0.536"
"4685","0.4885","0.4885","0.4885"
"4686","0.532","0.532","0.532"
"4687","0.488","0.488","0.488"
"4688","0.5175","0.5175","0.5175"
"4689","0.518","0.518","0.518"
"4690","0.0985","0.0985","0.0985"
"4691","0.5235","0.5235","0.5235"
"4692","0.5285","0.5285","0.5285"
"4693","0.527","0.527","0.527"
"4694","0.508","0.508","0.508"
"4695","0.5255","0.5255","0.5255"
"4696","0.4895","0.4895","0.4895"
"4697","0.531","0.531","0.531"
"4698","0.471","0.471","0.471"
"4699","0.5355","0.5355","0.5355"
"4700","0.0185","0.0185","0.0185"
"4701","0.4175","0.4175","0.4175"
"4702","0.516","0.516","0.516"
"4703","0.5","0.5","0.5"
"4704","0.513","0.513","0.513"
"4705","0.5195","0.5195","0.5195"
"4706","0.513","0.513","0.513"
"4707","0.5415","0.5415","0.5415"
"4708","0.586","0.586","0.586"
"4709","0.6","0.6","0.6"
"4710","0.05","0.05","0.05"
"4711","0.4655","0.4655","0.4655"
"4712","0.5135","0.5135","0.5135"
"4713","0.5295","0.5295","0.5295"
"4714","0.506","0.506","0.506"
"4715","0.529","0.529","0.529"
"4716","0.5105","0.5105","0.5105"
"4717","0.502","0.502","0.502"
"4718","0.548","0.548","0.548"
"4719","0.5675","0.5675","0.5675"
"4720","0.047","0.047","0.047"
"4721","0.4705","0.4705","0.4705"
"4722","0.5375","0.5375","0.5375"
"4723","0.502","0.502","0.502"
"4724","0.573","0.573","0.573"
"4725","0.5355","0.5355","0.5355"
"4726","0.547","0.547","0.547"
"4727","0.507","0.507","0.507"
"4728","0.6035","0.6035","0.6035"
"4729","0.624","0.624","0.624"
"4730","0.2","0.2","0.2"
"4731","0.444","0.444","0.444"
"4732","0.4995","0.4995","0.4995"
"4733","0.563","0.563","0.563"
"4734","0.588","0.588","0.588"
"4735","0.5805","0.5805","0.5805"
"4736","0.5935","0.5935","0.5935"
"4737","0.5965","0.5965","0.5965"
"4738","0.5725","0.5725","0.5725"
"4739","0.5765","0.5765","0.5765"
"4740","0.1545","0.1545","0.1545"
"4741","0.519","0.519","0.519"
"4742","0.5045","0.5045","0.5045"
"4743","0.542","0.542","0.542"
"4744","0.5055","0.5055","0.5055"
"4745","0.518","0.518","0.518"
"4746","0.5435","0.5435","0.5435"
"4747","0.4765","0.4765","0.4765"
"4748","0.562","0.562","0.562"
"4749","0.5615","0.5615","0.5615"
"4750","0.1095","0.1095","0.1095"
"4751","0.46","0.46","0.46"
"4752","0.5545","0.5545","0.5545"
"4753","0.5455","0.5455","0.5455"
"4754","0.525","0.525","0.525"
"4755","0.531","0.531","0.531"
"4756","0.5615","0.5615","0.5615"
"4757","0.4915","0.4915","0.4915"
"4758","0.521","0.521","0.521"
"4759","0.6115","0.6115","0.6115"
"4760","0.0445","0.0445","0.0445"
"4761","0.4535","0.4535","0.4535"
"4762","0.5035","0.5035","0.5035"
"4763","0.509","0.509","0.509"
"4764","0.5135","0.5135","0.5135"
"4765","0.5155","0.5155","0.5155"
"4766","0.5265","0.5265","0.5265"
"4767","0.533","0.533","0.533"
"4768","0.447","0.447","0.447"
"4769","0.5185","0.5185","0.5185"
"4770","0.123","0.123","0.123"
"4771","0.427","0.427","0.427"
"4772","0.529","0.529","0.529"
"4773","0.541","0.541","0.541"
"4774","0.5325","0.5325","0.5325"
"4775","0.5355","0.5355","0.5355"
"4776","0.5515","0.5515","0.5515"
"4777","0.5975","0.5975","0.5975"
"4778","0.5765","0.5765","0.5765"
"4779","0.5955","0.5955","0.5955"
"4780","0.0335","0.0335","0.0335"
"4781","0.445","0.445","0.445"
"4782","0.552","0.552","0.552"
"4783","0.53","0.53","0.53"
"4784","0.5185","0.5185","0.5185"
"4785","0.4","0.4","0.4"
"4786","0.452","0.452","0.452"
"4787","0.515","0.515","0.515"
"4788","0.552","0.552","0.552"
"4789","0.5635","0.5635","0.5635"
"4790","0.0005","0.0005","0.0005"
"4791","0.508","0.508","0.508"
"4792","0.503","0.503","0.503"
"4793","0.5145","0.5145","0.5145"
"4794","0.441","0.441","0.441"
"4795","0.4905","0.4905","0.4905"
"4796","0.5205","0.5205","0.5205"
"4797","0.526","0.526","0.526"
"4798","0.4965","0.4965","0.4965"
"4799","0.5405","0.5405","0.5405"
"4800","0.05","0.05","0.05"
"4801","0.4225","0.4225","0.4225"
"4802","0.5465","0.5465","0.5465"
"4803","0.5195","0.5195","0.5195"
"4804","0.624","0.624","0.624"
"4805","0.6525","0.6525","0.6525"
"4806","0.534","0.534","0.534"
"4807","0.6245","0.6245","0.6245"
"4808","0.5535","0.5535","0.5535"
"4809","0.6505","0.6505","0.6505"
"4810","0.0005","0.0005","0.0005"
"4811","0.496","0.496","0.496"
"4812","0.5675","0.5675","0.5675"
"4813","0.56","0.56","0.56"
"4814","0.6065","0.6065","0.6065"
"4815","0.558","0.558","0.558"
"4816","0.6045","0.6045","0.6045"
"4817","0.577","0.577","0.577"
"4818","0.6165","0.6165","0.6165"
"4819","0.6015","0.6015","0.6015"
"4820","0.0325","0.0325","0.0325"
"4821","0.4845","0.4845","0.4845"
"4822","0.46","0.46","0.46"
"4823","0.5185","0.5185","0.5185"
"4824","0.5055","0.5055","0.5055"
"4825","0.526","0.526","0.526"
"4826","0.523","0.523","0.523"
"4827","0.474","0.474","0.474"
"4828","0.5185","0.5185","0.5185"
"4829","0.2705","0.2705","0.2705"
"4830","0.0595","0.0595","0.0595"
"4831","0.4315","0.4315","0.4315"
"4832","0.4485","0.4485","0.4485"
"4833","0.4965","0.4965","0.4965"
"4834","0.4","0.4","0.4"
"4835","0.457","0.457","0.457"
"4836","0.4","0.4","0.4"
"4837","0.45","0.45","0.45"
"4838","0.506","0.506","0.506"
"4839","0.462","0.462","0.462"
"4840","0","0","0"
"4841","0.501","0.501","0.501"
"4842","0.413","0.413","0.413"
"4843","0.5505","0.5505","0.5505"
"4844","0.564","0.564","0.564"
"4845","0.538","0.538","0.538"
"4846","0.595","0.595","0.595"
"4847","0.585","0.585","0.585"
"4848","0.546","0.546","0.546"
"4849","0.606","0.606","0.606"
"4850","0.209","0.209","0.209"
"4851","0.486","0.486","0.486"
"4852","0.522","0.522","0.522"
"4853","0.5","0.5","0.5"
"4854","0.523","0.523","0.523"
"4855","0.474","0.474","0.474"
"4856","0.5235","0.5235","0.5235"
"4857","0.5345","0.5345","0.5345"
"4858","0.5315","0.5315","0.5315"
"4859","0.5805","0.5805","0.5805"
"4860","0","0","0"
"4861","0.4675","0.4675","0.4675"
"4862","0.508","0.508","0.508"
"4863","0.536","0.536","0.536"
"4864","0.542","0.542","0.542"
"4865","0.46","0.46","0.46"
"4866","0.553","0.553","0.553"
"4867","0.586","0.586","0.586"
"4868","0.6155","0.6155","0.6155"
"4869","0.601","0.601","0.601"
"4870","0.081","0.081","0.081"
"4871","0.505","0.505","0.505"
"4872","0.4745","0.4745","0.4745"
"4873","0.5285","0.5285","0.5285"
"4874","0.5185","0.5185","0.5185"
"4875","0.504","0.504","0.504"
"4876","0.5055","0.5055","0.5055"
"4877","0.4975","0.4975","0.4975"
"4878","0.5385","0.5385","0.5385"
"4879","0.434","0.434","0.434"
"4880","0.124","0.124","0.124"
"4881","0.415","0.415","0.415"
"4882","0.45","0.45","0.45"
"4883","0.45","0.45","0.45"
"4884","0.414","0.414","0.414"
"4885","0.468","0.468","0.468"
"4886","0.438","0.438","0.438"
"4887","0.447","0.447","0.447"
"4888","0.458","0.458","0.458"
"4889","0.459","0.459","0.459"
"4890","0.15","0.15","0.15"
"4891","0.4065","0.4065","0.4065"
"4892","0.401","0.401","0.401"
"4893","0.4155","0.4155","0.4155"
"4894","0.4185","0.4185","0.4185"
"4895","0.457","0.457","0.457"
"4896","0.45","0.45","0.45"
"4897","0.414","0.414","0.414"
"4898","0.35","0.35","0.35"
"4899","0.382","0.382","0.382"
"4900","0.05","0.05","0.05"
"4901","0.4985","0.4985","0.4985"
"4902","0.5055","0.5055","0.5055"
"4903","0.5","0.5","0.5"
"4904","0.5025","0.5025","0.5025"
"4905","0.4815","0.4815","0.4815"
"4906","0.45","0.45","0.45"
"4907","0.45","0.45","0.45"
"4908","0.45","0.45","0.45"
"4909","0.4855","0.4855","0.4855"
"4910","0","0","0"
"4911","0.401","0.401","0.401"
"4912","0.5295","0.5295","0.5295"
"4913","0.5185","0.5185","0.5185"
"4914","0.5","0.5","0.5"
"4915","0.4225","0.4225","0.4225"
"4916","0.512","0.512","0.512"
"4917","0.422","0.422","0.422"
"4918","0.53","0.53","0.53"
"4919","0.5","0.5","0.5"
"4920","0.0245","0.0245","0.0245"
"4921","0.344","0.344","0.344"
"4922","0.512","0.512","0.512"
"4923","0.504","0.504","0.504"
"4924","0.509","0.509","0.509"
"4925","0.546","0.546","0.546"
"4926","0.5","0.5","0.5"
"4927","0.5135","0.5135","0.5135"
"4928","0.5215","0.5215","0.5215"
"4929","0.518","0.518","0.518"
"4930","0.094","0.094","0.094"
"4931","0.5055","0.5055","0.5055"
"4932","0.536","0.536","0.536"
"4933","0.51","0.51","0.51"
"4934","0.5205","0.5205","0.5205"
"4935","0.5255","0.5255","0.5255"
"4936","0.5185","0.5185","0.5185"
"4937","0.512","0.512","0.512"
"4938","0.4875","0.4875","0.4875"
"4939","0.4565","0.4565","0.4565"
"4940","0.1","0.1","0.1"
"4941","0.2745","0.2745","0.2745"
"4942","0.5135","0.5135","0.5135"
"4943","0.512","0.512","0.512"
"4944","0.45","0.45","0.45"
"4945","0.4955","0.4955","0.4955"
"4946","0.515","0.515","0.515"
"4947","0.4445","0.4445","0.4445"
"4948","0.5015","0.5015","0.5015"
"4949","0.525","0.525","0.525"
"4950","0.05","0.05","0.05"
"4951","0.3495","0.3495","0.3495"
"4952","0.512","0.512","0.512"
"4953","0.4995","0.4995","0.4995"
"4954","0.5","0.5","0.5"
"4955","0.5","0.5","0.5"
"4956","0.41","0.41","0.41"
"4957","0.529","0.529","0.529"
"4958","0.5365","0.5365","0.5365"
"4959","0.516","0.516","0.516"
"4960","0.1065","0.1065","0.1065"
"4961","0.3335","0.3335","0.3335"
"4962","0.5055","0.5055","0.5055"
"4963","0.524","0.524","0.524"
"4964","0.4745","0.4745","0.4745"
"4965","0.492","0.492","0.492"
"4966","0.4875","0.4875","0.4875"
"4967","0.499","0.499","0.499"
"4968","0.5225","0.5225","0.5225"
"4969","0.444","0.444","0.444"
"4970","0.134","0.134","0.134"
"4971","0.4135","0.4135","0.4135"
"4972","0.54","0.54","0.54"
"4973","0.4195","0.4195","0.4195"
"4974","0.353","0.353","0.353"
"4975","0.3145","0.3145","0.3145"
"4976","0.3205","0.3205","0.3205"
"4977","0.3415","0.3415","0.3415"
"4978","0.3725","0.3725","0.3725"
"4979","0.389","0.389","0.389"
"4980","0","0","0"
"4981","0.1985","0.1985","0.1985"
"4982","0.2555","0.2555","0.2555"
"4983","0.4555","0.4555","0.4555"
"4984","0.479","0.479","0.479"
"4985","0.499","0.499","0.499"
"4986","0.501","0.501","0.501"
"4987","0.496","0.496","0.496"
"4988","0.453","0.453","0.453"
"4989","0.4625","0.4625","0.4625"
"4990","0.079","0.079","0.079"
"4991","0.3","0.3","0.3"
"4992","0.4515","0.4515","0.4515"
"4993","0.525","0.525","0.525"
"4994","0.4565","0.4565","0.4565"
"4995","0.505","0.505","0.505"
"4996","0.495","0.495","0.495"
"4997","0.4555","0.4555","0.4555"
"4998","0.498","0.498","0.498"
"4999","0.528","0.528","0.528"
