"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"24055","0.3315","0.3315","0.3315"
"24056","0.3675","0.3675","0.3675"
"24057","0.386","0.386","0.386"
"24058","0.396","0.396","0.396"
"24059","0.401","0.401","0.401"
"24060","0.41","0.41","0.41"
"24061","0.4145","0.4145","0.4145"
"24062","0.4175","0.4175","0.4175"
"24063","0.424","0.424","0.424"
"24064","0.421","0.421","0.421"
"24065","0.425","0.425","0.425"
"24066","0.4295","0.4295","0.4295"
"24067","0.4295","0.4295","0.4295"
"24068","0.433","0.433","0.433"
"24069","0.4285","0.4285","0.4285"
"24070","0.433","0.433","0.433"
"24071","0.433","0.433","0.433"
"24072","0.43","0.43","0.43"
"24073","0.4355","0.4355","0.4355"
"24074","0.436","0.436","0.436"
"24075","0.0035","0.0035","0.0035"
"24076","0.062","0.062","0.062"
"24077","0.163","0.163","0.163"
"24078","0.2605","0.2605","0.2605"
"24079","0.331","0.331","0.331"
"24080","0.3695","0.3695","0.3695"
"24081","0.387","0.387","0.387"
"24082","0.406","0.406","0.406"
"24083","0.4165","0.4165","0.4165"
"24084","0.425","0.425","0.425"
"24085","0.4295","0.4295","0.4295"
"24086","0.4355","0.4355","0.4355"
"24087","0.433","0.433","0.433"
"24088","0.4375","0.4375","0.4375"
"24089","0.438","0.438","0.438"
"24090","0.442","0.442","0.442"
"24091","0.444","0.444","0.444"
"24092","0.4445","0.4445","0.4445"
"24093","0.4515","0.4515","0.4515"
"24094","0.447","0.447","0.447"
"24095","0.4515","0.4515","0.4515"
"24096","0.4535","0.4535","0.4535"
"24097","0.455","0.455","0.455"
"24098","0.453","0.453","0.453"
"24099","0.454","0.454","0.454"
"24100","0.005","0.005","0.005"
"24101","0.084","0.084","0.084"
"24102","0.221","0.221","0.221"
"24103","0.3195","0.3195","0.3195"
"24104","0.383","0.383","0.383"
"24105","0.423","0.423","0.423"
"24106","0.459","0.459","0.459"
"24107","0.474","0.474","0.474"
"24108","0.477","0.477","0.477"
"24109","0.4835","0.4835","0.4835"
"24110","0.4905","0.4905","0.4905"
"24111","0.492","0.492","0.492"
"24112","0.497","0.497","0.497"
"24113","0.5065","0.5065","0.5065"
"24114","0.503","0.503","0.503"
"24115","0.5045","0.5045","0.5045"
"24116","0.5035","0.5035","0.5035"
"24117","0.506","0.506","0.506"
"24118","0.507","0.507","0.507"
"24119","0.507","0.507","0.507"
"24120","0.5065","0.5065","0.5065"
"24121","0.5065","0.5065","0.5065"
"24122","0.513","0.513","0.513"
"24123","0.5115","0.5115","0.5115"
"24124","0.514","0.514","0.514"
"24125","0.023","0.023","0.023"
"24126","0.0765","0.0765","0.0765"
"24127","0.156","0.156","0.156"
"24128","0.25","0.25","0.25"
"24129","0.322","0.322","0.322"
"24130","0.3555","0.3555","0.3555"
"24131","0.382","0.382","0.382"
"24132","0.395","0.395","0.395"
"24133","0.4105","0.4105","0.4105"
"24134","0.413","0.413","0.413"
"24135","0.418","0.418","0.418"
"24136","0.4205","0.4205","0.4205"
"24137","0.4245","0.4245","0.4245"
"24138","0.432","0.432","0.432"
"24139","0.4315","0.4315","0.4315"
"24140","0.4345","0.4345","0.4345"
"24141","0.4345","0.4345","0.4345"
"24142","0.4375","0.4375","0.4375"
"24143","0.441","0.441","0.441"
"24144","0.4385","0.4385","0.4385"
"24145","0.4445","0.4445","0.4445"
"24146","0.444","0.444","0.444"
"24147","0.444","0.444","0.444"
"24148","0.4415","0.4415","0.4415"
"24149","0.443","0.443","0.443"
"24150","0.0055","0.0055","0.0055"
"24151","0.0595","0.0595","0.0595"
"24152","0.151","0.151","0.151"
"24153","0.246","0.246","0.246"
"24154","0.313","0.313","0.313"
"24155","0.353","0.353","0.353"
"24156","0.3815","0.3815","0.3815"
"24157","0.4025","0.4025","0.4025"
"24158","0.412","0.412","0.412"
"24159","0.4175","0.4175","0.4175"
"24160","0.4265","0.4265","0.4265"
"24161","0.4325","0.4325","0.4325"
"24162","0.4345","0.4345","0.4345"
"24163","0.4325","0.4325","0.4325"
"24164","0.435","0.435","0.435"
"24165","0.4385","0.4385","0.4385"
"24166","0.44","0.44","0.44"
"24167","0.44","0.44","0.44"
"24168","0.446","0.446","0.446"
"24169","0.4435","0.4435","0.4435"
"24170","0.444","0.444","0.444"
"24171","0.4495","0.4495","0.4495"
"24172","0.4495","0.4495","0.4495"
"24173","0.4515","0.4515","0.4515"
"24174","0.4515","0.4515","0.4515"
"24175","0.0035","0.0035","0.0035"
"24176","0.0795","0.0795","0.0795"
"24177","0.1875","0.1875","0.1875"
"24178","0.2675","0.2675","0.2675"
"24179","0.338","0.338","0.338"
"24180","0.386","0.386","0.386"
"24181","0.414","0.414","0.414"
"24182","0.4345","0.4345","0.4345"
"24183","0.445","0.445","0.445"
"24184","0.455","0.455","0.455"
"24185","0.4565","0.4565","0.4565"
"24186","0.456","0.456","0.456"
"24187","0.4625","0.4625","0.4625"
"24188","0.463","0.463","0.463"
"24189","0.462","0.462","0.462"
"24190","0.4575","0.4575","0.4575"
"24191","0.4645","0.4645","0.4645"
"24192","0.466","0.466","0.466"
"24193","0.4675","0.4675","0.4675"
"24194","0.467","0.467","0.467"
"24195","0.469","0.469","0.469"
"24196","0.4725","0.4725","0.4725"
"24197","0.471","0.471","0.471"
"24198","0.478","0.478","0.478"
"24199","0.476","0.476","0.476"
"24200","0.0325","0.0325","0.0325"
"24201","0.0805","0.0805","0.0805"
"24202","0.1605","0.1605","0.1605"
"24203","0.2405","0.2405","0.2405"
"24204","0.3075","0.3075","0.3075"
"24205","0.344","0.344","0.344"
"24206","0.3695","0.3695","0.3695"
"24207","0.3825","0.3825","0.3825"
"24208","0.3885","0.3885","0.3885"
"24209","0.396","0.396","0.396"
"24210","0.3995","0.3995","0.3995"
"24211","0.4015","0.4015","0.4015"
"24212","0.406","0.406","0.406"
"24213","0.415","0.415","0.415"
"24214","0.4115","0.4115","0.4115"
"24215","0.4175","0.4175","0.4175"
"24216","0.4145","0.4145","0.4145"
"24217","0.4185","0.4185","0.4185"
"24218","0.422","0.422","0.422"
"24219","0.424","0.424","0.424"
"24220","0.4235","0.4235","0.4235"
"24221","0.424","0.424","0.424"
"24222","0.42","0.42","0.42"
"24223","0.4275","0.4275","0.4275"
"24224","0.427","0.427","0.427"
"24225","0.008","0.008","0.008"
"24226","0.078","0.078","0.078"
"24227","0.167","0.167","0.167"
"24228","0.237","0.237","0.237"
"24229","0.305","0.305","0.305"
"24230","0.346","0.346","0.346"
"24231","0.3835","0.3835","0.3835"
"24232","0.397","0.397","0.397"
"24233","0.4095","0.4095","0.4095"
"24234","0.413","0.413","0.413"
"24235","0.4165","0.4165","0.4165"
"24236","0.4215","0.4215","0.4215"
"24237","0.4255","0.4255","0.4255"
"24238","0.429","0.429","0.429"
"24239","0.4295","0.4295","0.4295"
"24240","0.429","0.429","0.429"
"24241","0.435","0.435","0.435"
"24242","0.4355","0.4355","0.4355"
"24243","0.434","0.434","0.434"
"24244","0.4355","0.4355","0.4355"
"24245","0.4395","0.4395","0.4395"
"24246","0.442","0.442","0.442"
"24247","0.4365","0.4365","0.4365"
"24248","0.4375","0.4375","0.4375"
"24249","0.438","0.438","0.438"
"24250","0.0035","0.0035","0.0035"
"24251","0.0645","0.0645","0.0645"
"24252","0.1615","0.1615","0.1615"
"24253","0.2585","0.2585","0.2585"
"24254","0.3225","0.3225","0.3225"
"24255","0.359","0.359","0.359"
"24256","0.376","0.376","0.376"
"24257","0.3945","0.3945","0.3945"
"24258","0.4045","0.4045","0.4045"
"24259","0.4095","0.4095","0.4095"
"24260","0.4175","0.4175","0.4175"
"24261","0.4225","0.4225","0.4225"
"24262","0.4235","0.4235","0.4235"
"24263","0.427","0.427","0.427"
"24264","0.4255","0.4255","0.4255"
"24265","0.429","0.429","0.429"
"24266","0.427","0.427","0.427"
"24267","0.4295","0.4295","0.4295"
"24268","0.43","0.43","0.43"
"24269","0.436","0.436","0.436"
"24270","0.438","0.438","0.438"
"24271","0.4425","0.4425","0.4425"
"24272","0.4425","0.4425","0.4425"
"24273","0.439","0.439","0.439"
"24274","0.4415","0.4415","0.4415"
"24275","0.0005","0.0005","0.0005"
"24276","0.068","0.068","0.068"
"24277","0.1785","0.1785","0.1785"
"24278","0.267","0.267","0.267"
"24279","0.329","0.329","0.329"
"24280","0.367","0.367","0.367"
"24281","0.3835","0.3835","0.3835"
"24282","0.3945","0.3945","0.3945"
"24283","0.399","0.399","0.399"
"24284","0.405","0.405","0.405"
"24285","0.4055","0.4055","0.4055"
"24286","0.4115","0.4115","0.4115"
"24287","0.416","0.416","0.416"
"24288","0.416","0.416","0.416"
"24289","0.4165","0.4165","0.4165"
"24290","0.42","0.42","0.42"
"24291","0.425","0.425","0.425"
"24292","0.4195","0.4195","0.4195"
"24293","0.4255","0.4255","0.4255"
"24294","0.427","0.427","0.427"
"24295","0.425","0.425","0.425"
"24296","0.4275","0.4275","0.4275"
"24297","0.426","0.426","0.426"
"24298","0.429","0.429","0.429"
"24299","0.4295","0.4295","0.4295"
"24300","0.0065","0.0065","0.0065"
"24301","0.0975","0.0975","0.0975"
"24302","0.22","0.22","0.22"
"24303","0.312","0.312","0.312"
"24304","0.3685","0.3685","0.3685"
"24305","0.404","0.404","0.404"
"24306","0.4265","0.4265","0.4265"
"24307","0.4375","0.4375","0.4375"
"24308","0.4535","0.4535","0.4535"
"24309","0.46","0.46","0.46"
"24310","0.4605","0.4605","0.4605"
"24311","0.4645","0.4645","0.4645"
"24312","0.4645","0.4645","0.4645"
"24313","0.467","0.467","0.467"
"24314","0.47","0.47","0.47"
"24315","0.471","0.471","0.471"
"24316","0.473","0.473","0.473"
"24317","0.4725","0.4725","0.4725"
"24318","0.47","0.47","0.47"
"24319","0.472","0.472","0.472"
"24320","0.472","0.472","0.472"
"24321","0.4775","0.4775","0.4775"
"24322","0.479","0.479","0.479"
"24323","0.4775","0.4775","0.4775"
"24324","0.476","0.476","0.476"
"24325","0.0145","0.0145","0.0145"
"24326","0.0925","0.0925","0.0925"
"24327","0.1825","0.1825","0.1825"
"24328","0.2745","0.2745","0.2745"
"24329","0.3205","0.3205","0.3205"
"24330","0.351","0.351","0.351"
"24331","0.3695","0.3695","0.3695"
"24332","0.3815","0.3815","0.3815"
"24333","0.386","0.386","0.386"
"24334","0.386","0.386","0.386"
"24335","0.3925","0.3925","0.3925"
"24336","0.3905","0.3905","0.3905"
"24337","0.393","0.393","0.393"
"24338","0.3975","0.3975","0.3975"
"24339","0.399","0.399","0.399"
"24340","0.402","0.402","0.402"
"24341","0.4055","0.4055","0.4055"
"24342","0.4045","0.4045","0.4045"
"24343","0.4085","0.4085","0.4085"
"24344","0.406","0.406","0.406"
"24345","0.4115","0.4115","0.4115"
"24346","0.4105","0.4105","0.4105"
"24347","0.4085","0.4085","0.4085"
"24348","0.4115","0.4115","0.4115"
"24349","0.412","0.412","0.412"
"24350","0.003","0.003","0.003"
"24351","0.0495","0.0495","0.0495"
"24352","0.14","0.14","0.14"
"24353","0.2235","0.2235","0.2235"
"24354","0.2885","0.2885","0.2885"
"24355","0.329","0.329","0.329"
"24356","0.3625","0.3625","0.3625"
"24357","0.3805","0.3805","0.3805"
"24358","0.391","0.391","0.391"
"24359","0.401","0.401","0.401"
"24360","0.408","0.408","0.408"
"24361","0.4115","0.4115","0.4115"
"24362","0.419","0.419","0.419"
"24363","0.419","0.419","0.419"
"24364","0.423","0.423","0.423"
"24365","0.4265","0.4265","0.4265"
"24366","0.425","0.425","0.425"
"24367","0.4265","0.4265","0.4265"
"24368","0.4285","0.4285","0.4285"
"24369","0.4305","0.4305","0.4305"
"24370","0.428","0.428","0.428"
"24371","0.431","0.431","0.431"
"24372","0.4325","0.4325","0.4325"
"24373","0.434","0.434","0.434"
"24374","0.436","0.436","0.436"
"24375","0.001","0.001","0.001"
"24376","0.0655","0.0655","0.0655"
"24377","0.1675","0.1675","0.1675"
"24378","0.26","0.26","0.26"
"24379","0.3245","0.3245","0.3245"
"24380","0.3615","0.3615","0.3615"
"24381","0.388","0.388","0.388"
"24382","0.4095","0.4095","0.4095"
"24383","0.4195","0.4195","0.4195"
"24384","0.4265","0.4265","0.4265"
"24385","0.4305","0.4305","0.4305"
"24386","0.435","0.435","0.435"
"24387","0.438","0.438","0.438"
"24388","0.4425","0.4425","0.4425"
"24389","0.441","0.441","0.441"
"24390","0.446","0.446","0.446"
"24391","0.45","0.45","0.45"
"24392","0.449","0.449","0.449"
"24393","0.451","0.451","0.451"
"24394","0.455","0.455","0.455"
"24395","0.4545","0.4545","0.4545"
"24396","0.4535","0.4535","0.4535"
"24397","0.4545","0.4545","0.4545"
"24398","0.4525","0.4525","0.4525"
"24399","0.4545","0.4545","0.4545"
"24400","0.0065","0.0065","0.0065"
"24401","0.0825","0.0825","0.0825"
"24402","0.209","0.209","0.209"
"24403","0.3055","0.3055","0.3055"
"24404","0.368","0.368","0.368"
"24405","0.4045","0.4045","0.4045"
"24406","0.421","0.421","0.421"
"24407","0.432","0.432","0.432"
"24408","0.4395","0.4395","0.4395"
"24409","0.4455","0.4455","0.4455"
"24410","0.455","0.455","0.455"
"24411","0.461","0.461","0.461"
"24412","0.465","0.465","0.465"
"24413","0.4735","0.4735","0.4735"
"24414","0.474","0.474","0.474"
"24415","0.476","0.476","0.476"
"24416","0.4755","0.4755","0.4755"
"24417","0.4795","0.4795","0.4795"
"24418","0.4805","0.4805","0.4805"
"24419","0.4845","0.4845","0.4845"
"24420","0.4855","0.4855","0.4855"
"24421","0.482","0.482","0.482"
"24422","0.485","0.485","0.485"
"24423","0.4865","0.4865","0.4865"
"24424","0.4875","0.4875","0.4875"
"24425","0.003","0.003","0.003"
"24426","0.0735","0.0735","0.0735"
"24427","0.1675","0.1675","0.1675"
"24428","0.255","0.255","0.255"
"24429","0.3335","0.3335","0.3335"
"24430","0.379","0.379","0.379"
"24431","0.4085","0.4085","0.4085"
"24432","0.434","0.434","0.434"
"24433","0.44","0.44","0.44"
"24434","0.4485","0.4485","0.4485"
"24435","0.454","0.454","0.454"
"24436","0.4565","0.4565","0.4565"
"24437","0.458","0.458","0.458"
"24438","0.468","0.468","0.468"
"24439","0.4705","0.4705","0.4705"
"24440","0.4705","0.4705","0.4705"
"24441","0.4705","0.4705","0.4705"
"24442","0.471","0.471","0.471"
"24443","0.4685","0.4685","0.4685"
"24444","0.4675","0.4675","0.4675"
"24445","0.474","0.474","0.474"
"24446","0.473","0.473","0.473"
"24447","0.4795","0.4795","0.4795"
"24448","0.482","0.482","0.482"
"24449","0.4815","0.4815","0.4815"
"24450","0.0025","0.0025","0.0025"
"24451","0.0825","0.0825","0.0825"
"24452","0.1925","0.1925","0.1925"
"24453","0.2925","0.2925","0.2925"
"24454","0.354","0.354","0.354"
"24455","0.398","0.398","0.398"
"24456","0.432","0.432","0.432"
"24457","0.4435","0.4435","0.4435"
"24458","0.4525","0.4525","0.4525"
"24459","0.4625","0.4625","0.4625"
"24460","0.4745","0.4745","0.4745"
"24461","0.474","0.474","0.474"
"24462","0.4785","0.4785","0.4785"
"24463","0.4825","0.4825","0.4825"
"24464","0.4815","0.4815","0.4815"
"24465","0.487","0.487","0.487"
"24466","0.4895","0.4895","0.4895"
"24467","0.49","0.49","0.49"
"24468","0.4895","0.4895","0.4895"
"24469","0.491","0.491","0.491"
"24470","0.4905","0.4905","0.4905"
"24471","0.491","0.491","0.491"
"24472","0.4935","0.4935","0.4935"
"24473","0.495","0.495","0.495"
"24474","0.4975","0.4975","0.4975"
"24475","0.0025","0.0025","0.0025"
"24476","0.0595","0.0595","0.0595"
"24477","0.16","0.16","0.16"
"24478","0.256","0.256","0.256"
"24479","0.317","0.317","0.317"
"24480","0.3555","0.3555","0.3555"
"24481","0.377","0.377","0.377"
"24482","0.383","0.383","0.383"
"24483","0.391","0.391","0.391"
"24484","0.398","0.398","0.398"
"24485","0.406","0.406","0.406"
"24486","0.4085","0.4085","0.4085"
"24487","0.4125","0.4125","0.4125"
"24488","0.414","0.414","0.414"
"24489","0.418","0.418","0.418"
"24490","0.423","0.423","0.423"
"24491","0.4205","0.4205","0.4205"
"24492","0.4205","0.4205","0.4205"
"24493","0.421","0.421","0.421"
"24494","0.426","0.426","0.426"
"24495","0.4305","0.4305","0.4305"
"24496","0.427","0.427","0.427"
"24497","0.431","0.431","0.431"
"24498","0.427","0.427","0.427"
"24499","0.4295","0.4295","0.4295"
"24500","0.0715","0.0715","0.0715"
"24501","0.1205","0.1205","0.1205"
"24502","0.216","0.216","0.216"
"24503","0.2965","0.2965","0.2965"
"24504","0.342","0.342","0.342"
"24505","0.3765","0.3765","0.3765"
"24506","0.401","0.401","0.401"
"24507","0.4195","0.4195","0.4195"
"24508","0.431","0.431","0.431"
"24509","0.4345","0.4345","0.4345"
"24510","0.4435","0.4435","0.4435"
"24511","0.4445","0.4445","0.4445"
"24512","0.4465","0.4465","0.4465"
"24513","0.4495","0.4495","0.4495"
"24514","0.4515","0.4515","0.4515"
"24515","0.4545","0.4545","0.4545"
"24516","0.454","0.454","0.454"
"24517","0.4535","0.4535","0.4535"
"24518","0.455","0.455","0.455"
"24519","0.457","0.457","0.457"
"24520","0.461","0.461","0.461"
"24521","0.457","0.457","0.457"
"24522","0.461","0.461","0.461"
"24523","0.4595","0.4595","0.4595"
"24524","0.459","0.459","0.459"
"24525","0","0","0"
"24526","0.021","0.021","0.021"
"24527","0.093","0.093","0.093"
"24528","0.172","0.172","0.172"
"24529","0.2455","0.2455","0.2455"
"24530","0.2845","0.2845","0.2845"
"24531","0.3115","0.3115","0.3115"
"24532","0.323","0.323","0.323"
"24533","0.337","0.337","0.337"
"24534","0.3455","0.3455","0.3455"
"24535","0.3515","0.3515","0.3515"
"24536","0.356","0.356","0.356"
"24537","0.3665","0.3665","0.3665"
"24538","0.367","0.367","0.367"
"24539","0.3695","0.3695","0.3695"
"24540","0.3695","0.3695","0.3695"
"24541","0.371","0.371","0.371"
"24542","0.371","0.371","0.371"
"24543","0.375","0.375","0.375"
"24544","0.3795","0.3795","0.3795"
"24545","0.3775","0.3775","0.3775"
"24546","0.382","0.382","0.382"
"24547","0.3815","0.3815","0.3815"
"24548","0.3825","0.3825","0.3825"
"24549","0.3825","0.3825","0.3825"
"24550","0.0035","0.0035","0.0035"
"24551","0.043","0.043","0.043"
"24552","0.1275","0.1275","0.1275"
"24553","0.209","0.209","0.209"
"24554","0.274","0.274","0.274"
"24555","0.32","0.32","0.32"
"24556","0.345","0.345","0.345"
"24557","0.3615","0.3615","0.3615"
"24558","0.3725","0.3725","0.3725"
"24559","0.38","0.38","0.38"
"24560","0.392","0.392","0.392"
"24561","0.3915","0.3915","0.3915"
"24562","0.3975","0.3975","0.3975"
"24563","0.3985","0.3985","0.3985"
"24564","0.3995","0.3995","0.3995"
"24565","0.401","0.401","0.401"
"24566","0.4005","0.4005","0.4005"
"24567","0.4045","0.4045","0.4045"
"24568","0.405","0.405","0.405"
"24569","0.4045","0.4045","0.4045"
"24570","0.406","0.406","0.406"
"24571","0.4085","0.4085","0.4085"
"24572","0.411","0.411","0.411"
"24573","0.4125","0.4125","0.4125"
"24574","0.4145","0.4145","0.4145"
"24575","0.002","0.002","0.002"
"24576","0.061","0.061","0.061"
"24577","0.1835","0.1835","0.1835"
"24578","0.279","0.279","0.279"
"24579","0.335","0.335","0.335"
"24580","0.3825","0.3825","0.3825"
"24581","0.409","0.409","0.409"
"24582","0.4285","0.4285","0.4285"
"24583","0.4355","0.4355","0.4355"
"24584","0.439","0.439","0.439"
"24585","0.4385","0.4385","0.4385"
"24586","0.442","0.442","0.442"
"24587","0.4445","0.4445","0.4445"
"24588","0.447","0.447","0.447"
"24589","0.4505","0.4505","0.4505"
"24590","0.4525","0.4525","0.4525"
"24591","0.4525","0.4525","0.4525"
"24592","0.4565","0.4565","0.4565"
"24593","0.4565","0.4565","0.4565"
"24594","0.46","0.46","0.46"
"24595","0.46","0.46","0.46"
"24596","0.462","0.462","0.462"
"24597","0.464","0.464","0.464"
"24598","0.465","0.465","0.465"
"24599","0.4615","0.4615","0.4615"
"24600","0.0025","0.0025","0.0025"
"24601","0.0705","0.0705","0.0705"
"24602","0.155","0.155","0.155"
"24603","0.244","0.244","0.244"
"24604","0.313","0.313","0.313"
"24605","0.357","0.357","0.357"
"24606","0.3875","0.3875","0.3875"
"24607","0.406","0.406","0.406"
"24608","0.4195","0.4195","0.4195"
"24609","0.4295","0.4295","0.4295"
"24610","0.4355","0.4355","0.4355"
"24611","0.4365","0.4365","0.4365"
"24612","0.441","0.441","0.441"
"24613","0.445","0.445","0.445"
"24614","0.447","0.447","0.447"
"24615","0.45","0.45","0.45"
"24616","0.45","0.45","0.45"
"24617","0.4495","0.4495","0.4495"
"24618","0.45","0.45","0.45"
"24619","0.453","0.453","0.453"
"24620","0.4545","0.4545","0.4545"
"24621","0.453","0.453","0.453"
"24622","0.4495","0.4495","0.4495"
"24623","0.453","0.453","0.453"
"24624","0.453","0.453","0.453"
"24625","0.003","0.003","0.003"
"24626","0.0745","0.0745","0.0745"
"24627","0.1755","0.1755","0.1755"
"24628","0.273","0.273","0.273"
"24629","0.3405","0.3405","0.3405"
"24630","0.3845","0.3845","0.3845"
"24631","0.4075","0.4075","0.4075"
"24632","0.419","0.419","0.419"
"24633","0.4295","0.4295","0.4295"
"24634","0.434","0.434","0.434"
"24635","0.4395","0.4395","0.4395"
"24636","0.4445","0.4445","0.4445"
"24637","0.454","0.454","0.454"
"24638","0.4585","0.4585","0.4585"
"24639","0.456","0.456","0.456"
"24640","0.465","0.465","0.465"
"24641","0.4635","0.4635","0.4635"
"24642","0.463","0.463","0.463"
"24643","0.4655","0.4655","0.4655"
"24644","0.464","0.464","0.464"
"24645","0.469","0.469","0.469"
"24646","0.4665","0.4665","0.4665"
"24647","0.468","0.468","0.468"
"24648","0.4685","0.4685","0.4685"
"24649","0.472","0.472","0.472"
"24650","0.067","0.067","0.067"
"24651","0.1115","0.1115","0.1115"
"24652","0.207","0.207","0.207"
"24653","0.2845","0.2845","0.2845"
"24654","0.34","0.34","0.34"
"24655","0.374","0.374","0.374"
"24656","0.393","0.393","0.393"
