"Step","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MAX"
"49117","0.4615","0.4615","0.4615"
"49119","0.4455","0.4455","0.4455"
"49134","0.5845","0.5845","0.5845"
"49146","0.427","0.427","0.427"
"49149","0.4375","0.4375","0.4375"
"49157","0.6155","0.6155","0.6155"
"49162","0.5315","0.5315","0.5315"
"49175","0","0","0"
"49180","0.5745","0.5745","0.5745"
"49197","0.4665","0.4665","0.4665"
"49206","0.6","0.6","0.6"
"49211","0.498","0.498","0.498"
"49212","0.507","0.507","0.507"
"49217","0.479","0.479","0.479"
"49221","0.48","0.48","0.48"
"49222","0.423","0.423","0.423"
"49227","0.493","0.493","0.493"
"49238","0.5635","0.5635","0.5635"
"49239","0.5455","0.5455","0.5455"
"49241","0.4795","0.4795","0.4795"
"49245","0.5065","0.5065","0.5065"
"49247","0.501","0.501","0.501"
"49269","0.5005","0.5005","0.5005"
"49276","0.4115","0.4115","0.4115"
"49281","0.6665","0.6665","0.6665"
"49285","0.6","0.6","0.6"
"49286","0.5855","0.5855","0.5855"
"49294","0.495","0.495","0.495"
"49302","0.5545","0.5545","0.5545"
"49316","0.471","0.471","0.471"
"49321","0.4405","0.4405","0.4405"
"49332","0.6355","0.6355","0.6355"
"49338","0.5085","0.5085","0.5085"
"49341","0.5615","0.5615","0.5615"
"49343","0.5905","0.5905","0.5905"
"49350","0","0","0"
"49362","0.5235","0.5235","0.5235"
"49364","0.5125","0.5125","0.5125"
"49377","0.467","0.467","0.467"
"49387","0.4905","0.4905","0.4905"
"49391","0.4765","0.4765","0.4765"
"49398","0.421","0.421","0.421"
"49419","0.4695","0.4695","0.4695"
"49425","0","0","0"
"49427","0.553","0.553","0.553"
"49437","0.4335","0.4335","0.4335"
"49440","0.4685","0.4685","0.4685"
"49446","0.4335","0.4335","0.4335"
"49455","0.637","0.637","0.637"
"49456","0.649","0.649","0.649"
"49457","0.663","0.663","0.663"
"49461","0.6315","0.6315","0.6315"
"49470","0.4715","0.4715","0.4715"
"49489","0.524","0.524","0.524"
"49493","0.4625","0.4625","0.4625"
"49504","0.556","0.556","0.556"
"49510","0.5395","0.5395","0.5395"
"49514","0.5035","0.5035","0.5035"
"49528","0.579","0.579","0.579"
"49531","0.6315","0.6315","0.6315"
"49536","0.557","0.557","0.557"
"49537","0.5325","0.5325","0.5325"
"49553","0.6265","0.6265","0.6265"
"49562","0.54","0.54","0.54"
"49570","0.491","0.491","0.491"
"49573","0.4155","0.4155","0.4155"
"49574","0.4145","0.4145","0.4145"
"49580","0.558","0.558","0.558"
"49592","0.4905","0.4905","0.4905"
"49593","0.4545","0.4545","0.4545"
"49594","0.4155","0.4155","0.4155"
"49596","0.4175","0.4175","0.4175"
"49597","0.492","0.492","0.492"
"49603","0.57","0.57","0.57"
"49610","0.503","0.503","0.503"
"49614","0.5215","0.5215","0.5215"
"49616","0.4355","0.4355","0.4355"
"49617","0.543","0.543","0.543"
"49618","0.458","0.458","0.458"
"49625","0","0","0"
"49629","0.5875","0.5875","0.5875"
"49630","0.5775","0.5775","0.5775"
"49632","0.6065","0.6065","0.6065"
"49638","0.549","0.549","0.549"
"49640","0.5025","0.5025","0.5025"
"49665","0.405","0.405","0.405"
"49669","0.4405","0.4405","0.4405"
"49693","0.5195","0.5195","0.5195"
"49726","0.418","0.418","0.418"
"49733","0.553","0.553","0.553"
"49735","0.5355","0.5355","0.5355"
"49754","0.6725","0.6725","0.6725"
"49763","0.5405","0.5405","0.5405"
"49774","0.4525","0.4525","0.4525"
"49778","0.5665","0.5665","0.5665"
"49798","0.495","0.495","0.495"
"49799","0.4895","0.4895","0.4895"
"49803","0.6495","0.6495","0.6495"
"49807","0.515","0.515","0.515"
"49810","0.5185","0.5185","0.5185"
"49813","0.475","0.475","0.475"
"49818","0.3695","0.3695","0.3695"
"49819","0.3975","0.3975","0.3975"
"49823","0.4635","0.4635","0.4635"
"49830","0.664","0.664","0.664"
"49835","0.522","0.522","0.522"
"49840","0.4805","0.4805","0.4805"
"49849","0.3765","0.3765","0.3765"
"49855","0.6725","0.6725","0.6725"
"49858","0.5835","0.5835","0.5835"
"49863","0.5685","0.5685","0.5685"
"49866","0.53","0.53","0.53"
"49875","0","0","0"
"49885","0.498","0.498","0.498"
"49889","0.4655","0.4655","0.4655"
"49890","0.4415","0.4415","0.4415"
"49891","0.4845","0.4845","0.4845"
"49898","0.403","0.403","0.403"
"49901","0.3765","0.3765","0.3765"
"49915","0.5085","0.5085","0.5085"
"49925","0","0","0"
"49930","0.554","0.554","0.554"
"49936","0.645","0.645","0.645"
"49967","0.4575","0.4575","0.4575"
"49983","0.673","0.673","0.673"
"49996","0.4765","0.4765","0.4765"
"49998","0.4645","0.4645","0.4645"
"50004","0.561","0.561","0.561"
"50005","0.589","0.589","0.589"
"50006","0.574","0.574","0.574"
"50059","0.505","0.505","0.505"
"50066","0.423","0.423","0.423"
"50069","0.439","0.439","0.439"
"50070","0.3775","0.3775","0.3775"
"50071","0.4455","0.4455","0.4455"
"50078","0.6595","0.6595","0.6595"
"50086","0.513","0.513","0.513"
"50092","0.512","0.512","0.512"
"50098","0.434","0.434","0.434"
"50103","0.5365","0.5365","0.5365"
"50105","0.5095","0.5095","0.5095"
"50107","0.5465","0.5465","0.5465"
"50113","0.4895","0.4895","0.4895"
"50128","0.5775","0.5775","0.5775"
"50129","0.5735","0.5735","0.5735"
"50130","0.5925","0.5925","0.5925"
"50136","0.529","0.529","0.529"
"50141","0.4995","0.4995","0.4995"
"50154","0.632","0.632","0.632"
"50164","0.5695","0.5695","0.5695"
"50166","0.56","0.56","0.56"
"50177","0.567","0.567","0.567"
"50185","0.562","0.562","0.562"
"50193","0.4435","0.4435","0.4435"
"50194","0.489","0.489","0.489"
"50219","0.477","0.477","0.477"
"50221","0.5035","0.5035","0.5035"
"50230","0.689","0.689","0.689"
"50231","0.639","0.639","0.639"
"50234","0.578","0.578","0.578"
"50236","0.541","0.541","0.541"
"50237","0.5985","0.5985","0.5985"
"50265","0.4215","0.4215","0.4215"
"50275","0.0015","0.0015","0.0015"
"50277","0.567","0.567","0.567"
"50284","0.55","0.55","0.55"
"50287","0.4655","0.4655","0.4655"
"50301","0.419","0.419","0.419"
"50314","0.5105","0.5105","0.5105"
"50320","0.4385","0.4385","0.4385"
"50321","0.458","0.458","0.458"
"50323","0.45","0.45","0.45"
"50338","0.47","0.47","0.47"
"50340","0.4645","0.4645","0.4645"
"50341","0.453","0.453","0.453"
"50342","0.462","0.462","0.462"
"50346","0.3885","0.3885","0.3885"
"50349","0.4705","0.4705","0.4705"
"50351","0.4075","0.4075","0.4075"
"50355","0.5095","0.5095","0.5095"
"50357","0.549","0.549","0.549"
"50365","0.5545","0.5545","0.5545"
"50366","0.523","0.523","0.523"
"50370","0.49","0.49","0.49"
"50378","0.545","0.545","0.545"
"50411","0.634","0.634","0.634"
"50414","0.599","0.599","0.599"
"50417","0.529","0.529","0.529"
"50428","0.642","0.642","0.642"
"50440","0.4645","0.4645","0.4645"
"50446","0.425","0.425","0.425"
"50453","0.565","0.565","0.565"
"50457","0.6215","0.6215","0.6215"
"50463","0.532","0.532","0.532"
"50467","0.528","0.528","0.528"
"50469","0.474","0.474","0.474"
"50477","0.578","0.578","0.578"
"50480","0.68","0.68","0.68"
"50481","0.654","0.654","0.654"
"50482","0.6435","0.6435","0.6435"
"50493","0.527","0.527","0.527"
"50499","0.483","0.483","0.483"
"50504","0.6655","0.6655","0.6655"
"50506","0.5895","0.5895","0.5895"
"50507","0.5915","0.5915","0.5915"
"50509","0.576","0.576","0.576"
"50523","0.42","0.42","0.42"
"50526","0.442","0.442","0.442"
"50527","0.5035","0.5035","0.5035"
"50531","0.5365","0.5365","0.5365"
"50567","0.4955","0.4955","0.4955"
"50573","0.434","0.434","0.434"
"50574","0.4445","0.4445","0.4445"
"50577","0.59","0.59","0.59"
"50579","0.617","0.617","0.617"
"50580","0.6505","0.6505","0.6505"
"50584","0.628","0.628","0.628"
"50585","0.6075","0.6075","0.6075"
"50588","0.547","0.547","0.547"
"50590","0.5495","0.5495","0.5495"
"50602","0.485","0.485","0.485"
"50605","0.64","0.64","0.64"
"50606","0.641","0.641","0.641"
"50609","0.551","0.551","0.551"
"50612","0.5925","0.5925","0.5925"
"50614","0.5425","0.5425","0.5425"
"50620","0.563","0.563","0.563"
"50627","0.5225","0.5225","0.5225"
"50633","0.615","0.615","0.615"
"50641","0.5095","0.5095","0.5095"
"50647","0.4615","0.4615","0.4615"
"50662","0.529","0.529","0.529"
"50663","0.466","0.466","0.466"
"50668","0.4975","0.4975","0.4975"
"50669","0.471","0.471","0.471"
"50672","0.439","0.439","0.439"
"50676","0.424","0.424","0.424"
"50679","0.559","0.559","0.559"
"50691","0.501","0.501","0.501"
"50703","0.4865","0.4865","0.4865"
"50710","0.5235","0.5235","0.5235"
"50716","0.4955","0.4955","0.4955"
"50720","0.4545","0.4545","0.4545"
"50729","0.6855","0.6855","0.6855"
"50731","0.625","0.625","0.625"
"50739","0.538","0.538","0.538"
"50762","0.5385","0.5385","0.5385"
"50784","0.647","0.647","0.647"
"50786","0.6025","0.6025","0.6025"
"50805","0.64","0.64","0.64"
"50806","0.5605","0.5605","0.5605"
"50827","0.571","0.571","0.571"
"50847","0.428","0.428","0.428"
"50848","0.4405","0.4405","0.4405"
"50855","0.751","0.751","0.751"
"50860","0.56","0.56","0.56"
"50861","0.5875","0.5875","0.5875"
"50862","0.575","0.575","0.575"
"50867","0.4965","0.4965","0.4965"
"50868","0.481","0.481","0.481"
"50870","0.43","0.43","0.43"
"50873","0.5755","0.5755","0.5755"
"50884","0.735","0.735","0.735"
"50890","0.5185","0.5185","0.5185"
"50895","0.472","0.472","0.472"
"50905","0.6275","0.6275","0.6275"
"50924","0.48","0.48","0.48"
"50930","0.675","0.675","0.675"
"50934","0.6515","0.6515","0.6515"
"50939","0.5525","0.5525","0.5525"
"50943","0.5375","0.5375","0.5375"
"50944","0.4875","0.4875","0.4875"
"50953","0.615","0.615","0.615"
"50965","0.445","0.445","0.445"
"50971","0.406","0.406","0.406"
"50995","0.404","0.404","0.404"
"51008","0.5565","0.5565","0.5565"
"51021","0.473","0.473","0.473"
"51054","0.6015","0.6015","0.6015"
"51061","0.4775","0.4775","0.4775"
"51065","0.4065","0.4065","0.4065"
"51066","0.46","0.46","0.46"
"51076","0.468","0.468","0.468"
"51078","0.6135","0.6135","0.6135"
"51095","0.347","0.347","0.347"
"51101","0.4525","0.4525","0.4525"
"51103","0.604","0.604","0.604"
"51108","0.598","0.598","0.598"
"51110","0.561","0.561","0.561"
"51114","0.5125","0.5125","0.5125"
"51115","0.5025","0.5025","0.5025"
"51118","0.547","0.547","0.547"
"51125","0","0","0"
"51134","0.6365","0.6365","0.6365"
"51135","0.5785","0.5785","0.5785"
"51136","0.5605","0.5605","0.5605"
"51148","0.426","0.426","0.426"
"51157","0.659","0.659","0.659"
"51162","0.5605","0.5605","0.5605"
"51173","0.4035","0.4035","0.4035"
"51175","0","0","0"
"51178","0.6875","0.6875","0.6875"
"51179","0.674","0.674","0.674"
"51185","0.662","0.662","0.662"
"51188","0.649","0.649","0.649"
"51193","0.548","0.548","0.548"
"51207","0.6005","0.6005","0.6005"
"51209","0.618","0.618","0.618"
"51210","0.62","0.62","0.62"
"51223","0.4485","0.4485","0.4485"
"51244","0.5545","0.5545","0.5545"
"51249","0.5","0.5","0.5"
"51252","0.559","0.559","0.559"
"51257","0.6135","0.6135","0.6135"
"51259","0.6335","0.6335","0.6335"
"51260","0.5705","0.5705","0.5705"
"51264","0.507","0.507","0.507"
"51277","0.6335","0.6335","0.6335"
"51280","0.645","0.645","0.645"
"51285","0.49","0.49","0.49"
"51292","0.376","0.376","0.376"
"51298","0.402","0.402","0.402"
"51304","0.64","0.64","0.64"
"51319","0.445","0.445","0.445"
"51320","0.494","0.494","0.494"
"51326","0.5255","0.5255","0.5255"
"51333","0.5755","0.5755","0.5755"
"51348","0.519","0.519","0.519"
"51351","0.328","0.328","0.328"
"51356","0.669","0.669","0.669"
"51364","0.577","0.577","0.577"
"51373","0.4145","0.4145","0.4145"
"51382","0.612","0.612","0.612"
"51390","0.464","0.464","0.464"
"51396","0.389","0.389","0.389"
"51418","0.43","0.43","0.43"
"51431","0.5575","0.5575","0.5575"
"51433","0.4835","0.4835","0.4835"
"51442","0.4755","0.4755","0.4755"
"51444","0.472","0.472","0.472"
"51450","0.0045","0.0045","0.0045"
"51473","0.5075","0.5075","0.5075"
"51485","0.58","0.58","0.58"
"51498","0.4275","0.4275","0.4275"
"51499","0.4315","0.4315","0.4315"
"51502","0.6235","0.6235","0.6235"
"51504","0.726","0.726","0.726"
"51509","0.655","0.655","0.655"
"51513","0.588","0.588","0.588"
"51527","0.5255","0.5255","0.5255"
"51528","0.587","0.587","0.587"
"51541","0.477","0.477","0.477"
"51543","0.559","0.559","0.559"
"51549","0.5115","0.5115","0.5115"
"51553","0.573","0.573","0.573"
"51555","0.649","0.649","0.649"
"51559","0.603","0.603","0.603"
"51568","0.571","0.571","0.571"
"51576","0.42","0.42","0.42"
"51580","0.5455","0.5455","0.5455"
"51587","0.4845","0.4845","0.4845"
"51611","0.5885","0.5885","0.5885"
"51613","0.537","0.537","0.537"
"51619","0.503","0.503","0.503"
"51622","0.525","0.525","0.525"
"51624","0.519","0.519","0.519"
"51626","0.4825","0.4825","0.4825"
"51630","0.548","0.548","0.548"
"51632","0.5325","0.5325","0.5325"
"51642","0.483","0.483","0.483"
"51645","0.477","0.477","0.477"
"51649","0.4805","0.4805","0.4805"
"51658","0.6415","0.6415","0.6415"
"51674","0.371","0.371","0.371"
"51675","0","0","0"
"51681","0.502","0.502","0.502"
"51687","0.459","0.459","0.459"
"51689","0.452","0.452","0.452"
"51690","0.472","0.472","0.472"
"51705","0.6695","0.6695","0.6695"
"51728","0.569","0.569","0.569"
"51731","0.6265","0.6265","0.6265"
"51733","0.6175","0.6175","0.6175"
"51737","0.5655","0.5655","0.5655"
"51743","0.5205","0.5205","0.5205"
"51749","0.526","0.526","0.526"
"51755","0.6855","0.6855","0.6855"
"51757","0.636","0.636","0.636"
"51764","0.5725","0.5725","0.5725"
"51773","0.403","0.403","0.403"
"51781","0.623","0.623","0.623"
"51782","0.649","0.649","0.649"
"51783","0.5915","0.5915","0.5915"
"51786","0.528","0.528","0.528"
"51787","0.548","0.548","0.548"
"51811","0.506","0.506","0.506"
"51812","0.5075","0.5075","0.5075"
"51815","0.436","0.436","0.436"
"51822","0.3845","0.3845","0.3845"
"51823","0.359","0.359","0.359"
"51825","0","0","0"
"51828","0.5555","0.5555","0.5555"
"51829","0.546","0.546","0.546"
"51830","0.599","0.599","0.599"
"51836","0.5435","0.5435","0.5435"
"51838","0.5195","0.5195","0.5195"
"51851","0.4455","0.4455","0.4455"
"51859","0.564","0.564","0.564"
"51876","0.3925","0.3925","0.3925"
"51878","0.547","0.547","0.547"
"51879","0.564","0.564","0.564"
"51880","0.541","0.541","0.541"
"51882","0.5685","0.5685","0.5685"
"51887","0.5455","0.5455","0.5455"
"51888","0.543","0.543","0.543"
"51891","0.4235","0.4235","0.4235"
"51894","0.4445","0.4445","0.4445"
"51902","0.4225","0.4225","0.4225"
"51919","0.429","0.429","0.429"
"51922","0.428","0.428","0.428"
"51941","0.46","0.46","0.46"
"51942","0.439","0.439","0.439"
"51944","0.401","0.401","0.401"
"51948","0.457","0.457","0.457"
"51957","0.584","0.584","0.584"
"51959","0.56","0.56","0.56"
"51965","0.449","0.449","0.449"
"51966","0.5195","0.5195","0.5195"
"51979","0.609","0.609","0.609"
"51981","0.6035","0.6035","0.6035"
"51985","0.551","0.551","0.551"
"51997","0.524","0.524","0.524"
"52013","0.498","0.498","0.498"
"52014","0.519","0.519","0.519"
"52024","0.381","0.381","0.381"
"52025","0","0","0"
"52027","0.5905","0.5905","0.5905"
"52029","0.6145","0.6145","0.6145"
"52034","0.5695","0.5695","0.5695"
"52040","0.529","0.529","0.529"
"52051","0.476","0.476","0.476"
"52055","0.617","0.617","0.617"
"52059","0.551","0.551","0.551"
"52061","0.522","0.522","0.522"
"52062","0.559","0.559","0.559"
"52076","0.491","0.491","0.491"
"52077","0.5085","0.5085","0.5085"
"52079","0.541","0.541","0.541"
"52086","0.5525","0.5525","0.5525"
"52087","0.537","0.537","0.537"
"52090","0.477","0.477","0.477"
"52097","0.4505","0.4505","0.4505"
"52107","0.5505","0.5505","0.5505"
"52119","0.4965","0.4965","0.4965"
"52131","0.6095","0.6095","0.6095"
"52135","0.5745","0.5745","0.5745"
"52139","0.423","0.423","0.423"
"52154","0.559","0.559","0.559"
"52163","0.4855","0.4855","0.4855"
"52166","0.407","0.407","0.407"
"52170","0.4375","0.4375","0.4375"
"52175","0","0","0"
"52185","0.5425","0.5425","0.5425"
"52195","0.5145","0.5145","0.5145"
"52204","0.6225","0.6225","0.6225"
"52205","0.6165","0.6165","0.6165"
"52209","0.562","0.562","0.562"
"52226","0.448","0.448","0.448"
"52228","0.6395","0.6395","0.6395"
"52236","0.567","0.567","0.567"
"52241","0.4735","0.4735","0.4735"
"52254","0.6105","0.6105","0.6105"
"52263","0.5715","0.5715","0.5715"
"52265","0.531","0.531","0.531"
"52278","0.5905","0.5905","0.5905"
"52280","0.5985","0.5985","0.5985"
"52288","0.488","0.488","0.488"
"52289","0.471","0.471","0.471"
"52291","0.4995","0.4995","0.4995"
"52292","0.4275","0.4275","0.4275"
"52295","0.454","0.454","0.454"
"52296","0.3805","0.3805","0.3805"
"52322","0.444","0.444","0.444"
"52326","0.428","0.428","0.428"
"52332","0.5855","0.5855","0.5855"
"52341","0.522","0.522","0.522"
"52343","0.483","0.483","0.483"
"52352","0.558","0.558","0.558"
"52356","0.629","0.629","0.629"
"52357","0.5835","0.5835","0.5835"
"52367","0.5355","0.5355","0.5355"
"52377","0.562","0.562","0.562"
"52379","0.6135","0.6135","0.6135"
"52383","0.5385","0.5385","0.5385"
"52391","0.475","0.475","0.475"
"52394","0.3875","0.3875","0.3875"
"52396","0.386","0.386","0.386"
"52403","0.5705","0.5705","0.5705"
"52409","0.535","0.535","0.535"
"52410","0.5465","0.5465","0.5465"
"52424","0.4295","0.4295","0.4295"
"52429","0.67","0.67","0.67"
"52437","0.5115","0.5115","0.5115"
"52440","0.506","0.506","0.506"
"52449","0.452","0.452","0.452"
"52452","0.5685","0.5685","0.5685"
"52462","0.4915","0.4915","0.4915"
"52466","0.4315","0.4315","0.4315"
"52469","0.3785","0.3785","0.3785"
"52494","0.4885","0.4885","0.4885"
"52502","0.4795","0.4795","0.4795"
"52505","0.5365","0.5365","0.5365"
"52507","0.4945","0.4945","0.4945"
"52508","0.471","0.471","0.471"
"52515","0.4305","0.4305","0.4305"
"52519","0.373","0.373","0.373"
"52524","0.3835","0.3835","0.3835"
"52526","0.4295","0.4295","0.4295"
"52539","0.555","0.555","0.555"
"52542","0.442","0.442","0.442"
"52553","0.5025","0.5025","0.5025"
"52558","0.507","0.507","0.507"
"52564","0.4595","0.4595","0.4595"
"52566","0.46","0.46","0.46"
"52568","0.4305","0.4305","0.4305"
"52571","0.4235","0.4235","0.4235"
"52572","0.43","0.43","0.43"
"52574","0.4235","0.4235","0.4235"
"52577","0.545","0.545","0.545"
"52581","0.593","0.593","0.593"
"52588","0.5475","0.5475","0.5475"
"52592","0.543","0.543","0.543"
"52598","0.4575","0.4575","0.4575"
"52599","0.486","0.486","0.486"
"52600","0","0","0"
"52609","0.608","0.608","0.608"
"52610","0.497","0.497","0.497"
"52612","0.503","0.503","0.503"
"52618","0.4055","0.4055","0.4055"
"52619","0.4515","0.4515","0.4515"
"52626","0.392","0.392","0.392"
"52628","0.609","0.609","0.609"
"52636","0.581","0.581","0.581"
"52639","0.5025","0.5025","0.5025"
"52642","0.4335","0.4335","0.4335"
"52648","0.523","0.523","0.523"
"52657","0.5675","0.5675","0.5675"
"52670","0.4325","0.4325","0.4325"
"52674","0.4005","0.4005","0.4005"
"52686","0.5815","0.5815","0.5815"
"52687","0.5915","0.5915","0.5915"
"52712","0.57","0.57","0.57"
"52734","0.541","0.541","0.541"
"52741","0.4755","0.4755","0.4755"
"52749","0.427","0.427","0.427"
"52756","0.6275","0.6275","0.6275"
"52761","0.6295","0.6295","0.6295"
"52765","0.5205","0.5205","0.5205"
"52768","0.49","0.49","0.49"
"52770","0.471","0.471","0.471"
"52771","0.4125","0.4125","0.4125"
"52772","0.4995","0.4995","0.4995"
"52774","0.496","0.496","0.496"
"52783","0.5685","0.5685","0.5685"
"52785","0.5635","0.5635","0.5635"
"52792","0.517","0.517","0.517"
"52813","0.521","0.521","0.521"
"52819","0.471","0.471","0.471"
"52822","0.4075","0.4075","0.4075"
"52828","0.5935","0.5935","0.5935"
"52830","0.5715","0.5715","0.5715"
"52832","0.6285","0.6285","0.6285"
"52845","0.4785","0.4785","0.4785"
"52866","0.55","0.55","0.55"
"52872","0.4755","0.4755","0.4755"
"52884","0.567","0.567","0.567"
"52886","0.557","0.557","0.557"
"52888","0.5175","0.5175","0.5175"
"52889","0.5065","0.5065","0.5065"
"52890","0.542","0.542","0.542"
"52913","0.588","0.588","0.588"
"52924","0.4735","0.4735","0.4735"
"52926","0.369","0.369","0.369"
"52928","0.581","0.581","0.581"
"52930","0.5905","0.5905","0.5905"
"52945","0.432","0.432","0.432"
"52955","0.539","0.539","0.539"
"52956","0.6185","0.6185","0.6185"
"52957","0.562","0.562","0.562"
"52962","0.532","0.532","0.532"
"52972","0.4745","0.4745","0.4745"
"52976","0.4515","0.4515","0.4515"
"52978","0.728","0.728","0.728"
"52980","0.6065","0.6065","0.6065"
"52984","0.5445","0.5445","0.5445"
"52996","0.384","0.384","0.384"
"52999","0.3595","0.3595","0.3595"
"53002","0.5175","0.5175","0.5175"
"53003","0.554","0.554","0.554"
"53007","0.5615","0.5615","0.5615"
"53010","0.534","0.534","0.534"
"53031","0.5245","0.5245","0.5245"
"53036","0.5115","0.5115","0.5115"
"53039","0.503","0.503","0.503"
"53041","0.481","0.481","0.481"
"53042","0.4935","0.4935","0.4935"
"53054","0.535","0.535","0.535"
"53059","0.6065","0.6065","0.6065"
"53060","0.5895","0.5895","0.5895"
"53068","0.455","0.455","0.455"
"53073","0.4665","0.4665","0.4665"
"53087","0.5395","0.5395","0.5395"
"53088","0.522","0.522","0.522"
"53090","0.4775","0.4775","0.4775"
"53094","0.4595","0.4595","0.4595"
"53096","0.439","0.439","0.439"
"53100","0","0","0"
"53104","0.638","0.638","0.638"
"53110","0.5735","0.5735","0.5735"
"53112","0.542","0.542","0.542"
"53127","0.487","0.487","0.487"
"53128","0.5285","0.5285","0.5285"
"53136","0.484","0.484","0.484"
"53147","0.4095","0.4095","0.4095"
"53148","0.361","0.361","0.361"
"53159","0.6195","0.6195","0.6195"
"53163","0.485","0.485","0.485"
"53175","0","0","0"
"53183","0.501","0.501","0.501"
"53184","0.497","0.497","0.497"
"53194","0.5085","0.5085","0.5085"
"53196","0.4365","0.4365","0.4365"
"53198","0.5265","0.5265","0.5265"
"53199","0.472","0.472","0.472"
"53202","0.4245","0.4245","0.4245"
"53210","0.488","0.488","0.488"
"53212","0.429","0.429","0.429"
"53218","0.386","0.386","0.386"
"53222","0.363","0.363","0.363"
"53226","0.417","0.417","0.417"
"53228","0.5015","0.5015","0.5015"
"53230","0.5205","0.5205","0.5205"
"53236","0.514","0.514","0.514"
"53242","0.438","0.438","0.438"
"53243","0.434","0.434","0.434"
"53256","0.553","0.553","0.553"
"53257","0.5335","0.5335","0.5335"
"53259","0.569","0.569","0.569"
"53262","0.55","0.55","0.55"
"53266","0.505","0.505","0.505"
"53271","0.475","0.475","0.475"
"53279","0.548","0.548","0.548"
"53291","0.4615","0.4615","0.4615"
"53299","0.4455","0.4455","0.4455"
"53307","0.501","0.501","0.501"
"53311","0.4825","0.4825","0.4825"
"53312","0.4485","0.4485","0.4485"
"53314","0.438","0.438","0.438"
"53319","0.4015","0.4015","0.4015"
"53322","0.374","0.374","0.374"
"53327","0.4805","0.4805","0.4805"
"53335","0.553","0.553","0.553"
"53344","0.4385","0.4385","0.4385"
"53345","0.4425","0.4425","0.4425"
"53354","0.472","0.472","0.472"
"53358","0.5505","0.5505","0.5505"
"53361","0.537","0.537","0.537"
"53365","0.5555","0.5555","0.5555"
"53376","0.4565","0.4565","0.4565"
"53381","0.6085","0.6085","0.6085"
"53383","0.5805","0.5805","0.5805"
"53393","0.477","0.477","0.477"
"53395","0.413","0.413","0.413"
"53397","0.45","0.45","0.45"
"53399","0.448","0.448","0.448"
"53410","0.5065","0.5065","0.5065"
"53433","0.581","0.581","0.581"
"53434","0.5745","0.5745","0.5745"
"53436","0.5295","0.5295","0.5295"
"53437","0.521","0.521","0.521"
"53439","0.514","0.514","0.514"
"53442","0.4805","0.4805","0.4805"
"53459","0.462","0.462","0.462"
"53462","0.508","0.508","0.508"
"53482","0.5755","0.5755","0.5755"
"53525","0","0","0"
"53532","0.5655","0.5655","0.5655"
"53536","0.581","0.581","0.581"
"53545","0.4615","0.4615","0.4615"
"53548","0.4315","0.4315","0.4315"
"53562","0.546","0.546","0.546"
"53563","0.543","0.543","0.543"
"53566","0.499","0.499","0.499"
"53577","0.4925","0.4925","0.4925"
"53580","0.6165","0.6165","0.6165"
"53582","0.6555","0.6555","0.6555"
"53584","0.5665","0.5665","0.5665"
"53586","0.592","0.592","0.592"
"53598","0.499","0.499","0.499"
"53608","0.594","0.594","0.594"
"53614","0.5095","0.5095","0.5095"
"53615","0.5435","0.5435","0.5435"
"53621","0.507","0.507","0.507"
"53622","0.506","0.506","0.506"
"53623","0.481","0.481","0.481"
"53628","0.616","0.616","0.616"
"53634","0.5335","0.5335","0.5335"
"53637","0.424","0.424","0.424"
"53647","0.284","0.284","0.284"
"53659","0.573","0.573","0.573"
"53662","0.472","0.472","0.472"
"53680","0.645","0.645","0.645"
"53683","0.6095","0.6095","0.6095"
"53698","0.4295","0.4295","0.4295"
"53699","0.443","0.443","0.443"
"53711","0.573","0.573","0.573"
"53724","0.469","0.469","0.469"
"53731","0.5245","0.5245","0.5245"
"53732","0.5115","0.5115","0.5115"
"53733","0.499","0.499","0.499"
"53738","0.5055","0.5055","0.5055"
"53744","0.4765","0.4765","0.4765"
"53749","0.462","0.462","0.462"
"53753","0.5875","0.5875","0.5875"
"53754","0.573","0.573","0.573"
"53759","0.5895","0.5895","0.5895"
"53764","0.557","0.557","0.557"
"53771","0.492","0.492","0.492"
"53773","0.445","0.445","0.445"
"53775","0","0","0"
"53784","0.5355","0.5355","0.5355"
"53785","0.4945","0.4945","0.4945"
"53793","0.469","0.469","0.469"
"53794","0.4995","0.4995","0.4995"
"53804","0.7045","0.7045","0.7045"
"53822","0.4365","0.4365","0.4365"
"53823","0.4435","0.4435","0.4435"
"53838","0.5465","0.5465","0.5465"
"53864","0.6075","0.6075","0.6075"
"53866","0.5245","0.5245","0.5245"
"53869","0.539","0.539","0.539"
"53873","0.509","0.509","0.509"
"53880","0.661","0.661","0.661"
"53881","0.599","0.599","0.599"
"53883","0.582","0.582","0.582"
"53887","0.582","0.582","0.582"
"53888","0.513","0.513","0.513"
"53892","0.456","0.456","0.456"
"53900","0","0","0"
"53913","0.5275","0.5275","0.5275"
"53917","0.4715","0.4715","0.4715"
"53928","0.669","0.669","0.669"
"53931","0.608","0.608","0.608"
"53939","0.5215","0.5215","0.5215"
"53941","0.479","0.479","0.479"
"53953","0.5045","0.5045","0.5045"
