Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
55715,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08
55716,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08
55722,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08
55724,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
55734,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
55743,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08
55744,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08
55745,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08
55746,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08
55753,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08
55763,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08,2.49E-08
55764,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08
55767,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
55777,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08
55781,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
55782,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08,2.78E-08
55786,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08
55793,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08
55796,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
55801,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08,8.77E-08
55803,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08
55809,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08
55814,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08
55816,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
55823,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08
55827,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08
55835,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
55837,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08
55838,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
55841,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
55848,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08
55850,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
55852,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08
55853,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08
55872,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
55873,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08
55880,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08
55885,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08
55886,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
55887,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08,2.52E-08
55897,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
55908,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
55910,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08
55915,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08
55929,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
55931,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08
55934,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
55937,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08,2.77E-08
55940,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
55944,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08
55948,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08
55956,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
55957,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08
55973,1.72E-08,1.72E-08,1.72E-08,1.72E-08,1.72E-08,1.72E-08,1.72E-08,1.72E-08,1.72E-08
55989,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
55990,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08
55998,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
56003,3.97E-08,3.97E-08,3.97E-08,3.97E-08,3.97E-08,3.97E-08,3.97E-08,3.97E-08,3.97E-08
56005,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08
56011,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08
56014,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08
56016,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08
56021,1.73E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08,1.73E-08
56023,1.71E-08,1.71E-08,1.71E-08,1.71E-08,1.71E-08,1.71E-08,1.71E-08,1.71E-08,1.71E-08
56029,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08
56030,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08
56034,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08
56040,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
56050,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08
56067,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
56072,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
56077,5.41E-08,5.41E-08,5.41E-08,5.41E-08,5.41E-08,5.41E-08,5.41E-08,5.41E-08,5.41E-08
56092,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
56101,8.34E-08,8.34E-08,8.34E-08,8.34E-08,8.34E-08,8.34E-08,8.34E-08,8.34E-08,8.34E-08
56108,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08
56113,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
56116,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08
56119,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
56120,1.81E-08,1.81E-08,1.81E-08,1.81E-08,1.81E-08,1.81E-08,1.81E-08,1.81E-08,1.81E-08
56128,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
56142,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08
56166,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08
56169,1.83E-08,1.83E-08,1.83E-08,1.83E-08,1.83E-08,1.83E-08,1.83E-08,1.83E-08,1.83E-08
56170,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08
56178,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08
56180,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
56183,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
56184,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
56185,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
56196,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08
56201,8.65E-08,8.65E-08,8.65E-08,8.65E-08,8.65E-08,8.65E-08,8.65E-08,8.65E-08,8.65E-08
56211,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
56219,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08
56222,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08
56223,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08
56242,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08
56243,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
56246,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08
56253,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08,4.39E-08
56258,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08
56260,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08,2.65E-08
56266,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08
56267,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
56272,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08
56277,4.96E-08,4.96E-08,4.96E-08,4.96E-08,4.96E-08,4.96E-08,4.96E-08,4.96E-08,4.96E-08
56281,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
56282,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08
56295,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08
56297,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
56298,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08
56301,9.33E-08,9.33E-08,9.33E-08,9.33E-08,9.33E-08,9.33E-08,9.33E-08,9.33E-08,9.33E-08
56318,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08
56319,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08
56320,1.89E-08,1.89E-08,1.89E-08,1.89E-08,1.89E-08,1.89E-08,1.89E-08,1.89E-08,1.89E-08
56330,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08
56338,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
56340,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08
56348,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08
56349,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08
56351,7.89E-08,7.89E-08,7.89E-08,7.89E-08,7.89E-08,7.89E-08,7.89E-08,7.89E-08,7.89E-08
56353,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
56355,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
56366,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
56367,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08
56371,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08,2.04E-08
56376,8.13E-08,8.13E-08,8.13E-08,8.13E-08,8.13E-08,8.13E-08,8.13E-08,8.13E-08,8.13E-08
56377,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08,4.63E-08
56378,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08,3.61E-08
56382,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
56383,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
56386,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08
56387,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
56395,2.00E-08,2.00E-08,2.00E-08,2.00E-08,2.00E-08,2.00E-08,2.00E-08,2.00E-08,2.00E-08
56397,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08
56401,9.01E-08,9.01E-08,9.01E-08,9.01E-08,9.01E-08,9.01E-08,9.01E-08,9.01E-08,9.01E-08
56404,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08
56405,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08
56408,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08,3.02E-08
56419,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08
56420,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
56427,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
56429,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08
56430,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08,2.89E-08
56443,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08
56452,4.94E-08,4.94E-08,4.94E-08,4.94E-08,4.94E-08,4.94E-08,4.94E-08,4.94E-08,4.94E-08
56458,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08,2.12E-08
56465,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08,1.90E-08
56482,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
56483,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08,2.41E-08
56488,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08
56493,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08
56502,5.58E-08,5.58E-08,5.58E-08,5.58E-08,5.58E-08,5.58E-08,5.58E-08,5.58E-08,5.58E-08
56509,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
56512,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08
56517,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08
56518,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
56522,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08
56526,8.59E-08,8.59E-08,8.59E-08,8.59E-08,8.59E-08,8.59E-08,8.59E-08,8.59E-08,8.59E-08
56534,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
56539,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
56553,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08
56558,2.73E-08,2.73E-08,2.73E-08,2.73E-08,2.73E-08,2.73E-08,2.73E-08,2.73E-08,2.73E-08
56559,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
56561,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
56566,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
56568,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08,2.37E-08
56569,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08
56579,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08,3.62E-08
56588,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
56594,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08
56595,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08,2.28E-08
56596,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08,2.55E-08
56610,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08
56637,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
56646,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
56657,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08,2.81E-08
56662,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08
56663,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08,2.74E-08
56664,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08,2.24E-08
56666,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
56677,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08
56678,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08
56684,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
56701,8.31E-08,8.31E-08,8.31E-08,8.31E-08,8.31E-08,8.31E-08,8.31E-08,8.31E-08,8.31E-08
56703,3.86E-08,3.86E-08,3.86E-08,3.86E-08,3.86E-08,3.86E-08,3.86E-08,3.86E-08,3.86E-08
56710,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08
56712,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
56718,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
56727,5.34E-08,5.34E-08,5.34E-08,5.34E-08,5.34E-08,5.34E-08,5.34E-08,5.34E-08,5.34E-08
56732,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08
56748,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
56760,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08,2.64E-08
56767,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08,2.32E-08
56768,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
56780,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08
56784,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08,2.53E-08
56787,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
56789,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
56802,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08
56805,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08,3.32E-08
56810,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08,2.70E-08
56815,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
56826,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08,9.30E-08
56837,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
56839,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08
