Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
56878,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08
56886,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08,2.33E-08
56890,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08
56895,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08
56896,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
56897,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08,1.99E-08
56905,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
56907,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08
56913,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08
56930,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08,3.54E-08
56932,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08
56955,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08
56956,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08,2.84E-08
56958,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
56959,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
56960,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08,2.11E-08
56966,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08,1.87E-08
56967,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08,1.92E-08
56982,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08
56987,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
56992,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
56995,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
57002,5.32E-08,5.32E-08,5.32E-08,5.32E-08,5.32E-08,5.32E-08,5.32E-08,5.32E-08,5.32E-08
57005,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08
57006,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08
57019,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08
57021,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08
57023,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08
57034,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
57043,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08
57046,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08
57051,8.40E-08,8.40E-08,8.40E-08,8.40E-08,8.40E-08,8.40E-08,8.40E-08,8.40E-08,8.40E-08
57060,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08
57062,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08,2.51E-08
57083,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08
57087,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
57089,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08
57094,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08,2.31E-08
57096,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08,2.14E-08
57097,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08
57118,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08,1.88E-08
57121,1.86E-08,1.86E-08,1.86E-08,1.86E-08,1.86E-08,1.86E-08,1.86E-08,1.86E-08,1.86E-08
57126,9.07E-08,9.07E-08,9.07E-08,9.07E-08,9.07E-08,9.07E-08,9.07E-08,9.07E-08,9.07E-08
57127,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08
57153,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08
57157,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08,3.22E-08
57159,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08
57168,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08,2.58E-08
57172,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08,2.27E-08
57176,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08,8.97E-08
57179,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08
57182,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
57198,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08,1.79E-08
57202,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08,4.87E-08
57210,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
57216,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
57217,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08,2.15E-08
57222,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08
57225,1.95E-08,1.95E-08,1.95E-08,1.95E-08,1.95E-08,1.95E-08,1.95E-08,1.95E-08,1.95E-08
57235,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08,2.97E-08
57250,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
57264,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08,3.11E-08
57266,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08,2.72E-08
57272,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08
57274,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08,2.50E-08
57276,7.91E-08,7.91E-08,7.91E-08,7.91E-08,7.91E-08,7.91E-08,7.91E-08,7.91E-08,7.91E-08
57278,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08
57280,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08
57299,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08,1.96E-08
57304,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08
57305,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08
57307,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08
57311,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
57313,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
57328,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08
57329,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08
57341,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
57346,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08
57348,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08
57349,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08
57351,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08,9.35E-08
57353,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
57355,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08
57356,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08,3.07E-08
57381,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08,3.14E-08
57389,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08,2.19E-08
57392,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08,2.42E-08
57398,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08
57404,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08
57406,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08,2.80E-08
57408,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08,2.46E-08
57426,9.16E-08,9.16E-08,9.16E-08,9.16E-08,9.16E-08,9.16E-08,9.16E-08,9.16E-08,9.16E-08
57427,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08,4.84E-08
57430,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
57437,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08
57446,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08
57447,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08
57451,9.03E-08,9.03E-08,9.03E-08,9.03E-08,9.03E-08,9.03E-08,9.03E-08,9.03E-08,9.03E-08
57458,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08,3.03E-08
57467,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08
57481,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08
57482,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08,2.83E-08
57485,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08,2.48E-08
57495,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08
57501,8.94E-08,8.94E-08,8.94E-08,8.94E-08,8.94E-08,8.94E-08,8.94E-08,8.94E-08,8.94E-08
57505,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08
57511,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08,2.43E-08
57514,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08,2.36E-08
57519,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08
57520,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08,2.47E-08
57522,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08
57527,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08,5.27E-08
57531,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08,2.61E-08
57544,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08
57551,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08
57552,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08
57553,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08,4.49E-08
57554,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
57555,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08,3.87E-08
57562,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08,2.98E-08
57564,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08,2.75E-08
57575,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
57581,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08,3.17E-08
57583,2.99E-08,2.99E-08,2.99E-08,2.99E-08,2.99E-08,2.99E-08,2.99E-08,2.99E-08,2.99E-08
57587,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
57592,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08
57593,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
57598,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
57610,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08,2.68E-08
57611,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
57624,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08
57632,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
57639,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
57642,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
57646,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
57652,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08,5.03E-08
57657,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08,2.69E-08
57669,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08
57671,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08
57675,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08,2.01E-08
57677,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08,4.34E-08
57682,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08,2.79E-08
57686,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08,2.40E-08
57687,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08,2.26E-08
57693,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08,2.06E-08
57696,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08,1.98E-08
57707,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08,2.60E-08
57710,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08,2.57E-08
57722,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08,2.34E-08
57723,1.97E-08,1.97E-08,1.97E-08,1.97E-08,1.97E-08,1.97E-08,1.97E-08,1.97E-08,1.97E-08
57729,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08,2.88E-08
57735,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08,2.08E-08
57740,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08,1.94E-08
57754,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08
57756,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08,3.24E-08
57760,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08,2.59E-08
57767,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
57770,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
57777,5.60E-08,5.60E-08,5.60E-08,5.60E-08,5.60E-08,5.60E-08,5.60E-08,5.60E-08,5.60E-08
57778,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08
57779,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
57784,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08,2.67E-08
57789,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08,2.56E-08
57795,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08,2.13E-08
57797,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08,2.17E-08
57812,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08,2.20E-08
57816,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
57817,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08,2.03E-08
57819,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08
57824,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08,2.39E-08
57835,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08,2.35E-08
57838,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08,2.10E-08
57845,1.76E-08,1.76E-08,1.76E-08,1.76E-08,1.76E-08,1.76E-08,1.76E-08,1.76E-08,1.76E-08
57848,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08,1.66E-08
57852,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08,5.18E-08
57887,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08,2.22E-08
57888,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08,2.23E-08
57890,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08,2.25E-08
57891,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08,2.21E-08
57898,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08,2.16E-08
57902,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08,5.13E-08
57907,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08,2.95E-08
57919,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08,2.30E-08
57923,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
57924,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08,2.02E-08
57929,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08
57931,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08,3.00E-08
57946,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08,1.93E-08
57956,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08,3.06E-08
57959,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08,2.44E-08
57967,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08,2.09E-08
57974,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08,1.84E-08
57979,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08
57981,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08
57982,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08,2.66E-08
57988,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08,2.18E-08
57991,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08,2.05E-08
57993,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08,2.07E-08
57998,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08,1.91E-08
58000,1.78E-08,1.78E-08,1.78E-08,1.78E-08,1.78E-08,1.78E-08,1.78E-08,1.78E-08,1.78E-08
58002,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08,5.15E-08
58006,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08,3.12E-08
58011,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08,2.71E-08
58013,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08,2.38E-08
58028,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08
