"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"44171","","","","","","","","","","0.485","0.485","0.485"
"44173","0.4525","0.4525","0.4525","","","","0.438","0.438","0.438","","",""
"44176","","","","","","","","","","0.309","0.309","0.309"
"44177","","","","0.7545","0.7545","0.7545","","","","","",""
"44182","","","","","","","","","","0.445","0.445","0.445"
"44192","","","","","","","","","","0.4815","0.4815","0.4815"
"44193","","","","","","","","","","0.484","0.484","0.484"
"44194","","","","0.794","0.794","0.794","","","","","",""
"44196","0.4745","0.4745","0.4745","","","","0.453","0.453","0.453","","",""
"44201","","","","0.692","0.692","0.692","","","","","",""
"44203","0.329","0.329","0.329","","","","0.2915","0.2915","0.2915","0.348","0.348","0.348"
"44204","0.364","0.364","0.364","0.7555","0.7555","0.7555","0.345","0.345","0.345","0.381","0.381","0.381"
"44205","","","","0.769","0.769","0.769","","","","","",""
"44207","","","","","","","","","","0.4265","0.4265","0.4265"
"44209","0.4285","0.4285","0.4285","","","","0.419","0.419","0.419","0.4355","0.4355","0.4355"
"44213","0.437","0.437","0.437","","","","0.436","0.436","0.436","","",""
"44215","","","","","","","","","","0.448","0.448","0.448"
"44216","0.4465","0.4465","0.4465","0.8145","0.8145","0.8145","0.445","0.445","0.445","","",""
"44221","","","","0.773","0.773","0.773","","","","","",""
"44222","0.4555","0.4555","0.4555","","","","0.4545","0.4545","0.4545","","",""
"44224","","","","","","","","","","0.45","0.45","0.45"
"44232","","","","","","","","","","0.423","0.423","0.423"
"44236","","","","","","","","","","0.442","0.442","0.442"
"44238","0.4275","0.4275","0.4275","","","","0.4255","0.4255","0.4255","","",""
"44241","","","","0.7925","0.7925","0.7925","","","","0.4525","0.4525","0.4525"
"44242","","","","","","","","","","0.4535","0.4535","0.4535"
"44246","0.441","0.441","0.441","0.827","0.827","0.827","0.4405","0.4405","0.4405","","",""
"44249","0.4495","0.4495","0.4495","","","","0.4425","0.4425","0.4425","","",""
"44250","","","","0","0","0","","","","","",""
"44251","0.112","0.112","0.112","","","","0.155","0.155","0.155","","",""
"44254","","","","","","","","","","0.393","0.393","0.393"
"44255","0.375","0.375","0.375","","","","0.383","0.383","0.383","","",""
"44261","0.4405","0.4405","0.4405","","","","0.4415","0.4415","0.4415","","",""
"44263","0.4475","0.4475","0.4475","","","","0.445","0.445","0.445","","",""
"44267","","","","0.75","0.75","0.75","","","","","",""
"44269","","","","","","","","","","0.479","0.479","0.479"
"44272","","","","","","","","","","0.473","0.473","0.473"
"44274","0.463","0.463","0.463","","","","0.459","0.459","0.459","","",""
"44275","","","","0","0","0","","","","","",""
"44276","","","","","","","","","","0.278","0.278","0.278"
"44277","0.21","0.21","0.21","0.718","0.718","0.718","0.225","0.225","0.225","","",""
"44280","","","","","","","","","","0.3955","0.3955","0.3955"
"44286","","","","0.717","0.717","0.717","","","","","",""
"44289","0.4235","0.4235","0.4235","","","","0.429","0.429","0.429","","",""
"44290","","","","","","","","","","0.4405","0.4405","0.4405"
"44296","0.432","0.432","0.432","","","","0.438","0.438","0.438","0.4445","0.4445","0.4445"
"44300","","","","","","","","","","0.013","0.013","0.013"
"44304","","","","","","","","","","0.371","0.371","0.371"
"44305","0.3735","0.3735","0.3735","0.689","0.689","0.689","0.352","0.352","0.352","","",""
"44315","","","","","","","","","","0.4655","0.4655","0.4655"
"44316","0.4355","0.4355","0.4355","","","","0.413","0.413","0.413","","",""
"44318","","","","0.755","0.755","0.755","","","","","",""
"44319","0.4355","0.4355","0.4355","","","","0.42","0.42","0.42","","",""
"44321","0.4355","0.4355","0.4355","","","","0.423","0.423","0.423","","",""
"44322","","","","0.738","0.738","0.738","","","","","",""
"44323","","","","","","","","","","0.4765","0.4765","0.4765"
"44325","0.01","0.01","0.01","","","","0.0155","0.0155","0.0155","","",""
"44328","","","","","","","","","","0.3995","0.3995","0.3995"
"44330","","","","","","","","","","0.4285","0.4285","0.4285"
"44331","","","","","","","","","","0.4385","0.4385","0.4385"
"44334","0.427","0.427","0.427","0.743","0.743","0.743","0.418","0.418","0.418","","",""
"44335","","","","","","","","","","0.4705","0.4705","0.4705"
"44336","","","","","","","","","","0.475","0.475","0.475"
"44339","","","","","","","","","","0.4795","0.4795","0.4795"
"44344","0.458","0.458","0.458","","","","0.451","0.451","0.451","","",""
"44347","0.458","0.458","0.458","","","","0.456","0.456","0.456","","",""
"44349","","","","0.8075","0.8075","0.8075","","","","","",""
"44353","","","","0.754","0.754","0.754","","","","0.3845","0.3845","0.3845"
"44360","","","","","","","","","","0.4595","0.4595","0.4595"
"44363","","","","0.791","0.791","0.791","","","","","",""
"44364","0.4295","0.4295","0.4295","0.7785","0.7785","0.7785","0.43","0.43","0.43","","",""
"44370","","","","0.8165","0.8165","0.8165","","","","","",""
"44374","0.4405","0.4405","0.4405","","","","0.4345","0.4345","0.4345","","",""
"44375","","","","","","","","","","0.008","0.008","0.008"
"44377","0.231","0.231","0.231","","","","0.2145","0.2145","0.2145","","",""
"44378","0.3045","0.3045","0.3045","","","","0.2855","0.2855","0.2855","","",""
"44383","","","","","","","","","","0.4405","0.4405","0.4405"
"44384","","","","","","","","","","0.438","0.438","0.438"
"44389","0.4315","0.4315","0.4315","","","","0.4365","0.4365","0.4365","","",""
"44390","","","","0.798","0.798","0.798","","","","","",""
"44391","0.4345","0.4345","0.4345","","","","0.4395","0.4395","0.4395","0.4665","0.4665","0.4665"
"44394","","","","","","","","","","0.468","0.468","0.468"
"44396","0.4435","0.4435","0.4435","","","","0.441","0.441","0.441","","",""
"44400","0.0175","0.0175","0.0175","","","","0.017","0.017","0.017","","",""
"44402","0.2455","0.2455","0.2455","","","","0.2435","0.2435","0.2435","","",""
"44404","0.403","0.403","0.403","","","","0.377","0.377","0.377","","",""
"44412","0.478","0.478","0.478","","","","0.4765","0.4765","0.4765","","",""
"44413","0.4835","0.4835","0.4835","","","","0.4855","0.4855","0.4855","","",""
"44416","","","","","","","","","","0.4995","0.4995","0.4995"
"44422","","","","","","","","","","0.5075","0.5075","0.5075"
"44427","","","","0.6445","0.6445","0.6445","","","","","",""
"44428","","","","0.63","0.63","0.63","","","","0.331","0.331","0.331"
"44429","","","","0.667","0.667","0.667","","","","","",""
"44432","","","","","","","","","","0.402","0.402","0.402"
"44433","0.362","0.362","0.362","","","","0.3885","0.3885","0.3885","","",""
"44435","","","","0.7315","0.7315","0.7315","","","","","",""
"44438","","","","","","","","","","0.4155","0.4155","0.4155"
"44442","0.392","0.392","0.392","0.66","0.66","0.66","0.412","0.412","0.412","","",""
"44443","","","","","","","","","","0.416","0.416","0.416"
"44446","0.392","0.392","0.392","0.7255","0.7255","0.7255","0.4175","0.4175","0.4175","","",""
"44450","0.016","0.016","0.016","0","0","0","0.013","0.013","0.013","","",""
"44451","","","","","","","","","","0.319","0.319","0.319"
"44452","0.26","0.26","0.26","0.759","0.759","0.759","0.2465","0.2465","0.2465","0.3645","0.3645","0.3645"
"44453","0.3435","0.3435","0.3435","","","","0.3275","0.3275","0.3275","","",""
"44456","","","","0.768","0.768","0.768","","","","","",""
"44457","","","","","","","","","","0.481","0.481","0.481"
"44458","0.4675","0.4675","0.4675","","","","0.464","0.464","0.464","","",""
"44460","","","","0.786","0.786","0.786","","","","","",""
"44461","0.4825","0.4825","0.4825","","","","0.487","0.487","0.487","","",""
"44463","","","","0.7915","0.7915","0.7915","","","","0.5145","0.5145","0.5145"
"44464","0.483","0.483","0.483","","","","0.4965","0.4965","0.4965","","",""
"44468","","","","","","","","","","0.5275","0.5275","0.5275"
"44474","0.5055","0.5055","0.5055","","","","0.507","0.507","0.507","","",""
"44475","","","","","","","","","","0.0125","0.0125","0.0125"
"44477","","","","","","","","","","0.285","0.285","0.285"
"44480","","","","","","","","","","0.373","0.373","0.373"
"44481","","","","","","","","","","0.3875","0.3875","0.3875"
"44482","","","","0.726","0.726","0.726","","","","","",""
"44486","0.3895","0.3895","0.3895","0.706","0.706","0.706","0.3965","0.3965","0.3965","","",""
"44488","","","","0.7405","0.7405","0.7405","","","","","",""
"44492","0.4015","0.4015","0.4015","","","","0.411","0.411","0.411","","",""
"44494","","","","0.747","0.747","0.747","","","","","",""
"44496","0.405","0.405","0.405","","","","0.416","0.416","0.416","0.439","0.439","0.439"
"44502","","","","","","","","","","0.3555","0.3555","0.3555"
"44505","","","","0.8035","0.8035","0.8035","","","","","",""
"44507","","","","0.801","0.801","0.801","","","","0.4595","0.4595","0.4595"
"44510","0.4545","0.4545","0.4545","","","","0.4505","0.4505","0.4505","","",""
"44512","","","","0.8025","0.8025","0.8025","","","","","",""
"44513","","","","0.796","0.796","0.796","","","","","",""
"44514","0.4655","0.4655","0.4655","","","","0.459","0.459","0.459","","",""
"44516","0.473","0.473","0.473","","","","0.4595","0.4595","0.4595","","",""
"44518","","","","0.8375","0.8375","0.8375","","","","","",""
"44519","","","","0.8135","0.8135","0.8135","","","","","",""
"44521","","","","","","","","","","0.5","0.5","0.5"
"44523","0.4815","0.4815","0.4815","","","","0.476","0.476","0.476","","",""
"44526","","","","0.7765","0.7765","0.7765","","","","","",""
"44527","0.221","0.221","0.221","","","","0.236","0.236","0.236","","",""
"44528","0.314","0.314","0.314","0.728","0.728","0.728","0.317","0.317","0.317","","",""
"44529","","","","0.767","0.767","0.767","","","","","",""
"44531","0.417","0.417","0.417","0.7545","0.7545","0.7545","0.404","0.404","0.404","","",""
"44533","0.43","0.43","0.43","0.7645","0.7645","0.7645","0.4325","0.4325","0.4325","","",""
"44535","","","","","","","","","","0.4795","0.4795","0.4795"
"44539","","","","0.768","0.768","0.768","","","","","",""
"44540","","","","","","","","","","0.483","0.483","0.483"
"44543","0.4585","0.4585","0.4585","0.813","0.813","0.813","0.466","0.466","0.466","","",""
"44547","","","","","","","","","","0.489","0.489","0.489"
"44548","0.465","0.465","0.465","","","","0.472","0.472","0.472","","",""
"44549","","","","","","","","","","0.4865","0.4865","0.4865"
"44551","","","","","","","","","","0.214","0.214","0.214"
"44553","","","","","","","","","","0.294","0.294","0.294"
"44554","","","","","","","","","","0.3245","0.3245","0.3245"
"44556","","","","0.794","0.794","0.794","","","","","",""
"44560","0.3745","0.3745","0.3745","","","","0.3675","0.3675","0.3675","0.3875","0.3875","0.3875"
"44562","0.3775","0.3775","0.3775","","","","0.3695","0.3695","0.3695","","",""
"44564","","","","0.8355","0.8355","0.8355","","","","","",""
"44565","0.379","0.379","0.379","","","","0.3715","0.3715","0.3715","","",""
"44566","","","","0.793","0.793","0.793","","","","","",""
"44569","","","","0.823","0.823","0.823","","","","","",""
"44570","","","","0.834","0.834","0.834","","","","0.412","0.412","0.412"
"44573","","","","","","","","","","0.4085","0.4085","0.4085"
"44578","","","","0.787","0.787","0.787","","","","","",""
"44580","","","","","","","","","","0.4405","0.4405","0.4405"
"44582","0.4465","0.4465","0.4465","","","","0.4515","0.4515","0.4515","","",""
"44583","","","","","","","","","","0.474","0.474","0.474"
"44590","","","","","","","","","","0.4975","0.4975","0.4975"
"44591","0.479","0.479","0.479","","","","0.4735","0.4735","0.4735","","",""
"44592","","","","","","","","","","0.508","0.508","0.508"
"44600","0.0105","0.0105","0.0105","","","","0.016","0.016","0.016","","",""
"44602","0.289","0.289","0.289","","","","0.2825","0.2825","0.2825","","",""
"44603","","","","","","","","","","0.3815","0.3815","0.3815"
"44604","","","","0.7025","0.7025","0.7025","","","","0.414","0.414","0.414"
"44606","","","","0.7425","0.7425","0.7425","","","","","",""
"44607","","","","0.7215","0.7215","0.7215","","","","","",""
"44614","","","","0.7795","0.7795","0.7795","","","","","",""
"44618","0.471","0.471","0.471","","","","0.473","0.473","0.473","0.4965","0.4965","0.4965"
"44619","","","","","","","","","","0.5","0.5","0.5"
"44623","","","","0.7535","0.7535","0.7535","","","","","",""
"44628","","","","0.7465","0.7465","0.7465","","","","","",""
"44630","0.3795","0.3795","0.3795","","","","0.4205","0.4205","0.4205","","",""
"44632","","","","","","","","","","0.4535","0.4535","0.4535"
"44634","0.4145","0.4145","0.4145","","","","0.458","0.458","0.458","","",""
"44635","","","","","","","","","","0.4655","0.4655","0.4655"
"44637","","","","0.761","0.761","0.761","","","","","",""
"44638","","","","0.7735","0.7735","0.7735","","","","","",""
"44642","","","","","","","","","","0.478","0.478","0.478"
"44644","","","","","","","","","","0.477","0.477","0.477"
"44646","","","","","","","","","","0.479","0.479","0.479"
"44649","","","","","","","","","","0.474","0.474","0.474"
"44650","0.006","0.006","0.006","","","","0.008","0.008","0.008","","",""
"44652","","","","","","","","","","0.276","0.276","0.276"
"44653","0.3115","0.3115","0.3115","0.713","0.713","0.713","0.3045","0.3045","0.3045","","",""
"44656","","","","","","","","","","0.411","0.411","0.411"
"44659","","","","","","","","","","0.4325","0.4325","0.4325"
"44660","","","","0.727","0.727","0.727","","","","","",""
"44662","","","","0.686","0.686","0.686","","","","","",""
"44665","","","","0.766","0.766","0.766","","","","0.4655","0.4655","0.4655"
"44666","0.419","0.419","0.419","","","","0.4245","0.4245","0.4245","","",""
"44667","0.4185","0.4185","0.4185","","","","0.4245","0.4245","0.4245","0.467","0.467","0.467"
"44668","0.4205","0.4205","0.4205","","","","0.428","0.428","0.428","","",""
"44669","","","","0.8055","0.8055","0.8055","","","","","",""
"44675","","","","0","0","0","","","","","",""
"44676","0.1655","0.1655","0.1655","","","","0.177","0.177","0.177","","",""
"44677","0.2585","0.2585","0.2585","","","","0.2865","0.2865","0.2865","","",""
"44680","0.432","0.432","0.432","","","","0.423","0.423","0.423","","",""
"44681","","","","","","","","","","0.4945","0.4945","0.4945"
"44682","","","","0.77","0.77","0.77","","","","0.505","0.505","0.505"
"44689","","","","0.794","0.794","0.794","","","","","",""
"44690","","","","0.7735","0.7735","0.7735","","","","0.533","0.533","0.533"
"44693","","","","0.8095","0.8095","0.8095","","","","","",""
"44695","0.5035","0.5035","0.5035","","","","0.4975","0.4975","0.4975","","",""
"44696","0.5075","0.5075","0.5075","","","","0.492","0.492","0.492","","",""
"44697","","","","0.8085","0.8085","0.8085","","","","","",""
"44698","0.5085","0.5085","0.5085","","","","0.498","0.498","0.498","","",""
"44700","","","","","","","","","","0.012","0.012","0.012"
"44702","","","","0.776","0.776","0.776","","","","","",""
"44705","","","","","","","","","","0.402","0.402","0.402"
"44707","","","","0.832","0.832","0.832","","","","","",""
"44708","","","","0.791","0.791","0.791","","","","","",""
"44709","","","","","","","","","","0.431","0.431","0.431"
"44712","","","","","","","","","","0.4405","0.4405","0.4405"
"44715","","","","","","","","","","0.446","0.446","0.446"
"44716","","","","0.8025","0.8025","0.8025","","","","","",""
"44717","0.45","0.45","0.45","","","","0.4425","0.4425","0.4425","0.448","0.448","0.448"
"44719","0.447","0.447","0.447","0.804","0.804","0.804","0.447","0.447","0.447","","",""
"44720","","","","0.783","0.783","0.783","","","","","",""
"44722","","","","0.807","0.807","0.807","","","","","",""
"44726","","","","","","","","","","0.2565","0.2565","0.2565"
"44728","0.307","0.307","0.307","","","","0.289","0.289","0.289","","",""
"44735","","","","0.7515","0.7515","0.7515","","","","","",""
"44736","","","","","","","","","","0.4255","0.4255","0.4255"
"44737","","","","","","","","","","0.423","0.423","0.423"
"44738","","","","","","","","","","0.433","0.433","0.433"
"44739","","","","0.7615","0.7615","0.7615","","","","0.4275","0.4275","0.4275"
"44742","0.434","0.434","0.434","","","","0.402","0.402","0.402","","",""
"44750","0.004","0.004","0.004","0","0","0","0.007","0.007","0.007","","",""
"44755","","","","","","","","","","0.3715","0.3715","0.3715"
"44757","0.338","0.338","0.338","","","","0.345","0.345","0.345","","",""
"44760","0.36","0.36","0.36","","","","0.355","0.355","0.355","","",""
"44761","","","","","","","","","","0.3965","0.3965","0.3965"
"44762","","","","0.71","0.71","0.71","","","","","",""
"44763","0.3725","0.3725","0.3725","","","","0.3605","0.3605","0.3605","","",""
"44766","0.38","0.38","0.38","","","","0.369","0.369","0.369","","",""
"44767","","","","","","","","","","0.402","0.402","0.402"
"44769","","","","0.6875","0.6875","0.6875","","","","","",""
"44775","","","","","","","","","","0.0515","0.0515","0.0515"
"44779","0.3775","0.3775","0.3775","0.7365","0.7365","0.7365","0.3735","0.3735","0.3735","","",""
"44781","0.4165","0.4165","0.4165","","","","0.4115","0.4115","0.4115","","",""
"44782","0.4245","0.4245","0.4245","","","","0.4185","0.4185","0.4185","0.452","0.452","0.452"
"44784","","","","0.751","0.751","0.751","","","","","",""
"44785","","","","0.758","0.758","0.758","","","","","",""
"44788","","","","","","","","","","0.471","0.471","0.471"
"44791","0.456","0.456","0.456","","","","0.4555","0.4555","0.4555","","",""
"44792","","","","0.765","0.765","0.765","","","","","",""
"44794","","","","","","","","","","0.4835","0.4835","0.4835"
"44795","0.456","0.456","0.456","","","","0.454","0.454","0.454","0.4905","0.4905","0.4905"
"44797","","","","0.7665","0.7665","0.7665","","","","","",""
"44800","","","","0","0","0","","","","","",""
"44802","","","","0.7145","0.7145","0.7145","","","","0.3285","0.3285","0.3285"
"44805","","","","0.709","0.709","0.709","","","","","",""
"44808","","","","0.704","0.704","0.704","","","","","",""
"44810","0.4305","0.4305","0.4305","","","","0.4405","0.4405","0.4405","","",""
"44817","0.442","0.442","0.442","0.798","0.798","0.798","0.4555","0.4555","0.4555","","",""
"44819","0.446","0.446","0.446","","","","0.464","0.464","0.464","","",""
"44821","","","","","","","","","","0.4895","0.4895","0.4895"
"44822","0.45","0.45","0.45","","","","0.4635","0.4635","0.4635","0.4875","0.4875","0.4875"
"44823","","","","","","","","","","0.4905","0.4905","0.4905"
"44824","","","","0.791","0.791","0.791","","","","","",""
"44827","","","","0.734","0.734","0.734","","","","","",""
"44828","0.2955","0.2955","0.2955","","","","0.2935","0.2935","0.2935","","",""
"44829","","","","0.7545","0.7545","0.7545","","","","","",""
"44834","0.4075","0.4075","0.4075","","","","0.3915","0.3915","0.3915","0.428","0.428","0.428"
"44835","0.411","0.411","0.411","","","","0.4005","0.4005","0.4005","","",""
"44836","","","","0.76","0.76","0.76","","","","0.4385","0.4385","0.4385"
"44837","","","","","","","","","","0.426","0.426","0.426"
"44839","","","","0.779","0.779","0.779","","","","","",""
"44840","0.419","0.419","0.419","","","","0.407","0.407","0.407","","",""
"44842","","","","0.769","0.769","0.769","","","","0.4435","0.4435","0.4435"
"44845","","","","","","","","","","0.435","0.435","0.435"
"44846","","","","0.768","0.768","0.768","","","","","",""
"44849","","","","","","","","","","0.4485","0.4485","0.4485"
"44851","","","","","","","","","","0.2735","0.2735","0.2735"
"44856","","","","0.822","0.822","0.822","","","","","",""
"44860","","","","","","","","","","0.456","0.456","0.456"
"44862","","","","","","","","","","0.461","0.461","0.461"
"44864","0.4385","0.4385","0.4385","","","","0.4325","0.4325","0.4325","","",""
"44865","","","","0.8225","0.8225","0.8225","","","","","",""
"44867","0.4425","0.4425","0.4425","","","","0.435","0.435","0.435","","",""
"44868","","","","","","","","","","0.468","0.468","0.468"
"44874","","","","0.8195","0.8195","0.8195","","","","","",""
"44879","0.362","0.362","0.362","","","","0.358","0.358","0.358","","",""
"44885","0.416","0.416","0.416","","","","0.4095","0.4095","0.4095","","",""
"44886","","","","","","","","","","0.4465","0.4465","0.4465"
"44887","","","","","","","","","","0.446","0.446","0.446"
"44888","","","","0.7445","0.7445","0.7445","","","","","",""
"44889","0.4245","0.4245","0.4245","","","","0.4155","0.4155","0.4155","","",""
"44892","0.431","0.431","0.431","","","","0.4295","0.4295","0.4295","","",""
"44899","","","","","","","","","","0.451","0.451","0.451"
"44900","","","","0","0","0","","","","","",""
"44901","","","","","","","","","","0.249","0.249","0.249"
"44902","0.2055","0.2055","0.2055","0.7845","0.7845","0.7845","0.213","0.213","0.213","0.289","0.289","0.289"
"44904","0.334","0.334","0.334","0.79","0.79","0.79","0.3365","0.3365","0.3365","","",""
"44908","","","","0.801","0.801","0.801","","","","","",""
"44909","","","","","","","","","","0.432","0.432","0.432"
"44910","","","","0.8105","0.8105","0.8105","","","","","",""
"44913","0.4205","0.4205","0.4205","","","","0.4265","0.4265","0.4265","","",""
"44918","","","","0.821","0.821","0.821","","","","","",""
"44922","","","","","","","","","","0.445","0.445","0.445"
"44923","","","","0.8255","0.8255","0.8255","","","","0.4455","0.4455","0.4455"
"44924","","","","0.83","0.83","0.83","","","","","",""
"44926","","","","0.796","0.796","0.796","","","","0.3305","0.3305","0.3305"
"44930","0.371","0.371","0.371","","","","0.4225","0.4225","0.4225","0.4425","0.4425","0.4425"
"44933","","","","","","","","","","0.4885","0.4885","0.4885"
"44936","0.441","0.441","0.441","","","","0.4605","0.4605","0.4605","","",""
"44943","","","","0.8285","0.8285","0.8285","","","","0.515","0.515","0.515"
"44944","","","","0.835","0.835","0.835","","","","","",""
"44945","0.459","0.459","0.459","0.836","0.836","0.836","0.4725","0.4725","0.4725","","",""
"44949","0.464","0.464","0.464","","","","0.4815","0.4815","0.4815","0.5145","0.5145","0.5145"
"44950","0.0375","0.0375","0.0375","","","","0.0375","0.0375","0.0375","","",""
"44953","0.305","0.305","0.305","0.752","0.752","0.752","0.314","0.314","0.314","","",""
"44954","0.349","0.349","0.349","","","","0.3495","0.3495","0.3495","","",""
"44956","","","","0.7755","0.7755","0.7755","","","","","",""
"44958","0.3905","0.3905","0.3905","0.7765","0.7765","0.7765","0.397","0.397","0.397","0.44","0.44","0.44"
"44966","0.4125","0.4125","0.4125","","","","0.4195","0.4195","0.4195","","",""
"44974","","","","","","","","","","0.4755","0.4755","0.4755"
"44977","0.198","0.198","0.198","","","","0.2005","0.2005","0.2005","","",""
"44980","0.3665","0.3665","0.3665","","","","0.3785","0.3785","0.3785","0.4095","0.4095","0.4095"
"44982","0.3955","0.3955","0.3955","","","","0.4065","0.4065","0.4065","0.43","0.43","0.43"
"44983","","","","0.7805","0.7805","0.7805","","","","","",""
"44984","0.411","0.411","0.411","","","","0.4265","0.4265","0.4265","","",""
"44987","","","","0.797","0.797","0.797","","","","","",""
"44989","0.4375","0.4375","0.4375","","","","0.4415","0.4415","0.4415","","",""
"44990","0.436","0.436","0.436","","","","0.446","0.446","0.446","","",""
"44991","","","","","","","","","","0.4555","0.4555","0.4555"
"44994","0.4445","0.4445","0.4445","","","","0.4545","0.4545","0.4545","0.4665","0.4665","0.4665"
"44995","0.4485","0.4485","0.4485","","","","0.4565","0.4565","0.4565","0.47","0.47","0.47"
"44998","","","","0.8185","0.8185","0.8185","","","","","",""
"45000","","","","","","","","","","0.04","0.04","0.04"
"45006","","","","","","","","","","0.449","0.449","0.449"
"45007","0.4035","0.4035","0.4035","","","","0.418","0.418","0.418","0.4535","0.4535","0.4535"
"45019","","","","","","","","","","0.481","0.481","0.481"
"45020","","","","0.7515","0.7515","0.7515","","","","","",""
"45027","0.206","0.206","0.206","","","","0.2265","0.2265","0.2265","0.3245","0.3245","0.3245"
"45028","","","","0.8125","0.8125","0.8125","","","","","",""
"45030","0.4145","0.4145","0.4145","","","","0.4115","0.4115","0.4115","0.439","0.439","0.439"
"45032","","","","","","","","","","0.474","0.474","0.474"
"45035","","","","0.869","0.869","0.869","","","","","",""
"45045","0.5175","0.5175","0.5175","","","","0.5035","0.5035","0.5035","","",""
"45046","","","","","","","","","","0.5465","0.5465","0.5465"
"45047","","","","","","","","","","0.54","0.54","0.54"
"45052","","","","0.7515","0.7515","0.7515","","","","","",""
"45056","","","","0.73","0.73","0.73","","","","","",""
"45060","0.3745","0.3745","0.3745","","","","0.3645","0.3645","0.3645","0.4175","0.4175","0.4175"
"45067","0.396","0.396","0.396","","","","0.3815","0.3815","0.3815","","",""
"45068","","","","0.811","0.811","0.811","","","","","",""
"45072","","","","0.791","0.791","0.791","","","","","",""
"45073","0.4035","0.4035","0.4035","","","","0.3895","0.3895","0.3895","0.4205","0.4205","0.4205"
"45075","","","","","","","","","","0.0075","0.0075","0.0075"
"45078","0.2845","0.2845","0.2845","","","","0.2625","0.2625","0.2625","","",""
"45080","","","","0.726","0.726","0.726","","","","0.3465","0.3465","0.3465"
"45083","0.375","0.375","0.375","","","","0.3725","0.3725","0.3725","","",""
"45086","","","","0.767","0.767","0.767","","","","","",""
"45088","","","","0.767","0.767","0.767","","","","","",""
"45092","0.407","0.407","0.407","0.773","0.773","0.773","0.3955","0.3955","0.3955","","",""
"45094","","","","0.7845","0.7845","0.7845","","","","","",""
"45098","","","","0.781","0.781","0.781","","","","","",""
"45099","0.4145","0.4145","0.4145","","","","0.404","0.404","0.404","","",""
"45103","","","","0.8005","0.8005","0.8005","","","","","",""
"45107","","","","0.8205","0.8205","0.8205","","","","","",""
"45109","","","","0.8105","0.8105","0.8105","","","","","",""
"45114","0.406","0.406","0.406","0.825","0.825","0.825","0.4005","0.4005","0.4005","0.449","0.449","0.449"
"45115","0.405","0.405","0.405","","","","0.4015","0.4015","0.4015","","",""
"45116","","","","0.834","0.834","0.834","","","","","",""
"45117","","","","","","","","","","0.453","0.453","0.453"
"45118","","","","0.801","0.801","0.801","","","","0.457","0.457","0.457"
"45120","","","","","","","","","","0.46","0.46","0.46"
"45124","","","","","","","","","","0.456","0.456","0.456"
"45127","","","","0.7365","0.7365","0.7365","","","","0.342","0.342","0.342"
"45131","0.4065","0.4065","0.4065","","","","0.4135","0.4135","0.4135","","",""
"45133","","","","0.774","0.774","0.774","","","","","",""
"45135","","","","","","","","","","0.4685","0.4685","0.4685"
"45138","0.4575","0.4575","0.4575","0.8145","0.8145","0.8145","0.459","0.459","0.459","","",""
"45139","","","","0.806","0.806","0.806","","","","","",""
"45141","0.4635","0.4635","0.4635","","","","0.4655","0.4655","0.4655","0.49","0.49","0.49"
"45145","","","","","","","","","","0.491","0.491","0.491"
"45148","","","","","","","","","","0.4975","0.4975","0.4975"
"45151","0.102","0.102","0.102","","","","0.1015","0.1015","0.1015","","",""
"45152","","","","","","","","","","0.302","0.302","0.302"
"45153","","","","0.7825","0.7825","0.7825","","","","","",""
"45155","0.363","0.363","0.363","","","","0.366","0.366","0.366","","",""
"45156","","","","0.789","0.789","0.789","","","","","",""
"45159","","","","0.795","0.795","0.795","","","","","",""
"45162","","","","","","","","","","0.476","0.476","0.476"
"45166","","","","","","","","","","0.4775","0.4775","0.4775"
"45169","","","","0.8205","0.8205","0.8205","","","","","",""
"45170","0.43","0.43","0.43","","","","0.426","0.426","0.426","","",""
"45172","0.4275","0.4275","0.4275","","","","0.43","0.43","0.43","","",""
"45174","0.429","0.429","0.429","0.8005","0.8005","0.8005","0.431","0.431","0.431","0.4975","0.4975","0.4975"
"45176","","","","0.7345","0.7345","0.7345","","","","","",""
"45178","0.369","0.369","0.369","","","","0.386","0.386","0.386","","",""
"45179","","","","0.77","0.77","0.77","","","","","",""
