"Step","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"5197","","","","0.4925","0.4925","0.4925","0.502","0.502","0.502"
"5198","","","","0.493","0.493","0.493","0.511","0.511","0.511"
"5199","","","","0.492","0.492","0.492","0.51","0.51","0.51"
"5200","","","","0.2135","0.2135","0.2135","0.1975","0.1975","0.1975"
"5201","","","","0.32","0.32","0.32","0.3475","0.3475","0.3475"
"5202","","","","0.3805","0.3805","0.3805","0.4205","0.4205","0.4205"
"5203","","","","0.41","0.41","0.41","0.452","0.452","0.452"
"5204","","","","0.4275","0.4275","0.4275","0.4705","0.4705","0.4705"
"5205","","","","0.441","0.441","0.441","0.484","0.484","0.484"
"5206","","","","0.45","0.45","0.45","0.491","0.491","0.491"
"5207","","","","0.4575","0.4575","0.4575","0.4905","0.4905","0.4905"
"5208","","","","0.457","0.457","0.457","0.4955","0.4955","0.4955"
"5209","","","","0.461","0.461","0.461","0.4935","0.4935","0.4935"
"5210","","","","0.4675","0.4675","0.4675","0.4905","0.4905","0.4905"
"5211","","","","0.4675","0.4675","0.4675","0.486","0.486","0.486"
"5212","","","","0.471","0.471","0.471","0.485","0.485","0.485"
"5213","","","","0.4715","0.4715","0.4715","0.4945","0.4945","0.4945"
"5214","","","","0.4725","0.4725","0.4725","0.493","0.493","0.493"
"5215","","","","0.4725","0.4725","0.4725","0.493","0.493","0.493"
"5216","","","","0.4765","0.4765","0.4765","0.489","0.489","0.489"
"5217","","","","0.477","0.477","0.477","0.489","0.489","0.489"
"5218","","","","0.4835","0.4835","0.4835","0.4885","0.4885","0.4885"
"5219","","","","0.4825","0.4825","0.4825","0.486","0.486","0.486"
"5220","","","","0.4815","0.4815","0.4815","0.4925","0.4925","0.4925"
"5221","","","","0.4895","0.4895","0.4895","0.491","0.491","0.491"
"5222","","","","0.486","0.486","0.486","0.4985","0.4985","0.4985"
"5223","","","","0.49","0.49","0.49","0.496","0.496","0.496"
"5224","","","","0.49","0.49","0.49","0.497","0.497","0.497"
"5225","","","","0.12","0.12","0.12","0.094","0.094","0.094"
"5226","","","","0.311","0.311","0.311","0.2925","0.2925","0.2925"
"5227","","","","0.3915","0.3915","0.3915","0.4","0.4","0.4"
"5228","","","","0.4205","0.4205","0.4205","0.437","0.437","0.437"
"5229","","","","0.441","0.441","0.441","0.455","0.455","0.455"
"5230","","","","0.451","0.451","0.451","0.4685","0.4685","0.4685"
"5231","","","","0.4595","0.4595","0.4595","0.4725","0.4725","0.4725"
"5232","","","","0.4685","0.4685","0.4685","0.48","0.48","0.48"
"5233","","","","0.4705","0.4705","0.4705","0.4805","0.4805","0.4805"
"5234","","","","0.4725","0.4725","0.4725","0.482","0.482","0.482"
"5235","","","","0.4765","0.4765","0.4765","0.483","0.483","0.483"
"5236","","","","0.477","0.477","0.477","0.49","0.49","0.49"
"5237","","","","0.4795","0.4795","0.4795","0.488","0.488","0.488"
"5238","","","","0.4805","0.4805","0.4805","0.49","0.49","0.49"
"5239","","","","0.4835","0.4835","0.4835","0.4895","0.4895","0.4895"
"5240","","","","0.483","0.483","0.483","0.4905","0.4905","0.4905"
"5241","","","","0.484","0.484","0.484","0.4845","0.4845","0.4845"
"5242","","","","0.484","0.484","0.484","0.4895","0.4895","0.4895"
"5243","","","","0.4835","0.4835","0.4835","0.4875","0.4875","0.4875"
"5244","","","","0.4855","0.4855","0.4855","0.493","0.493","0.493"
"5245","","","","0.486","0.486","0.486","0.4925","0.4925","0.4925"
"5246","","","","0.485","0.485","0.485","0.4815","0.4815","0.4815"
"5247","","","","0.4865","0.4865","0.4865","0.489","0.489","0.489"
"5248","","","","0.487","0.487","0.487","0.4865","0.4865","0.4865"
"5249","","","","0.492","0.492","0.492","0.4895","0.4895","0.4895"
"5250","","","","0.094","0.094","0.094","0.0975","0.0975","0.0975"
"5251","","","","0.287","0.287","0.287","0.295","0.295","0.295"
"5252","","","","0.3835","0.3835","0.3835","0.3845","0.3845","0.3845"
"5253","","","","0.407","0.407","0.407","0.424","0.424","0.424"
"5254","","","","0.4335","0.4335","0.4335","0.459","0.459","0.459"
"5255","","","","0.4425","0.4425","0.4425","0.4705","0.4705","0.4705"
"5256","","","","0.4495","0.4495","0.4495","0.4855","0.4855","0.4855"
"5257","","","","0.4555","0.4555","0.4555","0.4925","0.4925","0.4925"
"5258","","","","0.461","0.461","0.461","0.494","0.494","0.494"
"5259","","","","0.466","0.466","0.466","0.495","0.495","0.495"
"5260","","","","0.4705","0.4705","0.4705","0.4925","0.4925","0.4925"
"5261","","","","0.472","0.472","0.472","0.498","0.498","0.498"
"5262","","","","0.473","0.473","0.473","0.495","0.495","0.495"
"5263","","","","0.4765","0.4765","0.4765","0.4955","0.4955","0.4955"
"5264","","","","0.479","0.479","0.479","0.492","0.492","0.492"
"5265","","","","0.481","0.481","0.481","0.4995","0.4995","0.4995"
"5266","","","","0.48","0.48","0.48","0.499","0.499","0.499"
"5267","","","","0.4815","0.4815","0.4815","0.505","0.505","0.505"
"5268","","","","0.4835","0.4835","0.4835","0.5015","0.5015","0.5015"
"5269","","","","0.4825","0.4825","0.4825","0.5","0.5","0.5"
"5270","","","","0.4845","0.4845","0.4845","0.498","0.498","0.498"
"5271","","","","0.4875","0.4875","0.4875","0.5005","0.5005","0.5005"
"5272","","","","0.4865","0.4865","0.4865","0.5055","0.5055","0.5055"
"5273","","","","0.492","0.492","0.492","0.4995","0.4995","0.4995"
"5274","","","","0.4915","0.4915","0.4915","0.5","0.5","0.5"
"5275","","","","0.1255","0.1255","0.1255","0.11","0.11","0.11"
"5276","","","","0.325","0.325","0.325","0.351","0.351","0.351"
"5277","","","","0.3995","0.3995","0.3995","0.4205","0.4205","0.4205"
"5278","","","","0.439","0.439","0.439","0.452","0.452","0.452"
"5279","","","","0.4585","0.4585","0.4585","0.4745","0.4745","0.4745"
"5280","","","","0.474","0.474","0.474","0.484","0.484","0.484"
"5281","","","","0.481","0.481","0.481","0.4875","0.4875","0.4875"
"5282","","","","0.4855","0.4855","0.4855","0.493","0.493","0.493"
"5283","","","","0.4895","0.4895","0.4895","0.499","0.499","0.499"
"5284","","","","0.4875","0.4875","0.4875","0.501","0.501","0.501"
"5285","","","","0.49","0.49","0.49","0.5005","0.5005","0.5005"
"5286","","","","0.4925","0.4925","0.4925","0.503","0.503","0.503"
"5287","","","","0.4935","0.4935","0.4935","0.5","0.5","0.5"
"5288","","","","0.4965","0.4965","0.4965","0.4965","0.4965","0.4965"
"5289","","","","0.4945","0.4945","0.4945","0.502","0.502","0.502"
"5290","","","","0.4995","0.4995","0.4995","0.5025","0.5025","0.5025"
"5291","","","","0.496","0.496","0.496","0.5015","0.5015","0.5015"
"5292","","","","0.5","0.5","0.5","0.506","0.506","0.506"
"5293","","","","0.499","0.499","0.499","0.504","0.504","0.504"
"5294","","","","0.4985","0.4985","0.4985","0.505","0.505","0.505"
"5295","","","","0.5035","0.5035","0.5035","0.501","0.501","0.501"
"5296","","","","0.502","0.502","0.502","0.507","0.507","0.507"
"5297","","","","0.499","0.499","0.499","0.5065","0.5065","0.5065"
"5298","","","","0.5045","0.5045","0.5045","0.5045","0.5045","0.5045"
"5299","","","","0.504","0.504","0.504","0.507","0.507","0.507"
"5300","","","","0.061","0.061","0.061","0.0685","0.0685","0.0685"
"5301","","","","0.286","0.286","0.286","0.3115","0.3115","0.3115"
"5302","","","","0.3555","0.3555","0.3555","0.382","0.382","0.382"
"5303","","","","0.3955","0.3955","0.3955","0.4135","0.4135","0.4135"
"5304","","","","0.4185","0.4185","0.4185","0.4315","0.4315","0.4315"
"5305","","","","0.4255","0.4255","0.4255","0.448","0.448","0.448"
"5306","","","","0.4345","0.4345","0.4345","0.4525","0.4525","0.4525"
"5307","","","","0.438","0.438","0.438","0.4615","0.4615","0.4615"
"5308","","","","0.4415","0.4415","0.4415","0.462","0.462","0.462"
"5309","","","","0.443","0.443","0.443","0.4655","0.4655","0.4655"
"5310","","","","0.4445","0.4445","0.4445","0.4775","0.4775","0.4775"
"5311","","","","0.451","0.451","0.451","0.4755","0.4755","0.4755"
"5312","","","","0.4575","0.4575","0.4575","0.478","0.478","0.478"
"5313","","","","0.455","0.455","0.455","0.4815","0.4815","0.4815"
"5314","","","","0.462","0.462","0.462","0.4835","0.4835","0.4835"
"5315","","","","0.4575","0.4575","0.4575","0.4845","0.4845","0.4845"
"5316","","","","0.465","0.465","0.465","0.4875","0.4875","0.4875"
"5317","","","","0.4645","0.4645","0.4645","0.487","0.487","0.487"
"5318","","","","0.467","0.467","0.467","0.489","0.489","0.489"
"5319","","","","0.4685","0.4685","0.4685","0.486","0.486","0.486"
"5320","","","","0.473","0.473","0.473","0.496","0.496","0.496"
"5321","","","","0.4745","0.4745","0.4745","0.492","0.492","0.492"
"5322","","","","0.4735","0.4735","0.4735","0.4905","0.4905","0.4905"
"5323","","","","0.4745","0.4745","0.4745","0.492","0.492","0.492"
"5324","","","","0.4775","0.4775","0.4775","0.493","0.493","0.493"
"5325","","","","0.11","0.11","0.11","0.115","0.115","0.115"
"5326","","","","0.2535","0.2535","0.2535","0.262","0.262","0.262"
"5327","","","","0.3275","0.3275","0.3275","0.3295","0.3295","0.3295"
"5328","","","","0.361","0.361","0.361","0.375","0.375","0.375"
"5329","","","","0.379","0.379","0.379","0.3875","0.3875","0.3875"
"5330","","","","0.381","0.381","0.381","0.395","0.395","0.395"
"5331","","","","0.387","0.387","0.387","0.4035","0.4035","0.4035"
"5332","","","","0.3965","0.3965","0.3965","0.4065","0.4065","0.4065"
"5333","","","","0.3975","0.3975","0.3975","0.4145","0.4145","0.4145"
"5334","","","","0.4025","0.4025","0.4025","0.415","0.415","0.415"
"5335","","","","0.407","0.407","0.407","0.418","0.418","0.418"
"5336","","","","0.413","0.413","0.413","0.4255","0.4255","0.4255"
"5337","","","","0.4125","0.4125","0.4125","0.421","0.421","0.421"
"5338","","","","0.4115","0.4115","0.4115","0.4185","0.4185","0.4185"
"5339","","","","0.4125","0.4125","0.4125","0.421","0.421","0.421"
"5340","","","","0.417","0.417","0.417","0.42","0.42","0.42"
"5341","","","","0.4185","0.4185","0.4185","0.419","0.419","0.419"
"5342","","","","0.421","0.421","0.421","0.422","0.422","0.422"
"5343","","","","0.422","0.422","0.422","0.424","0.424","0.424"
"5344","","","","0.425","0.425","0.425","0.423","0.423","0.423"
"5345","","","","0.4235","0.4235","0.4235","0.421","0.421","0.421"
"5346","","","","0.418","0.418","0.418","0.429","0.429","0.429"
"5347","","","","0.4225","0.4225","0.4225","0.426","0.426","0.426"
"5348","","","","0.426","0.426","0.426","0.4305","0.4305","0.4305"
"5349","","","","0.4215","0.4215","0.4215","0.419","0.419","0.419"
"5350","","","","0.1325","0.1325","0.1325","0.1115","0.1115","0.1115"
"5351","","","","0.2925","0.2925","0.2925","0.314","0.314","0.314"
"5352","","","","0.3675","0.3675","0.3675","0.366","0.366","0.366"
"5353","","","","0.404","0.404","0.404","0.406","0.406","0.406"
"5354","","","","0.4215","0.4215","0.4215","0.421","0.421","0.421"
"5355","","","","0.426","0.426","0.426","0.4325","0.4325","0.4325"
"5356","","","","0.4315","0.4315","0.4315","0.443","0.443","0.443"
"5357","","","","0.4375","0.4375","0.4375","0.45","0.45","0.45"
"5358","","","","0.4485","0.4485","0.4485","0.4595","0.4595","0.4595"
"5359","","","","0.4465","0.4465","0.4465","0.461","0.461","0.461"
"5360","","","","0.4535","0.4535","0.4535","0.464","0.464","0.464"
"5361","","","","0.455","0.455","0.455","0.464","0.464","0.464"
"5362","","","","0.4565","0.4565","0.4565","0.4605","0.4605","0.4605"
"5363","","","","0.462","0.462","0.462","0.466","0.466","0.466"
"5364","","","","0.463","0.463","0.463","0.469","0.469","0.469"
"5365","","","","0.4675","0.4675","0.4675","0.467","0.467","0.467"
"5366","","","","0.4675","0.4675","0.4675","0.462","0.462","0.462"
"5367","","","","0.4655","0.4655","0.4655","0.4585","0.4585","0.4585"
"5368","","","","0.4665","0.4665","0.4665","0.4625","0.4625","0.4625"
"5369","","","","0.4655","0.4655","0.4655","0.465","0.465","0.465"
"5370","","","","0.4655","0.4655","0.4655","0.4635","0.4635","0.4635"
"5371","","","","0.468","0.468","0.468","0.4675","0.4675","0.4675"
"5372","","","","0.4695","0.4695","0.4695","0.4615","0.4615","0.4615"
"5373","","","","0.4635","0.4635","0.4635","0.4645","0.4645","0.4645"
"5374","","","","0.464","0.464","0.464","0.4645","0.4645","0.4645"
"5375","","","","0.0665","0.0665","0.0665","0.0515","0.0515","0.0515"
"5376","","","","0.2775","0.2775","0.2775","0.3025","0.3025","0.3025"
"5377","","","","0.391","0.391","0.391","0.3815","0.3815","0.3815"
"5378","","","","0.4185","0.4185","0.4185","0.421","0.421","0.421"
"5379","","","","0.446","0.446","0.446","0.4525","0.4525","0.4525"
"5380","","","","0.4465","0.4465","0.4465","0.4715","0.4715","0.4715"
"5381","","","","0.463","0.463","0.463","0.4765","0.4765","0.4765"
"5382","","","","0.462","0.462","0.462","0.4865","0.4865","0.4865"
"5383","","","","0.466","0.466","0.466","0.4865","0.4865","0.4865"
"5384","","","","0.4605","0.4605","0.4605","0.4855","0.4855","0.4855"
"5385","","","","0.467","0.467","0.467","0.487","0.487","0.487"
"5386","","","","0.4705","0.4705","0.4705","0.4855","0.4855","0.4855"
"5387","","","","0.474","0.474","0.474","0.4865","0.4865","0.4865"
"5388","","","","0.4735","0.4735","0.4735","0.4865","0.4865","0.4865"
"5389","","","","0.4725","0.4725","0.4725","0.483","0.483","0.483"
"5390","","","","0.475","0.475","0.475","0.488","0.488","0.488"
"5391","","","","0.4785","0.4785","0.4785","0.4885","0.4885","0.4885"
"5392","","","","0.478","0.478","0.478","0.492","0.492","0.492"
"5393","","","","0.4835","0.4835","0.4835","0.4895","0.4895","0.4895"
"5394","","","","0.479","0.479","0.479","0.4915","0.4915","0.4915"
"5395","","","","0.4805","0.4805","0.4805","0.49","0.49","0.49"
"5396","","","","0.4775","0.4775","0.4775","0.4845","0.4845","0.4845"
"5397","","","","0.4835","0.4835","0.4835","0.486","0.486","0.486"
"5398","","","","0.4835","0.4835","0.4835","0.4965","0.4965","0.4965"
"5399","","","","0.486","0.486","0.486","0.4835","0.4835","0.4835"
"5400","","","","0.1145","0.1145","0.1145","0.1215","0.1215","0.1215"
"5401","","","","0.3075","0.3075","0.3075","0.3235","0.3235","0.3235"
"5402","","","","0.387","0.387","0.387","0.3925","0.3925","0.3925"
"5403","","","","0.4235","0.4235","0.4235","0.4395","0.4395","0.4395"
"5404","","","","0.4375","0.4375","0.4375","0.4645","0.4645","0.4645"
"5405","","","","0.4575","0.4575","0.4575","0.4735","0.4735","0.4735"
"5406","","","","0.4625","0.4625","0.4625","0.4815","0.4815","0.4815"
"5407","","","","0.467","0.467","0.467","0.489","0.489","0.489"
"5408","","","","0.4725","0.4725","0.4725","0.495","0.495","0.495"
"5409","","","","0.4765","0.4765","0.4765","0.497","0.497","0.497"
"5410","","","","0.478","0.478","0.478","0.5","0.5","0.5"
"5411","","","","0.4805","0.4805","0.4805","0.5025","0.5025","0.5025"
"5412","","","","0.4845","0.4845","0.4845","0.5045","0.5045","0.5045"
"5413","","","","0.488","0.488","0.488","0.5035","0.5035","0.5035"
"5414","","","","0.4865","0.4865","0.4865","0.506","0.506","0.506"
"5415","","","","0.49","0.49","0.49","0.503","0.503","0.503"
"5416","","","","0.4935","0.4935","0.4935","0.5065","0.5065","0.5065"
"5417","","","","0.491","0.491","0.491","0.5075","0.5075","0.5075"
"5418","","","","0.49","0.49","0.49","0.5105","0.5105","0.5105"
"5419","","","","0.493","0.493","0.493","0.5085","0.5085","0.5085"
"5420","","","","0.4935","0.4935","0.4935","0.508","0.508","0.508"
"5421","","","","0.49","0.49","0.49","0.5095","0.5095","0.5095"
"5422","","","","0.4915","0.4915","0.4915","0.5115","0.5115","0.5115"
"5423","","","","0.4945","0.4945","0.4945","0.507","0.507","0.507"
"5424","","","","0.497","0.497","0.497","0.511","0.511","0.511"
"5425","","","","0.108","0.108","0.108","0.121","0.121","0.121"
"5426","","","","0.266","0.266","0.266","0.296","0.296","0.296"
"5427","","","","0.3245","0.3245","0.3245","0.3565","0.3565","0.3565"
"5428","","","","0.36","0.36","0.36","0.3945","0.3945","0.3945"
"5429","","","","0.375","0.375","0.375","0.4165","0.4165","0.4165"
"5430","","","","0.3865","0.3865","0.3865","0.4275","0.4275","0.4275"
"5431","","","","0.394","0.394","0.394","0.43","0.43","0.43"
"5432","","","","0.401","0.401","0.401","0.4355","0.4355","0.4355"
"5433","","","","0.4055","0.4055","0.4055","0.439","0.439","0.439"
"5434","","","","0.4095","0.4095","0.4095","0.4415","0.4415","0.4415"
"5435","","","","0.414","0.414","0.414","0.438","0.438","0.438"
"5436","","","","0.414","0.414","0.414","0.437","0.437","0.437"
"5437","","","","0.413","0.413","0.413","0.4365","0.4365","0.4365"
"5438","","","","0.412","0.412","0.412","0.44","0.44","0.44"
"5439","","","","0.421","0.421","0.421","0.437","0.437","0.437"
"5440","","","","0.419","0.419","0.419","0.445","0.445","0.445"
"5441","","","","0.422","0.422","0.422","0.439","0.439","0.439"
"5442","","","","0.4215","0.4215","0.4215","0.4415","0.4415","0.4415"
"5443","","","","0.4225","0.4225","0.4225","0.444","0.444","0.444"
"5444","","","","0.4265","0.4265","0.4265","0.4395","0.4395","0.4395"
"5445","","","","0.4275","0.4275","0.4275","0.4395","0.4395","0.4395"
"5446","","","","0.4255","0.4255","0.4255","0.4415","0.4415","0.4415"
"5447","","","","0.429","0.429","0.429","0.444","0.444","0.444"
"5448","","","","0.4265","0.4265","0.4265","0.4415","0.4415","0.4415"
"5449","","","","0.4305","0.4305","0.4305","0.443","0.443","0.443"
"5450","","","","0.1765","0.1765","0.1765","0.1675","0.1675","0.1675"
"5451","","","","0.329","0.329","0.329","0.3375","0.3375","0.3375"
"5452","","","","0.4165","0.4165","0.4165","0.4145","0.4145","0.4145"
"5453","","","","0.454","0.454","0.454","0.4635","0.4635","0.4635"
"5454","","","","0.4745","0.4745","0.4745","0.4875","0.4875","0.4875"
"5455","","","","0.4875","0.4875","0.4875","0.4995","0.4995","0.4995"
"5456","","","","0.4935","0.4935","0.4935","0.5095","0.5095","0.5095"
"5457","","","","0.501","0.501","0.501","0.5165","0.5165","0.5165"
"5458","","","","0.5045","0.5045","0.5045","0.522","0.522","0.522"
"5459","","","","0.5065","0.5065","0.5065","0.529","0.529","0.529"
"5460","","","","0.5035","0.5035","0.5035","0.532","0.532","0.532"
"5461","","","","0.505","0.505","0.505","0.536","0.536","0.536"
"5462","","","","0.512","0.512","0.512","0.5385","0.5385","0.5385"
"5463","","","","0.516","0.516","0.516","0.5335","0.5335","0.5335"
"5464","","","","0.5175","0.5175","0.5175","0.534","0.534","0.534"
"5465","","","","0.517","0.517","0.517","0.536","0.536","0.536"
"5466","","","","0.5225","0.5225","0.5225","0.5315","0.5315","0.5315"
"5467","","","","0.52","0.52","0.52","0.536","0.536","0.536"
"5468","","","","0.5205","0.5205","0.5205","0.536","0.536","0.536"
"5469","","","","0.5265","0.5265","0.5265","0.534","0.534","0.534"
"5470","","","","0.521","0.521","0.521","0.538","0.538","0.538"
"5471","","","","0.5255","0.5255","0.5255","0.54","0.54","0.54"
"5472","","","","0.522","0.522","0.522","0.5375","0.5375","0.5375"
"5473","","","","0.5205","0.5205","0.5205","0.533","0.533","0.533"
"5474","","","","0.5195","0.5195","0.5195","0.54","0.54","0.54"
"5475","","","","0.2065","0.2065","0.2065","0.1935","0.1935","0.1935"
"5476","","","","0.3375","0.3375","0.3375","0.3275","0.3275","0.3275"
"5477","","","","0.378","0.378","0.378","0.369","0.369","0.369"
"5478","","","","0.403","0.403","0.403","0.4015","0.4015","0.4015"
"5479","","","","0.4105","0.4105","0.4105","0.42","0.42","0.42"
"5480","","","","0.4195","0.4195","0.4195","0.432","0.432","0.432"
"5481","","","","0.4265","0.4265","0.4265","0.44","0.44","0.44"
"5482","","","","0.435","0.435","0.435","0.4405","0.4405","0.4405"
"5483","","","","0.4335","0.4335","0.4335","0.445","0.445","0.445"
"5484","","","","0.4335","0.4335","0.4335","0.446","0.446","0.446"
"5485","","","","0.436","0.436","0.436","0.448","0.448","0.448"
"5486","","","","0.441","0.441","0.441","0.4535","0.4535","0.4535"
"5487","","","","0.438","0.438","0.438","0.4515","0.4515","0.4515"
"5488","","","","0.448","0.448","0.448","0.4485","0.4485","0.4485"
"5489","","","","0.4445","0.4445","0.4445","0.4525","0.4525","0.4525"
"5490","","","","0.4485","0.4485","0.4485","0.4545","0.4545","0.4545"
"5491","","","","0.447","0.447","0.447","0.4535","0.4535","0.4535"
"5492","","","","0.445","0.445","0.445","0.448","0.448","0.448"
"5493","","","","0.4485","0.4485","0.4485","0.458","0.458","0.458"
"5494","","","","0.449","0.449","0.449","0.4595","0.4595","0.4595"
"5495","","","","0.448","0.448","0.448","0.45","0.45","0.45"
"5496","","","","0.455","0.455","0.455","0.4485","0.4485","0.4485"
"5497","","","","0.444","0.444","0.444","0.4545","0.4545","0.4545"
"5498","","","","0.448","0.448","0.448","0.456","0.456","0.456"
"5499","","","","0.4465","0.4465","0.4465","0.4605","0.4605","0.4605"
"5500","","","","0.08","0.08","0.08","0.0735","0.0735","0.0735"
"5501","","","","0.2525","0.2525","0.2525","0.234","0.234","0.234"
"5502","","","","0.32","0.32","0.32","0.3205","0.3205","0.3205"
"5503","","","","0.35","0.35","0.35","0.353","0.353","0.353"
"5504","","","","0.3695","0.3695","0.3695","0.382","0.382","0.382"
"5505","","","","0.3785","0.3785","0.3785","0.404","0.404","0.404"
"5506","","","","0.3905","0.3905","0.3905","0.4155","0.4155","0.4155"
"5507","","","","0.3935","0.3935","0.3935","0.42","0.42","0.42"
"5508","","","","0.3995","0.3995","0.3995","0.428","0.428","0.428"
"5509","","","","0.4055","0.4055","0.4055","0.425","0.425","0.425"
"5510","","","","0.4025","0.4025","0.4025","0.429","0.429","0.429"
"5511","","","","0.4065","0.4065","0.4065","0.4295","0.4295","0.4295"
"5512","","","","0.411","0.411","0.411","0.4295","0.4295","0.4295"
"5513","","","","0.4095","0.4095","0.4095","0.429","0.429","0.429"
"5514","","","","0.413","0.413","0.413","0.429","0.429","0.429"
"5515","","","","0.414","0.414","0.414","0.429","0.429","0.429"
"5516","","","","0.4135","0.4135","0.4135","0.428","0.428","0.428"
"5517","","","","0.4135","0.4135","0.4135","0.4295","0.4295","0.4295"
"5518","","","","0.416","0.416","0.416","0.426","0.426","0.426"
"5519","","","","0.415","0.415","0.415","0.425","0.425","0.425"
"5520","","","","0.418","0.418","0.418","0.4275","0.4275","0.4275"
"5521","","","","0.418","0.418","0.418","0.427","0.427","0.427"
"5522","","","","0.418","0.418","0.418","0.425","0.425","0.425"
"5523","","","","0.421","0.421","0.421","0.4245","0.4245","0.4245"
"5524","","","","0.421","0.421","0.421","0.431","0.431","0.431"
"5525","","","","0.11","0.11","0.11","0.121","0.121","0.121"
"5526","","","","0.299","0.299","0.299","0.3055","0.3055","0.3055"
"5527","","","","0.3715","0.3715","0.3715","0.3875","0.3875","0.3875"
"5528","","","","0.408","0.408","0.408","0.421","0.421","0.421"
"5529","","","","0.431","0.431","0.431","0.4505","0.4505","0.4505"
"5530","","","","0.4465","0.4465","0.4465","0.4655","0.4655","0.4655"
"5531","","","","0.456","0.456","0.456","0.47","0.47","0.47"
"5532","","","","0.4615","0.4615","0.4615","0.4765","0.4765","0.4765"
"5533","","","","0.4635","0.4635","0.4635","0.4805","0.4805","0.4805"
"5534","","","","0.464","0.464","0.464","0.4825","0.4825","0.4825"
"5535","","","","0.4675","0.4675","0.4675","0.4855","0.4855","0.4855"
"5536","","","","0.4665","0.4665","0.4665","0.4845","0.4845","0.4845"
"5537","","","","0.463","0.463","0.463","0.4805","0.4805","0.4805"
"5538","","","","0.4675","0.4675","0.4675","0.4805","0.4805","0.4805"
"5539","","","","0.465","0.465","0.465","0.4785","0.4785","0.4785"
"5540","","","","0.4665","0.4665","0.4665","0.478","0.478","0.478"
"5541","","","","0.467","0.467","0.467","0.474","0.474","0.474"
"5542","","","","0.466","0.466","0.466","0.4765","0.4765","0.4765"
"5543","","","","0.467","0.467","0.467","0.4775","0.4775","0.4775"
"5544","","","","0.4675","0.4675","0.4675","0.476","0.476","0.476"
"5545","","","","0.467","0.467","0.467","0.478","0.478","0.478"
"5546","","","","0.466","0.466","0.466","0.4765","0.4765","0.4765"
"5547","","","","0.471","0.471","0.471","0.4755","0.4755","0.4755"
"5548","","","","0.4705","0.4705","0.4705","0.478","0.478","0.478"
"5549","","","","0.4715","0.4715","0.4715","0.477","0.477","0.477"
"5550","","","","0.065","0.065","0.065","0.0555","0.0555","0.0555"
"5551","","","","0.278","0.278","0.278","0.2465","0.2465","0.2465"
"5552","","","","0.3835","0.3835","0.3835","0.3705","0.3705","0.3705"
"5553","","","","0.419","0.419","0.419","0.4225","0.4225","0.4225"
"5554","","","","0.433","0.433","0.433","0.456","0.456","0.456"
"5555","","","","0.4505","0.4505","0.4505","0.4685","0.4685","0.4685"
"5556","","","","0.455","0.455","0.455","0.4745","0.4745","0.4745"
"5557","","","","0.4615","0.4615","0.4615","0.4775","0.4775","0.4775"
"5558","","","","0.465","0.465","0.465","0.481","0.481","0.481"
"5559","","","","0.467","0.467","0.467","0.482","0.482","0.482"
"5560","","","","0.467","0.467","0.467","0.488","0.488","0.488"
"5561","","","","0.471","0.471","0.471","0.482","0.482","0.482"
"5562","","","","0.4725","0.4725","0.4725","0.481","0.481","0.481"
"5563","","","","0.4745","0.4745","0.4745","0.489","0.489","0.489"
"5564","","","","0.4725","0.4725","0.4725","0.484","0.484","0.484"
"5565","","","","0.4735","0.4735","0.4735","0.4875","0.4875","0.4875"
"5566","","","","0.4785","0.4785","0.4785","0.4905","0.4905","0.4905"
"5567","","","","0.4765","0.4765","0.4765","0.4895","0.4895","0.4895"
"5568","","","","0.4765","0.4765","0.4765","0.488","0.488","0.488"
"5569","","","","0.48","0.48","0.48","0.487","0.487","0.487"
"5570","","","","0.4765","0.4765","0.4765","0.488","0.488","0.488"
"5571","","","","0.4775","0.4775","0.4775","0.487","0.487","0.487"
"5572","","","","0.4765","0.4765","0.4765","0.4895","0.4895","0.4895"
"5573","","","","0.4785","0.4785","0.4785","0.484","0.484","0.484"
"5574","","","","0.48","0.48","0.48","0.4895","0.4895","0.4895"
"5575","","","","0.098","0.098","0.098","0.098","0.098","0.098"
"5576","","","","0.226","0.226","0.226","0.259","0.259","0.259"
"5577","","","","0.303","0.303","0.303","0.34","0.34","0.34"
"5578","","","","0.336","0.336","0.336","0.3755","0.3755","0.3755"
"5579","","","","0.3475","0.3475","0.3475","0.3935","0.3935","0.3935"
"5580","","","","0.3585","0.3585","0.3585","0.4065","0.4065","0.4065"
"5581","","","","0.368","0.368","0.368","0.421","0.421","0.421"
"5582","","","","0.375","0.375","0.375","0.426","0.426","0.426"
